,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
1372,미국,The University of Texas at Dallas,"Quality Education Globally
The ability to obtain a quality and equitable education can set one up to achieve many of the other Sustainable Development Goals. Education can reduce poverty, improve the likelihood someone can obtain Decent Work, and increase the amount of people concerned about combatting climate change. Unfortunately, across the world, education is not accessible to all.

Sustainable Development Goal 4 reaches across all aspects of one’s education, from preschool to tertiary education. It includes reducing discrimination in education, increasing adult literacy levels, and focusing specifically on education for sustainable development. Although the United States is ahead of much of the world in providing an education to all citizens, our system remains one built on inequality.","글로벌 양질의 교육
질 좋고 공정한 교육을 받을 수 있는 능력은 다른 많은 지속 가능한 개발 목표를 달성하도록 설정할 수 있다. 교육은 빈곤을 줄일 수 있고, 누군가가 양질의 일자리를 얻을 수 있는 가능성을 향상시키며, 기후 변화와 싸우는 것에 대해 걱정하는 사람들의 양을 증가시킬 수 있다. 불행하게도, 전 세계적으로, 교육은 모든 사람이 접근할 수 있는 것은 아니다.

지속 가능한 개발 목표 4는 유아교육에서 고등교육에 이르기까지 모든 교육 분야에 걸쳐 도달한다. 그것은 교육에서의 차별을 줄이고, 성인 문해 수준을 높이며, 지속 가능한 발전을 위한 교육에 특히 집중하는 것을 포함한다. 비록 미국이 모든 시민들에게 교육을 제공하는 데 있어서 세계 대부분의 국가들보다 앞서 있지만, 우리의 시스템은 불평등 위에 세워진 하나의 시스템으로 남아 있다.","품질 교육 전 세계적으로 품질과 공평한 교육을 얻는 능력은 다른 지속 가능한 개발 목표를 달성하기 위해 하나를 설정할 수 있습니다.교육은 빈곤을 줄이고, 누군가가 괜찮은 일을 얻을 수있는 가능성을 향상시킬 수 있으며, 기후 변화와의 퇴치에 관심이있는 사람들의 양을 증가시킬 수 있습니다.불행히도 전 세계에서 교육이 모든 사람이 접근 할 수있는 것은 아닙니다.지속 가능한 개발 목표 4는 유치원에서 고등 교육에 이르기까지 자신의 교육의 모든 측면에 도달합니다.여기에는 교육 차별 감소, 성인 문해력 수준 증가 및 지속 가능한 개발을위한 교육에 특별히 집중하는 것이 포함됩니다.미국이 모든 시민들에게 교육을 제공하는 데 전 세계의 많은 것보다 앞서 있지만, 우리의 시스템은 불평등을 기반으로 한 시스템으로 남아 있습니다.",품질 교육 전 세계적으로 품질과 공평한 교육을 얻는 능력은 다른 지속 가능한 개발 목표를 달성하기 위해 하나를 설정할 수 있습니다,4,1
1242,영국,University of Northampton,"120 hours
Sports undergraduates
complete 120 hours of
community placement
providing sporting and
physical activities for
children and the elderly.
‘Play, don’t Pay’
To encourage
free, recreational
sport participation.","120시간
스포츠 학부생
120시간의 일을 끝내다
지역 사회 배치
스포츠와
을 위한 신체 활동.
어린이와 노인
'플레이, 지불하지 않음'
격려하다
무료의, 오락적인
스포츠 참가","120 시간 스포츠 학부생들은 어린이와 노인들에게 스포츠 및 신체 활동을 제공하는 120 시간의 지역 사회 배치를 완료합니다.무료 레크리에이션 스포츠 참여를 장려하기 위해‘놀이, 지불하지 마십시오’."," 레크리에이션 스포츠 참여를 장려하기 위해‘놀이, 지불하지 마십시오’.",3,1
1542,타이완,NTU,"“Gender equality” is a global issue. Participation in public affairs and the power to make public decisions do not just involves the rights to govern, but also determines the allocation of public resources and the opportunity to achieve self-value. To realize the democratic spirit of gender equality in decision-making, NTU refers to the experience of international legislation and the Gender Equality Policy Guidelines and upholds the principle that “participants of either gender shall account for more than one third of the total participants” in NTU’s meetings, including Teacher Evaluation Committee, Staff Selection Committee, Teacher Grievances Committee, and Staff Grievances Committee. This principle takes policy and practice of gender equality into account and helps protect the rights of disadvantaged genders in a grievance review procedure. The goal is to ensure gender equality and minimize casual stereotyping and prejudice that are common in the workplace.","성평등은 세계적인 문제입니다. 공공업무 참여와 공공의 의사결정을 할 수 있는 권력은 단순히 통치권을 수반하는 것이 아니라 공공자원의 배분과 자기 가치를 달성할 수 있는 기회를 결정합니다. NTU는 의사결정에서 양성평등의 민주정신을 구현하기 위해 국제법 및 양성평등정책지침의 경험을 참고하여 교원평가사 등 NTU의 회의에서 ""양성 중 어느 한쪽의 참가자가 전체 참가자의 3분의 1 이상을 차지해야 한다""는 원칙을 고수하고 있습니다.즉, 위원회, 직원 선정 위원회, 교사 고충 위원회 및 직원 고충 위원회입니다. 이 원칙은 양성평등의 정책과 실천을 고려하여 고충심사 절차에서 소외된 성인의 권리를 보호하는 데 도움을 줍니다. 남녀평등을 보장하고 직장에서 흔히 볼 수 있는 일상적인 고정관념과 편견을 최소화하는 것이 목표입니다.","""성 평등""은 세계적인 문제입니다.공공 업무에 참여하고 공공 결정을 내릴 수있는 권한에는 통치권이 포함될뿐만 아니라 공공 자원의 할당과 자기 가치를 달성 할 수있는 기회도 결정됩니다.의사 결정에서 남녀 평등의 민주적 정신을 실현하기 위해 NTU는 국제 법률의 경험과 남녀 평등 정책 지침을 말하고“성별의 참가자가 총 참가자의 3 분의 1 이상을 설명해야한다”는 원칙을지지합니다.교사 평가위원회, 직원 선발위원회, 교사 불만위원회 및 직원 불만위원회를 포함한 NTU 회의.이 원칙은 성 평등의 정책과 실천을 고려하고 불만 검토 절차에서 불우한 성별의 권리를 보호하는 데 도움이됩니다.목표는 성 평등을 보장하고 직장에서 흔히 볼 수있는 우연한 고정 관념과 편견을 최소화하는 것입니다.", 성 평등을 보장하고 직장에서 흔히 볼 수있는 우연한 고정 관념과 편견을 최소화하는 것입니다.,5,1
204,영국,University of Glasgow,"Our SRC facilitates almost 3,500 student volunteering opportunities both on and off campus. Our student volunteers were part of the Glasgow Improvement Challenge, providing classroom support as part of the Scottish Attainment Challenge.","SRC는 캠퍼스 안팎에서 3,500명에 가까운 학생 자원 봉사 기회를 제공합니다. 우리 학생 자원봉사자들은 글래스고 개선 챌린지의 일부였고, 스코틀랜드 달성 챌린지의 일부로서 교실 지원을 제공했습니다.","우리의 SRC는 캠퍼스 안팎에서 거의 3,500 명의 학생 자원 봉사 기회를 촉진합니다.우리 학생 자원 봉사자들은 글래스고 개선 챌린지의 일환으로 스코틀랜드 성취 도전의 일환으로 교실 지원을 제공했습니다.", 학생 자원 봉사자들은 글래스고 개선 챌린지의 일환으로 스코틀랜드 성취 도전의 일환으로 교실 지원을 제공했습니다.,1,1
677,뉴질랜드,University of Cantebury,"Computer Sciencewithout a computer / The CS Unplugged programme is aboutcapturing the learner’s imagination andaddressing common misconceptionsabout what it means to be a computerscientist. As the name suggests,the programme engages the learnerin activities that don’t depend oncomputers. CS Unplugged is the ideaof UC’s computer science academicProfessor Tim Bell. CS Unplugged offersyoung students a collection of freeteaching material not dependent oncomputers, making activities availableto those who aren’t able to or don’twant to work with computers.","컴퓨터 없는 컴퓨터 과학

CS Unplugged 프로그램은 학습자의 상상력을 포착하고 컴퓨터 과학자가 되는 것이 의미하는 것에 대한 일반적인 오해를 해결하는 것입니다. 이름에서 알 수 있듯이, 프로그램은 학습자를 컴퓨터에 의존하지 않는 활동에 참여시킨다. CS 언플러그드(Unplugged)는 UC의 컴퓨터 과학 학자인 팀 벨(Tim Bell) 교수의 아이디어이다. CS 언플러그드(Unplugged)는 어린 학생들에게 컴퓨터에 의존하지 않는 무료 교재 모음을 제공하여 컴퓨터를 다룰 수 없거나 원하지 않는 사람들이 사용할 수 있는 활동을 제공합니다.","컴퓨터 과학 컴퓨터 / CS UNPLUGGED 프로그램은 학습자의 상상력과 컴퓨터 과학자라는 것이 무엇을 의미하는지에 대한 일반적인 오해를 드러내는 것입니다.이름에서 알 수 있듯이이 프로그램은 컴퓨터에 의존하지 않는 학습자 활동에 참여합니다.CS UNPLUGGED는 UC의 컴퓨터 과학 학업 비영리 사업 인 Tim Bell의 아이디어입니다.CS Unplugged Offeryoung 학생들은 컴퓨터에 의존하지 않는 냉담한 자료 모음을 보유하고 있으며, 컴퓨터와 함께 일할 수 없거나 원하지 않는 사람들은 활동을 이용할 수 있습니다.", 알 수 있듯이이 프로그램은 컴퓨터에 의존하지 않는 학습자 활동에 참여합니다,4,1
2054,홍콩,The Chinese University of Hong Kong,"Research
Eyes are supposed to reveal our true character, and they can certainly be windows on our health.  Professor Benny Zee’s team from the Jockey Club School of Public Health and Primary Care has developed a convenient, non-invasive and painless Automatic Retinal Image Analysis (ARIA) technology that can quickly assess the risk of autism spectrum disorder simply by analysing the fundus images of children’s eyes.  This technology will allow diagnoses to be made much more quickly, and enable children with autism to receive early intervention.","조사.
눈은 우리의 진정한 성격을 드러내야 하고, 그것들은 확실히 우리의 건강에 창문이 될 수 있다.  Jockey Club School of Public Health and Primary Care의 Benny Zee 교수팀은 어린이 눈의 안저 영상을 분석하는 것만으로 자폐 스펙트럼 장애의 위험을 빠르게 평가할 수 있는 편리하고 비침습적이며 통증이 없는 자동 망막 이미지 분석(ARIA) 기술을 개발했다.  이 기술은 진단을 훨씬 더 빨리 내릴 수 있게 하고 자폐증이 있는 아이들이 조기 개입을 받을 수 있게 할 것이다.","연구 눈은 우리의 진정한 성격을 드러내야하며, 우리의 건강에 대한 창문이 될 수 있습니다.Jockey Club School of Public Health and Primary Care의 Benny Zee 교수는 자폐 스펙트럼 장애의 위험을 신속하게 평가할 수있는 편리하고 비 침습적이며 고통스러운 자동 망막 이미지 분석 (ARIA) 기술을 개발했습니다.아이들의 눈.이 기술은 진단을 훨씬 더 빨리 만들 수 있으며 자폐증이있는 어린이가 조기 개입을받을 수있게합니다.","연구 눈은 우리의 진정한 성격을 드러내야하며, 우리의 건강에 대한 창문이 될 수 있습니다",3,1
934,캐나다,McMaster University,"The student-run Food Collective Centre, the university’s on-campus
food bank, offers a number of supports for students, staff, alumni and
Hamilton community partners. The collective advocates for practices
to improve food security and is dedicated to ensuring food is always
available. It offers programs such as the monthly Good Food Box, filled
with affordable, fresh produce, and Lockers of Love, a confidential way
to request and receive non-perishable food items and health supplies.","학생이 운영하는 푸드 콜렉티브 센터, 대학의 캠퍼스 내
푸드 뱅크는 학생, 직원, 졸업생들을 위한 많은 지원을 제공한다.
해밀턴 커뮤니티 파트너죠 실천을 옹호하는 집단.
식품 안전을 개선하고 항상 식품이 유지되도록 하기 위해 헌신한다.
이용할 수 있는. 그것은 매달 좋은 음식 상자와 같은 프로그램을 제공한다, 채워진다.
값싸고 신선한 농산물과 비밀스러운 방법인 Locker of Love로
부패하지 않는 식품 및 건강 공급품을 요청하고 수령한다.","대학의 캠퍼스 내 푸드 뱅크 인 학생 운영 식품 집단 센터는 학생, 교직원, 동문 및 해밀턴 커뮤니티 파트너를위한 여러 지원을 제공합니다.집단적 옹호자들은 식량 안보를 개선하기위한 관행을 옹호하며 음식을 항상 이용할 수 있도록하기 위해 최선을 다하고 있습니다.저렴하고 신선한 농산물로 가득 찬 월간 좋은 음식 상자와 사랑의 사물함, 부패하기 어려운 음식과 건강 용품을 요청하고받는 기밀 방법과 같은 프로그램을 제공합니다."," 신선한 농산물로 가득 찬 월간 좋은 음식 상자와 사랑의 사물함, 부패하기 어려운 음식과 건강 용품을 요청하고받는 기밀 방법과 같은 프로그램을 제공합니다.",2,1
1665,핀란드,University of Eastern Finland,"The Metabolic Diseases research
community looks for solutions to
obesity, diabetes and heart disease.","대사성 질환 연구
공동체는 해결책을 찾는다
비만, 당뇨병 그리고 심장병.","대사 질환 연구 커뮤니티는 비만, 당뇨병 및 심장병에 대한 해결책을 찾고 있습니다.","대사 질환 연구 커뮤니티는 비만, 당뇨병 및 심장병에 대한 해결책을 찾고 있습니다.",3,1
1834,미국,UC Davis University,"Feed the Future Innovation Lab for Markets, Risk and Resilience
Feed the Future Innovation Lab for Markets, Risk and Resilience is an economics lab based at UC Davis that develops and tests financial innovations to combat poverty and food insecurity in developing economies. Funded by the U.S. government through the United States Agency for International Development, the program examines poverty in rural areas in order to empower families and communities, and particularly women and children, to share in inclusive agricultural growth.","""시장, 리스크 및 탄력성을 위한 미래 혁신 연구소에 공급
Feed the Future Innovation Lab for Markets, Risk and Resiliency는 개발도상국의 빈곤과 식량 불안과 싸우기 위한 금융 혁신을 개발하고 테스트하는 UC Davis에 기반을 둔 경제 연구소입니다. 미국 국제개발청을 통해 미국 정부의 자금 지원을 받는 이 프로그램은 가족과 지역사회, 특히 여성과 어린이가 포괄적인 농업 성장에 참여할 수 있도록 하기 위해 농촌 지역의 빈곤을 조사합니다.""","시장, 위험 및 탄력성을위한 미래의 혁신 연구소를 공급하십시오. 미래의 혁신 연구소 시장, 위험 및 탄력성은 UC Davis에 기반을 둔 경제 실험실로, 경제 개발 도상국의 빈곤과 식량 불안을 해결하기 위해 금융 혁신을 개발하고 테스트하는 경제 실험실입니다.미국 국제 개발 기관을 통해 미국 정부가 자금을 지원하는이 프로그램은 농촌 지역의 빈곤을 조사하여 가족과 지역 사회, 특히 여성과 어린이가 포괄적 인 농업 성장을 공유 할 수 있도록 권한을 부여합니다."," 국제 개발 기관을 통해 미국 정부가 자금을 지원하는이 프로그램은 농촌 지역의 빈곤을 조사하여 가족과 지역 사회, 특히 여성과 어린이가 포괄적 인 농업 성장을 공유 할 수 있도록 권한을 부여합니다.",1,1
1895,미국,UC Davis University,"In 2020, in response to California legislation, UC Davis created a Lived Name and Gender Marker Taskforce to examine campus information systems, policies, practices and professional development processes, in order to develop recommendations to address institutional gender identity inequities and align with the new laws. This was
56
followed by the formation of a campus-wide Lived Gender Marker Implementation Committee to provide oversight and a detailed plan to execute the actionable recommendations","2020년 캘리포니아 주 법안에 대응하여 UC Davis는 제도적 성 정체성 불평등을 해결하고 새로운 법에 부합하기 위한 권고안을 개발하기 위해 캠퍼스 정보 시스템, 정책, 관행 및 전문 개발 프로세스를 검토하기 위해 라이브 네임 및 젠더 마커 태스크 포스를 만들었다. 이게 뭐냐면.
56
이어 감독 및 실행 가능한 권고사항을 실행하기 위한 세부 계획을 제공하기 위한 캠퍼스 전체의 살아있는 성별 마커 실행 위원회의 구성",2020 년 캘리포니아 입법에 대한 응답으로 UC Davis.56 개가 캠퍼스 전체에서 살아있는 젠더 마커 구현위원회가 형성되어 감독과 실행 가능한 권장 사항을 실행하기위한 상세한 계획을 제공했습니다., 개가 캠퍼스 전체에서 살아있는 젠더 마커 구현위원회가 형성되어 감독과 실행 가능한 권장 사항을 실행하기위한 상세한 계획을 제공했습니다.,5,1
1252,영국,University of Northampton,"The drive for gender equality globally remains an
ongoing battle and is an area that the University of
Northampton is fully committed to supporting. Our
work in this area encompasses supporting females
being taught in compulsory education and in higher
education, as well as equity for women in the
workplace. We are also committed to preventing
violence against women, and other forms of
exploitation and harm. We are proud of our work
to ensure that we promote gender equality and
actively support women in their lives and careers","전 세계적으로 양성평등을 위한 추진력은 여전히 남아 있다.
진행중인 전투 그리고 대학이 있는 지역입니다.
Northampton은 전적으로 지원에 전념하고 있다. 우리들의
이 분야에서 일하는 것은 여성을 지원하는 것을 포함한다.
의무교육과 고등교육에서 가르치기
교육뿐만 아니라 여성에 대한 평등도
직장의 우리는 또한 예방에 전념하고 있다.
여성에 대한 폭력, 그리고 다른 형태의 폭력
착취와 해악 우리는 우리의 일이 자랑스럽다.
우리가 양성평등을 촉진하고
여성의 생활과 직업을 적극적으로 지원하다",전 세계적으로 남성 평등을위한 추진력은 계속되는 전투로 남아 있으며 노 샘프 턴 대학교가 지원하기 위해 최선을 다하고 있습니다.이 분야에서의 우리의 작업은 강제 교육 및 고등 교육에서 가르치는 여성들과 직장 내 여성의 형평성을 지원하는 것을 포함합니다.우리는 또한 여성에 대한 폭력과 다른 형태의 착취와 피해를 막기 위해 노력하고 있습니다.우리는 남녀 평등을 증진시키고 그들의 삶과 경력에서 여성을 적극적으로 지원할 수 있도록 우리의 일을 자랑스럽게 생각합니다., 분야에서의 우리의 작업은 강제 교육 및 고등 교육에서 가르치는 여성들과 직장 내 여성의 형평성을 지원하는 것을 포함합니다,5,1
159,오스트레일리아,Newcastle australia,"WOMEN IN ENGINEERING
The College of Engineering, Science and Environment supports its female students in many ways, including hosting activities to assist in the establishment of support networks, and to communicate opportunities in engineering as a course of study and career option. Newcastle University Women
in Engineering (NUWiE) is a student run society which was founded in 2014 by a group of female students in the faculty. They organise social events such as trivia nights, game nights, support sessions and BBQ lunches.","""엔지니어링 여성들""
공과대학은 지원 네트워크 구축을 지원하고, 학업 및 진로 선택권으로서 공학분야의 기회를 소통하기 위한 주최 활동 등 다양한 방법으로 여학생들을 지원하고 있다. 뉴캐슬 대학교 여성공학부(, NUWiE)는 2014년 설립된 공학계열의 학생 운영 단체이다. 그들은 하찮은 밤, 게임의 밤, 지원 세션, BBQ 점심과 같은 사회적 행사를 주최합니다.""","엔지니어링 대학의 공학, 과학 및 환경 대학은 지원 네트워크 설립을 지원하고 학업 및 경력 옵션으로 엔지니어링 기회를 전달하기위한 활동을 포함하여 여러 가지 방법으로 여학생을 지원합니다.Newcastle University in Engineering (Nuwie)은 2014 년 교수진의 여학생 그룹에 의해 설립 된 학생 운영 사회입니다.그들은 Trivia Nights, Game Nights, 지원 세션 및 BBQ 점심과 같은 사교 행사를 조직합니다.","엔지니어링 대학의 공학, 과학 및 환경 대학은 지원 네트워크 설립을 지원하고 학업 및 경력 옵션으로 엔지니어링 기회를 전달하기위한 활동을 포함하여 여러 가지 방법으로 여학생을 지원합니다",5,1
137,오스트레일리아,Newcastle australia,"REMOTE NUTRITION ADVICE
Final-year students of the Bachelor of Nutrition and Dietetics program are delivering nutrition and diet advice to the community under a new telehealth program, providing
the public with continuity of care during times when face-to-face contact is restricted. The free service, offered under the supervision of an Accredited Practising Dietitian, gives a comprehensive assessment of food and nutrient intake and eating behaviours, whilst providing students with valuable practical skills in dietary consultations and the emerging field of telehealth.","""원격 영양 조언
영양학 학사과정 수료생들은 새로운 원격 건강 프로그램으로 지역사회에 영양과 식이요법 조언을 전달하고 있으며, 대면접촉이 제한된 시간 동안 대중들에게 지속적인 보살핌을 제공하고 있다. 공인된 실천 영양사의 감독 하에 제공되는 무료 서비스는 음식과 영양소 섭취 및 식습관에 대한 종합적인 평가를 제공하며, 학생들에게 식이요법 상담과 원격 건강 분야에서 귀중한 실무 기술을 제공합니다.",원격 영양 조언 영양 및식이 요법 프로그램 학사 학위의 마지막 해 학생들은 새로운 원격 건강 프로그램 하에서 지역 사회에 영양 및 다이어트 조언을 전달하여 대면 접촉이 제한되는 시간 동안 대중에게 치료의 연속성을 제공합니다.공인 실습 영양사의 감독하에 제공되는 무료 서비스는식이 상담에 대한 실용적인 기술과 신흥 원격 건강 분야에서 음식 및 영양소 섭취 및 식습관에 대한 포괄적 인 평가를 제공합니다., 실습 영양사의 감독하에 제공되는 무료 서비스는식이 상담에 대한 실용적인 기술과 신흥 원격 건강 분야에서 음식 및 영양소 섭취 및 식습관에 대한 포괄적 인 평가를 제공합니다.,2,1
2005,캐나다,Brock University,"Individual Actions
It is important to foster continued education and learning following the completion of an individual’s time at school. If one is able to continue to learn they are able to acquire new skills to advance in their career. The act of learning and improving upon a skill is also pleasurable and satisfying, which can lead to a more fulfilling life. ","개별 작업
개인의 학교생활이 끝난 후 지속적인 교육과 학습을 육성하는 것이 중요하다. 만약 누군가가 계속해서 배울 수 있다면, 그들은 그들의 경력에서 발전하기 위한 새로운 기술을 습득할 수 있다. 기술을 배우고 향상시키는 행위 또한 즐겁고 만족스러우며, 이것은 더 충실한 삶을 이끌 수 있다.",개인 행동 학교에서 개인의 시간을 마친 후 지속적인 교육 및 학습을 장려하는 것이 중요합니다.계속 배울 수 있다면 경력을 발전시킬 새로운 기술을 습득 할 수 있습니다.기술을 배우고 개선하는 행위는 또한 즐겁고 만족스럽고 더 충실한 삶으로 이어질 수 있습니다., 배울 수 있다면 경력을 발전시킬 새로운 기술을 습득 할 수 있습니다,4,1
160,오스트레일리아,Newcastle australia,"FROM RESEARCH TO PRACTICE
The International Network on Gender, Social Justice and Praxis (the Network) is a cross-trajectory, interdisciplinary, and geographically diverse network. The Network brings together leading scholars and practitioners who are prepared to take intellectual risks to respond to the significant challenge
of translating research into practice in order to develop innovative approaches that impact on the educational inequalities that exist around the globe. In the long term, the Network aims to be a global think tank that provides scholarly input into an international agenda focused on gender and social justice within education.","""연구부터 실무까지""
젠더, 사회정의, 실천에 관한 국제 네트워크 (네트워크)는 교차 궤적, 학제 간, 지리적으로 다양한 네트워크이다. 네트워크는 전 세계에 존재하는 교육 불평등에 영향을 미치는 혁신적인 접근 방식을 개발하기 위해 연구를 실천으로 전환하는 중요한 과제에 대응하기 위해 지적 위험을 감수할 준비가 되어 있는 선도적인 학자와 실무자들을 한데 모은다. 장기적으로 네트워크는 교육 내 젠더와 사회 정의에 초점을 맞춘 국제적 의제에 학술적 입력을 제공하는 글로벌 싱크탱크가 되는 것을 목표로 한다.","연구에서 성별, 사회 정의 및 실천 (네트워크)에 관한 국제 네트워크를 실천하는 것은 교차 회상, 학제 간 및 지리적으로 다양한 네트워크입니다.이 네트워크는 지적 위험을 감수하여 전 세계에 존재하는 교육적 불평등에 영향을 미치는 혁신적인 접근 방식을 개발하기 위해 지적 위험을 감수 할 준비가되어있는 주요 학자와 실무자들을 하나로 모았습니다.장기적으로 네트워크는 교육 내 성별과 사회 정의에 중점을 둔 국제 의제에 학술적 입력을 제공하는 글로벌 싱크 탱크가되는 것을 목표로합니다.", 네트워크는 교육 내 성별과 사회 정의에 중점을 둔 국제 의제에 학술적 입력을 제공하는 글로벌 싱크 탱크가되는 것을 목표로합니다.,5,1
1928,인도,Ashoka University,"Prof. L S Shashidhara

Dean (Research) and Professor of Biology
“Ashoka University is known for its strong
commitment to quality education. Its innovative
curricula and research-integrated pedagogy are
specifically designed to train next generation
change leaders, who are expected to contribute
towards achieving sustainability and equity in our
societies.","L S Shashidara 교수

딘(연구) 및 생물학과 교수
""아소카 대학은 강하기로 유명하다.
양질의 교육에 대한 헌신 그것의 혁신성
커리큘럼과 연구 통합 교육학은 다음과 같다.
다음 세대를 훈련시키기 위해 특별히 설계되었다.
기여가 기대되는 변화 지도자
우리의 지속가능성과 형평성을 달성하기 위해
사회",L S Shashidhara Dean 교수 (Research)와 생물학 교수“Ashoka University는 양질의 교육에 대한 강력한 헌신으로 유명합니다.혁신적인 커리큘럼과 연구 통합 교육학은 우리 사회에서 지속 가능성과 형평성을 달성하는 데 기여할 것으로 예상되는 차세대 변화 리더를 훈련 시키도록 특별히 설계되었습니다., 커리큘럼과 연구 통합 교육학은 우리 사회에서 지속 가능성과 형평성을 달성하는 데 기여할 것으로 예상되는 차세대 변화 리더를 훈련 시키도록 특별히 설계되었습니다.,4,1
47,이탈리아,Bologna University,The doors of the University of Bolognaare open to refugee students thanksto Unibo4Refugees project. Studentsget the chance find out about theopportunities for study and financialaids and draw up an educational plan forrebuilding their future.,Unibo4Refugees 프로젝트 덕분에 볼로냐 대학교의 문은 난민 학생들에게 열려 있습니다. 학생들은 학업 및 재정 지원 기회에 대해 알아보고 미래를 재건하기 위한 교육 계획을 세울 수 있습니다.,Bolognaare University의 문은 난민 학생들에게 개방되어 있습니다.학생들은 연구 및 재무에 대한 오프런에 대해 알아 내고 미래를 위해 교육 계획을 세우는 기회를 얻습니다., 연구 및 재무에 대한 오프런에 대해 알아 내고 미래를 위해 교육 계획을 세우는 기회를 얻습니다.,1,1
289,캐나다,Concordia University,"THE FOOD STUDIES RESEARCH GROUP
Concordia Food Studies is a research group dedicated to
the research and exchange of ideas on food-related subjects.
Food studies brings together faculty and students from a range
of disciplines, helping to build understanding of the role of
food in culture and identity, the impact of spaces like kitchens
and restaurants on eating habits, and the operation of food
production systems. More than a dozen faculty members and
graduate students offer food study courses at Concordia.","""식품 연구 그룹""
Concordia Food Studies는 다음과 같은 연구 그룹이다.
식품 관련 주제에 대한 연구와 의견 교환
식품 연구는 다양한 범위의 교직원과 학생들을 하나로 묶는다.
의 역할에 대한 이해를 높이는 데 도움이 되는 분야의
문화와 정체성의 음식, 부엌과 같은 공간의 영향
그리고 식습관과 음식의 운영에 관한 식당들
생산 시스템 12명이 넘는 교직원들과
대학원생들은 콩코디아에서 음식 공부 과정을 제공한다.""","Food Studies Research Group Concordia Food Studies는 식품 관련 주제에 대한 아이디어의 연구 및 교환에 전념하는 연구 그룹입니다.식품 연구는 다양한 분야의 교수진과 학생들을 모아 문화와 정체성에서 음식의 역할을 이해하는 데 도움을줍니다. 부엌과 식당과 같은 공간이 식습관에 미치는 영향, 식품 생산 시스템 운영12 명 이상의 교직원과 대학원생이 Concordia에서 음식 학습 과정을 제공합니다.","연구는 다양한 분야의 교수진과 학생들을 모아 문화와 정체성에서 음식의 역할을 이해하는 데 도움을줍니다. 부엌과 식당과 같은 공간이 식습관에 미치는 영향, 식품 생산 시스템 운영12 명 이상의 교직원과 대학원생이 Concordia에서 음식 학습 과정을 제공합니다.",2,1
1608,영국,London School of Economics and Political Science,Revised the Catering Action Plan to increase its impact.,케이터링 실행 계획을 수정하여 영향을 확대했습니다.,케이터링 행동 계획을 개정하여 영향을 증가 시켰습니다.,케이터링 행동 계획을 개정하여 영향을 증가 시켰습니다.,3,1
2040,홍콩,The Chinese University of Hong Kong,"Research
Unemployment in Hong Kong has worsened since the outbreak of the covid-19 pandemic in 2020.  In July 2021, the Yunus Social Business Centre, in collaboration with six non-governmental organizations, conducted the Hong Kong Homelessness Census 2021.  The report documented a rise in the number of Hong Kong citizens without a fixed residence because they were jobless or were prevented by travel restrictions from crossing into Mainland China to live and work during the pandemic.  The report recommended that various types of emergency accommodation and transitional housing should be provided to alleviate the plight of the homeless.","조사.
홍콩의 실업률은 2020년 코로나19 범유행 이후 악화됐다.  2021년 7월, 유누스 소셜 비즈니스 센터는 6개의 비정부 기구와 협력하여 2021년 홍콩 노숙자 인구 조사를 실시했다.  이 보고서는 홍콩 시민들이 실업자이거나 전염병 기간 동안 거주와 일을 하기 위해 중국 본토로 건너가는 것을 막았기 때문에 일정한 거주지가 없는 홍콩 시민의 수가 증가했다고 기록했다.  보고서는 노숙인들의 고충을 덜어주기 위해 다양한 형태의 비상숙박시설과 과도주택이 제공돼야 한다고 권고했다.","2020 년 Covid-19 Pandemic이 발발 한 이후 홍콩의 연구 실업은 악화되었습니다. 2021 년 7 월, Yunus Social Business Center는 6 개의 비정부 단체와 협력하여 홍콩 노숙자 인구 조사 2021을 실시했습니다.이 보고서는 문서화했습니다.고정 거주지가없는 홍콩 시민의 수가 증가했기 때문에 사업이 중국 본토를 건너 중국으로 가서 사는 동안 사는 동안 여행 제한으로 인해 방해를 받았기 때문입니다.이 보고서는 노숙자의 곤경을 완화하기 위해 다양한 유형의 비상 숙박 시설 및 과도기 주택을 제공해야한다고 권고했다.", 보고서는 문서화했습니다,1,1
