,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
1712,남아프리카 공화국,University of Cape Town,"The availability of affordable, reliable, sustainable and modern energy stands central to securing a viable future for humanity; however, according to global modelling by the International Energy Agency, none of the targets for Goal 7 will be achieved by 2030. Yet more than one in 10 people globally do not have access to electricity and three billion people rely on wood, coal, charcoal or animal waste for cooking and heating. Sub-Saharan Africa remains the region with the largest electricity-access deficit: more than one in two lack access. On the other hand, most of those who do have access are supplied from unsustainable sources. Most of South Africa’s energy comes from coal burning, which emits large amounts of CO2, undermining SDG13.","저렴하고 신뢰할 수 있으며 지속 가능하고 현대적인 에너지의 가용성은 인류의 실행 가능한 미래를 확보하는 데 핵심적이다. 그러나 국제 에너지 기구의 글로벌 모델링에 따르면 목표 7의 목표 중 어느 것도 2030년까지 달성되지 않을 것이다. 그러나 전 세계 인구 10명 중 1명 이상이 전기를 사용할 수 없으며 30억 명의 사람들은 요리 및 난방을 위해 나무, 석탄, 숯 또는 동물 폐기물에 의존하고 있습니다. 사하라 이남 아프리카는 여전히 전기 접근 적자가 가장 큰 지역으로, 두 명 중 한 명 이상이 접근성이 부족하다. 반면에, 접근 권한을 가진 대부분의 사람들은 지속 불가능한 출처에서 공급된다. 남아프리카 공화국의 에너지의 대부분은 석탄 연소에서 나오는데, 이는 많은 양의 이산화탄소를 배출하여 SDG13을 약화시킨다.","저렴하고 신뢰할 수 있고 지속 가능하며 현대적인 에너지의 가용성은 인류를위한 실행 가능한 미래를 확보하는 데 중심적입니다.그러나 국제 에너지기구 (International Energy Agency)의 글로벌 모델링에 따르면 2030 년까지 목표 7의 목표는 달성되지 않을 것입니다. 전 세계 10 명 중 1 명 이상이 전기에 접근 할 수 없으며 30 억 명의 사람들이 목재, 석탄, 숯에 의존합니다.또는 요리 및 가열을위한 동물 폐기물.사하라 이남 아프리카는 전기 액세스 부족이 가장 큰 지역으로 남아 있습니다.반면에, 접근 할 수있는 대부분의 사람들은 지속 불가능한 출처에서 제공됩니다.남아프리카의 대부분의 에너지는 석탄 연소에서 비롯되며, 이는 많은 양의 CO2를 방출하여 SDG13을 훼손합니다.", 접근 할 수있는 대부분의 사람들은 지속 불가능한 출처에서 제공됩니다,7,3
820,호주,University of Wollongong,"The Australian Institute for Innovative Materials (AIIM) is a purpose-built facility at UOW’s Innovation Campus to help transform multi-functional materials research into commercial reality. The researchers at AIIM are at the cutting edge of developing and applying new and innovative materials. AIIM is the first facility that bridges the gaps between breakthroughs, prototyping and commercialisation. The multidisciplinary focus of the Institute brings together biologists, clinicians, chemists, physicists engineers and materials scientists.","Australian Institute for Innovative Materials(AIIM)는 UOW의 Innovation Campus에 있는 다목적 시설로 다기능 재료 연구를 상업적 현실로 전환하는 데 도움을 줍니다. AIIM의 연구원들은 새롭고 혁신적인 재료를 개발하고 적용하는 데 있어 최첨단입니다. AIIM은 혁신, 시제품 제작 및 상용화 사이의 격차를 해소하는 첫 번째 시설입니다. 이 연구소의 다학제적 초점은 생물학자, 임상의, 화학자, 물리학자 엔지니어 및 재료 과학자들을 하나로 묶습니다.","AIIM (Australian Institute for Innovative Materials)은 UOW의 혁신 캠퍼스에서 다기능 재료 연구를 상업적 현실로 혁신하는 데 도움이되는 목적으로 지어진 시설입니다.AIIM의 연구원들은 새롭고 혁신적인 재료를 개발하고 적용하는 최첨단에 있습니다.AIIM은 돌파구, 프로토 타이핑 및 상용화 사이의 격차를 해소하는 최초의 시설입니다.이 연구소의 여러 분야의 초점은 생물 학자, 임상의, 화학자, 물리학 자 엔지니어 및 재료 과학자를 하나로 묶습니다."," 돌파구, 프로토 타이핑 및 상용화 사이의 격차를 해소하는 최초의 시설입니다",9,3
821,호주,University of Wollongong,"The Translational Research Initiative for Cell Engineering and Printing - TRICEP - works with research institutions and industry to develop innovative technologies using 3D bioprinting. TRICEP’s world leading research infrastructure assists companies to bring novel technology from concept stage through to prototyping and manufacturing of hardware, to accelerate product development and rapidly decrease time to market.",세포 공학 및 인쇄를 위한 번역 연구 이니셔티브(TRICEP)는 연구 기관 및 업계와 협력하여 3D 바이오 인쇄를 이용한 혁신적인 기술을 개발합니다. TRICEP의 세계 최고의 연구 인프라는 기업이 개념 단계부터 하드웨어 시제품 제작 및 제조에 이르기까지 새로운 기술을 도입하여 제품 개발을 가속화하고 출시 기간을 신속하게 단축할 수 있도록 지원합니다.,세포 공학 및 인쇄를위한 번역 연구 이니셔티브 - TRICEP- 연구 기관 및 산업과 협력하여 3D 바이오 프린팅을 사용하여 혁신적인 기술을 개발합니다.TRICEP의 세계 최고의 연구 인프라는 기업이 개념 단계에서 하드웨어의 프로토 타이핑 및 제조에 이르기까지 새로운 기술을 제공하고 제품 개발을 가속화하고 시장 시간을 빠르게 줄일 수 있도록 지원합니다., 세계 최고의 연구 인프라는 기업이 개념 단계에서 하드웨어의 프로토 타이핑 및 제조에 이르기까지 새로운 기술을 제공하고 제품 개발을 가속화하고 시장 시간을 빠르게 줄일 수 있도록 지원합니다.,9,3
1993,홍콩,The Chinese University of Hong Kong,"The University’s Outsourcing Policy requires its units to exercise due care when considering outsourcing proposals, and to put in place a proper mechanism to select and monitor the performance of their contractors, as their workers deserve to be paid and treated fairly.","대학의 아웃소싱 정책은 소속 부서들이 아웃소싱 제안을 고려할 때 세심한 주의를 기울이고, 그들의 근로자들이 공정한 급여와 대우를 받을 자격이 있기 때문에 그들의 계약자들의 성과를 선정하고 감시할 수 있는 적절한 메커니즘을 마련하도록 요구한다.",대학의 아웃소싱 정책은 아웃소싱 제안을 고려할 때 적절한주의를 기울여야하며 근로자가 공정하게 지불하고 대우받을 자격이 있기 때문에 계약자의 성과를 선택하고 모니터링하는 적절한 메커니즘을 마련해야합니다.,대학의 아웃소싱 정책은 아웃소싱 제안을 고려할 때 적절한주의를 기울여야하며 근로자가 공정하게 지불하고 대우받을 자격이 있기 때문에 계약자의 성과를 선택하고 모니터링하는 적절한 메커니즘을 마련해야합니다.,8,3
809,호주,University of Wollongong,"UOW is a powerhouse of learning and teaching excellence. Our staff reflect the diversity of our community – in gender, sexuality, disability and cultural diversity. We are proud of our culture where people can be their authentic selves and have policies and practices in place to ensure that we provide a fair and equitable campus. We welcome anyone regardless of age, race, disability, colour, gender identity, sexual orientation, gender expression, marital or relationship status, or economic background. UOW has policies and practices in place to ensure that we provide a fair workplace and campus free from unlawful discrimination and harassment. Our inclusive values empower all staff to achieve their full potential and remove barriers to participation.","UOW는 뛰어난 학습과 교육의 강국입니다. 저희 직원들은 성별, 성별, 장애, 문화적 다양성 등 우리 사회의 다양성을 반영하고 있습니다. 우리는 사람들이 그들의 진정한 자아가 될 수 있고, 공정하고 공정한 캠퍼스를 제공할 수 있도록 정책과 관행을 갖추는 우리의 문화를 자랑스럽게 생각합니다. 연령, 인종, 장애, 피부색, 성 정체성, 성적 지향, 성별 표현, 결혼 또는 관계 상태 또는 경제적 배경에 상관없이 누구나 환영입니다. UOW는 우리가 불법적인 차별과 괴롭힘으로부터 자유로운 공평한 직장과 캠퍼스를 제공하기 위한 정책과 관행을 가지고 있습니다. NAT의 포괄적인 가치는 모든 직원이 잠재력을 최대한 발휘하고 참여에 대한 장벽을 제거할 수 있도록 지원합니다.","UOW는 학습과 우수성을 가르치는 강국입니다.우리 직원은 성별, 성, 장애 및 문화적 다양성에서 지역 사회의 다양성을 반영합니다.우리는 사람들이 자신의 진정한 자아가 될 수 있고 공정하고 공평한 캠퍼스를 제공 할 수 있도록 정책과 관행을 갖춘 문화를 자랑스럽게 생각합니다.연령, 인종, 장애, 색상, 성 정체성, 성적 취향, 성 표현, 결혼 또는 관계 상태 또는 경제적 배경에 관계없이 누구나 환영합니다.UOW는 불법적 인 차별과 괴롭힘이없는 공정한 직장과 캠퍼스를 제공 할 수 있도록 정책과 관행을 가지고 있습니다.우리의 포괄적 가치는 모든 직원이 잠재력을 최대한 발휘하고 참여에 대한 장벽을 제거 할 수 있도록합니다.", 불법적 인 차별과 괴롭힘이없는 공정한 직장과 캠퍼스를 제공 할 수 있도록 정책과 관행을 가지고 있습니다,8,3
1988,홍콩,The Chinese University of Hong Kong,"Lee Woo Sing College has installed a solar power-generating system, and an energy dashboard has been developed to monitor electricity usage in the College.  The smart metering system can capture the electricity usage of the air conditioning, lighting and electrical sockets for each hostel bedroom.  This will enable students to study their own electricity consumption pattern.","이우성대학은 태양광 발전 시스템을 설치했으며, 대학 내 전력 사용량을 모니터링할 수 있는 에너지 대시보드가 개발됐다.  스마트 미터링 시스템은 각 호스텔 침실의 에어컨, 조명 및 전기 소켓의 전기 사용량을 캡처할 수 있습니다.  이것은 학생들이 그들 자신의 전력 소비 패턴을 연구할 수 있게 할 것이다.","Lee Woo Sing College는 태양 광 발전 시스템을 설치했으며 대학의 전기 사용량을 모니터링하기 위해 에너지 대시 보드가 개발되었습니다.스마트 계량 시스템은 각 호스텔 침실의 에어컨, 조명 및 전기 소켓의 전기 사용량을 포착 할 수 있습니다.이를 통해 학생들은 자신의 전기 소비 패턴을 연구 할 수 있습니다."," 계량 시스템은 각 호스텔 침실의 에어컨, 조명 및 전기 소켓의 전기 사용량을 포착 할 수 있습니다",7,3
1162,일본,Sophia University,"Investment in infrastructure and innovation are crucial drivers of economic growth and
development. With over half the world population now living in cities, mass transport and
renewable energy are becoming ever more important, as are the g rowth of new industries and
information and communication technologies.
Technological progress is also key to finding lasting solutions to both economic and
environmental challenges, such as providing new jobs and promoting energy efficiency.
Promoting sustainable industries, and investing in scientific research and innovation, are all
important ways to facilitate sustainable development.
More than 4 billion people still do not have access to the Internet, and 90 percent are
from the developing world. Bridging this digital divide is crucial to ensure equal access to
information and knowledge, as well as foster innovation and ent repreneurship.
(Cited from United Nations Development Programme (UNDP) web pag e)","인프라와 혁신에 대한 투자는 경제 성장의 중요한 동인이다.
발전. 현재 세계 인구의 절반 이상이 도시에 살고 있고, 대중 교통과
재생 가능한 에너지는 새로운 산업의 성장과 같이 점점 더 중요해지고 있다.
정보통신 기술
기술적 진보는 또한 경제와 양쪽에 대한 지속적인 해결책을 찾는 데 있어 핵심이다.
새로운 일자리 제공과 에너지 효율 증진과 같은 환경적 과제
지속가능한 산업을 촉진하고, 과학 연구와 혁신에 투자하는 것은 모두다.
지속 가능한 개발을 촉진하는 중요한 방법들
40억명 이상의 사람들이 여전히 인터넷에 접속하지 못하고 있고, 90퍼센트가 인터넷에 접속하고 있다.
개발 도상국의 이 정보격차를 해소하는 것은 에 대한 동등한 접근을 보장하기 위해 중요하다.
정보와 지식뿐만 아니라 혁신과 기업가 정신을 육성합니다.
(유엔개발계획(UNDP) 웹페이지에서 인용)",인프라와 혁신에 대한 투자는 경제 성장과 발전의 중요한 동인입니다.현재 도시에 살고있는 전 세계 인구의 절반 이상이 새로운 산업 및 정보 통신 기술의 G Rowth와 마찬가지로 대량 운송 및 재생 에너지가 더욱 중요 해지고 있습니다.기술 진보는 또한 새로운 일자리를 제공하고 에너지 효율성을 높이는 것과 같은 경제 및 환경 문제에 대한 지속적인 솔루션을 찾는 데 핵심입니다.지속 가능한 산업을 홍보하고 과학적 연구 및 혁신에 대한 투자는 지속 가능한 개발을 촉진하는 중요한 방법입니다.40 억 명이 넘는 사람들이 여전히 인터넷에 접근 할 수 없으며 90 %가 개발 도상국 출신입니다.이 디지털 격차를 연결하는 것은 정보와 지식에 대한 동등한 접근을 보장하고 혁신과 ENT 보복을 장려하는 데 중요합니다.(UNDP (United Nations Development Program) 웹 페이지 E), 진보는 또한 새로운 일자리를 제공하고 에너지 효율성을 높이는 것과 같은 경제 및 환경 문제에 대한 지속적인 솔루션을 찾는 데 핵심입니다,9,3
2035,영국,University of East Anglia,"Building an inclusive economy
UEA are working with Norwich City Council and a range of partners to set up a Norwich Inclusive Economy 2040 Commission - part of the Norwich 2040 City Vision initiative. UEA researchers have carried out an initial review of the local economy, which will be used alongside stakeholder and public views, to explore the key issues and opportunities Norwich faces, as well as identifying ways in which these issues could be addressed and the economy made more inclusive. Further research will then be used to make recommendations on longer-term actions to ensure that the benefits of Norwich’s economy are shared by all.","포용적 경제 구축
UEA는 Norwich City Council 및 다양한 파트너와 협력하여 Norwich 2040 City Vision 이니셔티브의 일부인 Norwich Inclusive Economy 2040 Commission을 설립하고 있습니다. UEA 연구원들은 노리치가 직면한 주요 문제와 기회를 탐색하고 이러한 문제를 해결하고 경제를 더 포괄적으로 만들기 위해 이해관계자 및 대중의 견해와 함께 사용될 지역 경제에 대한 초기 검토를 수행했습니다. 그런 다음 추가 연구를 통해 노리치 경제의 이익을 모두가 공유할 수 있도록 장기적인 조치에 대한 권고안을 제시할 것입니다.","포괄적 인 경제 건설 UEA는 Norwich City Council 및 다양한 파트너와 협력하여 Norwich Inclusive Economy 2040 Commission -Norwich 2040 City Vision Initiative의 일부를 설립하고 있습니다.UEA 연구원들은 지역 경제에 대한 초기 검토를 수행했는데, 이는 이해 관계자 및 공개 견해와 함께 사용될 주요 문제와 기회를 탐색하고 이러한 문제를 해결할 수 있고 경제가 더 많은 방법을 식별하는 데 사용될 지역 경제에 대한 초기 검토를 수행했습니다.포함한.그런 다음 더 많은 연구가 노리치 경제의 이점을 모두 공유 할 수 있도록 장기 조치에 대한 권장 사항을 제시하는 데 사용될 것입니다."," 연구원들은 지역 경제에 대한 초기 검토를 수행했는데, 이는 이해 관계자 및 공개 견해와 함께 사용될 주요 문제와 기회를 탐색하고 이러한 문제를 해결할 수 있고 경제가 더 많은 방법을 식별하는 데 사용될 지역 경제에 대한 초기 검토를 수행했습니다",8,3
1662,핀란드,University of Eastern Finland,"The aim of the FORBIO project is to
safeguard conditions for a sustainable,
climate-neutral and resource-efficient
forest bioeconomy. Forest
bioeconomy operators and relevant
ministries are involved in the project
as partners and beneficiaries
of research data. The results and
know-how gained in the project will
benefit strategy and policy authors
and decision-makers in Finland as
elsewhere in the EU.","FORB의 목적IO 프로젝트는 다음과 같습니다.
지속가능성을 위한 보호 조건,
기후 중립적이고 자원 효율적인
산림 생물 경제 숲
생물 경제 운영자 및 관련자
각 부처가 그 프로젝트에 관여하고 있다.
파트너이자 수익자로서
연구 자료의. 결과랑.
그 프로젝트에서 얻은 노하우는
혜택 전략 및 정책 작성자
그리고 핀란드의 의사 결정권자들
유럽 연합의 다른 곳.",Forbio 프로젝트의 목표는 지속 가능하고 기후 중립 및 자원 효율적인 산림 생물 경제에 대한 조건을 보호하는 것입니다.산림 생물 경제 사업자와 관련 부처는 연구 데이터의 파트너 및 수혜자로서 프로젝트에 참여하고 있습니다.이 프로젝트에서 얻은 결과와 노하우는 EU의 다른 곳과 마찬가지로 핀란드의 전략 및 정책 저자 및 의사 결정자에게 도움이 될 것입니다., 생물 경제 사업자와 관련 부처는 연구 데이터의 파트너 및 수혜자로서 프로젝트에 참여하고 있습니다,9,3
857,태국,Chulalongkorn University,"Renewable energy development is an area of greatinterest among researchers in the Energy ResearchCluster at Chulalongkorn University. They are placingemphasis on innovations and bioenergy to promotethe bioeconomy. Research topics include: “Catalyticcritical process for thermal conversion of industrialwaste”; “Switchable transparent photovoltaic cells”;“Development of organic photosensitizing materialsfor optoelectronic applications, especially organicsolar cells and photo-electrochemical catalysts”;“Biodiesel production from palm oil using an ultrasonicreactor and reactive distillation”; and “Utilization ofmicroalgae for renewable energy production”","신재생 에너지 개발은 매우 중요한 분야입니다.에너지 연구 연구자들의 관심출라롱콘 대학의 클러스터. 그들은 배치하고 있습니다촉진하기 위한 혁신과 바이오에너지에 대한 강조바이오경제. 연구 주제는 다음과 같습니다.산업의 열 변환을 위한 중요한 과정쓰레기""; ""전환 가능한 투명 광전지"";“유기 감광 소재 개발광전자 애플리케이션, 특히 유기태양 전지 및 광전기화학 촉매"";“초음파를 이용한 팜유 바이오디젤 생산반응기 및 반응성 증류""; 및 ""활용재생에너지 생산을 위한 미세조류”","재생 에너지 개발은 Chulalongkorn University의 Energy ResearchCluster의 연구원들 사이에서 큰 관심사입니다.그것들은 생물 경제를 촉진하기 위해 혁신과 바이오 에너지에 대한 구분을합니다.연구 주제는 다음과 같습니다.“산업용 폐기물의 열 변환을위한 촉매제 프로세스”;“전환 가능한 투명 광 광고 전 세포”;“광전자 적용, 특히 유기농 양극 세포 및 광전자 화학적 촉매에 대한 유기 감광 재료의 개발;“초음파 반응기 및 반응성 증류를 사용한 팜유의 바이오 디젤 생산”;및“재생 가능 에너지 생산을위한 미세 조류의 활용”"," 폐기물의 열 변환을위한 촉매제 프로세스”;“전환 가능한 투명 광 광고 전 세포”;“광전자 적용, 특히 유기농 양극 세포 및 광전자 화학적 촉매에 대한 유기 감광 재료의 개발;“초음파 반응기 및 반응성 증류를 사용한 팜유의 바이오 디젤 생산”;및“재생 가능 에너지 생산을위한 미세 조류의 활용”",7,3
938,캐나다,McMaster University,"The School of Nursing has created an Equity Community of
Practice (ECoP) to build a community of staff and faculty at the
School of Nursing(SON) dedicated to deepening and affirming their
understanding of equity, the recognition of systemic social inequalities
that create unfair structural barriers to equal opportunity and
meaningful engagement. ","간호대학은 다음과 같은 평등 공동체를 만들었다.
실무(ECoP)를 통해 직원 및 교직원 커뮤니티를 구축합니다.
간호대학(SON)은 간호학과를 심화시키고 긍정하는 데 전념하고 있습니다.
형평성에 대한 이해, 체계적인 사회적 불평등의 인식
기회균등에 대한 불공평한 구조적 장벽을 만들고
의미 있는 약혼","간호 학교는 공평성에 대한 이해, 불공정 구조를 창출하는 체계적인 사회적 불평등의 인식을 심화시키고 확인하는 데 전념하는 간호 학교 (SON)에 교직원 및 교직원 커뮤니티를 구축하기위한 ECOP (Equity Community of Practic) (ECOP)를 만들었습니다.동등한 기회와 의미있는 참여에 대한 장벽.", 기회와 의미있는 참여에 대한 장벽.,10,3
1418,캐나다,University of Manitoba,"The University of Manitoba believes in the inherent dignity of all people. All who have the potential to
succeed at our University should have access to it. We respect our differences, celebrate our commonalities,
and are united in our mutual focus on intellectual achievement. We promote workplace diversity in access to
our programs and employment and in the conduct of the University’s affairs. Here are a few examples how
the University is promoting inclusive, sustainable economic growth and employment for all:","""매니토바 대학은 모든 사람들의 고유한 존엄성을 믿습니다. 할 수 있는 모든 사람
우리 대학에서 성공하려면 그것에 접근할 수 있어야 한다. 우린 서로의 차이를 존중하고 공통점을 존중하고
우리의 지적 성취에 대한 상호 초점으로 하나가 되어 있습니다. 우리는 다음의 접근에 대한 작업장 다양성을 촉진한다.
우리의 프로그램과 고용 그리고 대학의 업무 수행에 있어. 다음은 몇 가지 예입니다.
대학은 모두를 위한 포괄적이고 지속 가능한 경제 성장과 고용을 촉진하고 있다.","매니토바 대학교는 모든 사람들의 고유 한 존엄성을 믿습니다.우리 대학에서 성공할 수있는 잠재력이있는 모든 사람은이를 이용할 수 있어야합니다.우리는 우리의 차이를 존중하고, 공통점을 축하하며, 지적 성취에 상호 초점을 맞추고 있습니다.우리는 프로그램과 고용에 대한 접근과 대학 업무 수행에서 직장 다양성을 장려합니다.다음은 대학이 어떻게 포용적이고 지속 가능한 경제 성장과 고용을 장려하는 몇 가지 예입니다.", 대학에서 성공할 수있는 잠재력이있는 모든 사람은이를 이용할 수 있어야합니다,8,3
1832,미국,UC Davis University,"Some of the reported advisory roles take place at the international level. For example, faculty have advised international agencies, including the International Atomic Energy Agency, on how to design new sustainable nuclear power installations and modify existing ones to ensure a safe and reliable energy infrastructure","보고된 자문 역할 중 일부는 국제적 수준에서 이루어진다. 예를 들어, 교수진은 안전하고 신뢰할 수 있는 에너지 인프라를 보장하기 위해 새로운 지속 가능한 원자력 발전 시설을 설계하고 기존 시설을 수정하는 방법에 대해 국제 원자력 기구를 포함한 국제 기관에 조언했다.","보고 된 자문 역할 중 일부는 국제 수준에서 이루어집니다.예를 들어, 교수진은 국제 원자력 에너지 기관을 포함한 국제 기관에 새로운 지속 가능한 원자력 설치를 설계하고 기존의 설치를 수정하여 안전하고 신뢰할 수있는 에너지 인프라를 보장하는 방법에 대해 조언했습니다."," 들어, 교수진은 국제 원자력 에너지 기관을 포함한 국제 기관에 새로운 지속 가능한 원자력 설치를 설계하고 기존의 설치를 수정하여 안전하고 신뢰할 수있는 에너지 인프라를 보장하는 방법에 대해 조언했습니다.",7,3
1279,미국,Carnegie Mellon University,"Education
Of the spring 2020 courses analyzed, 17 percent were mapped to SDG 9. The majority of these courses
were related to enhancing research and upgrading industrial technologies. These courses were primarily
engineering courses, computer science courses, and biomedical and data science courses.","교육
분석된 2020년 봄 과정 중 17%가 SDG 9에 매핑되었다.
연구 강화와 산업 기술 고도화와 관련이 있었다. 이 과정들은 주로
공학 과정, 컴퓨터 과학 과정, 그리고 생물의학과 데이터 과학 과정.","분석 된 2020 년 봄 과정의 교육은 17 %가 SDG 9에 매핑되었습니다.이 과정의 대부분은 연구 강화 및 산업 기술 업그레이드와 관련이있었습니다.이 과정은 주로 엔지니어링 과정, 컴퓨터 과학 과정 및 생의학 및 데이터 과학 과정이었습니다.", 과정의 대부분은 연구 강화 및 산업 기술 업그레이드와 관련이있었습니다,9,3
914,캐나다,McMaster University,"The undergraduate Power and Energy Engineering Technology
program is all about power — power quality, protection and control;
energy management; and renewable energy technologies such as
biomass, fuel cells, geothermal, solar and wind. This unique diplomato-degree program is made for college graduates who wish to power up
their education to the next level, as all qualified applicants receive two
years’ worth of advanced credit from their previously completed college
diploma or university degree.","전력 및 에너지 공학 기술 연구
프로그램은 전력 품질, 보호 및 제어 등 전력에 관한 모든 것입니다.
에너지 관리 및 재생 에너지 기술
바이오매스, 연료전지, 지열, 태양열, 풍력. 이 독특한 학위 과정은 힘을 얻고자 하는 대학 졸업생들을 위해 만들어졌다.
자격을 갖춘 모든 지원자들이 2개의 교육을 받기 때문에 그들의 교육은 다음 단계로 넘어간다.
이전에 수료한 대학에서 받은 다년간의 학점.
졸업장 또는 대학 학위","학부 전력 및 에너지 엔지니어링 기술 프로그램은 전력, 전력 품질, 보호 및 제어에 관한 것입니다.에너지 관리;바이오 매스, 연료 전지, 지열, 태양 및 바람과 같은 재생 가능한 에너지 기술.이 독특한 외교전 학위 프로그램은 모든 자격을 갖춘 지원자들이 이전에 완료된 대학 졸업장 또는 대학 학위로부터 2 년 동안의 고급 크레딧을 받기 때문에 다음 단계로 교육을 받고 자하는 대학 졸업생들을 위해 만들어졌습니다.","학부 전력 및 에너지 엔지니어링 기술 프로그램은 전력, 전력 품질, 보호 및 제어에 관한 것입니다",7,3
1214,영국,University of Northampton,"The University is absolutely committed to reducing
inequalities and ensuring no one is left behind.
Many of our commitments to our students are
detailed in our Access and Participation Plan (APP).
This sets out how we will sustain or improve
access, student success and progression among
people from under-represented and disadvantaged
groups. Additionally, the University undertakes
research into inequality and engages with partners
to attempt to reduce inequalities in wider society","대학은 절대적으로 줄이는 데 전념하고 있다.
Inequalities고 아무도 보장하기 뒤에 남는다.
우리 학생들에게 우리의 약속의 많은 있다.
우리의 접속 네트워크 및 진출 방안(APP)에서 세부.
이것은 우리가 개선을 지속할 것을 설명한다.
사이에 대한 학생 성공과 추이.
빈곤 그 동안의 사람들
그룹화하다. 게다가, 대학에 착수한다.
연구 불평등과 참여했다로 파트너들과 함께.
더 넓은 사회에서 불평등을 줄이기 위해 시도하려면.","대학은 불평등을 줄이고 아무도 남지 않도록 절대적으로 노력하고 있습니다.학생들에 대한 우리의 많은 약속은 APP (Access and Participation Plan)에 자세히 설명되어 있습니다.이것은 우리가 대표가 부족하고 불우한 그룹의 사람들 사이에서 접근, 학생의 성공 및 발전을 유지하는 방법을 제시합니다.또한, 대학은 불평등에 대한 연구를 수행하고 파트너와 협력하여 더 넓은 사회에서 불평등을 줄이기 위해 노력합니다.",대학은 불평등을 줄이고 아무도 남지 않도록 절대적으로 노력하고 있습니다,10,3
174,스위스,ETHzurich,"The new federal procurement law that came into force on January 1, 2021 introduced a number of innovations. The most
fundamental change is a greater emphasis on quality
competition, sustainability, and innovation, prioritising the “most advantageous” rather than the “most economical”
offer. The law aims to eradicate price dumping and requires compliance with social and environmental standards.","""2021년 1월 1일 발효된 새로운 연방 조달법은 많은 혁신을 도입했다. 가장
근본적인 변화는 품질 경쟁, 지속 가능성, 혁신에 더 큰 중점을 두고 ""가장 경제적인"" 제안보다는 ""가장 유리한"" 제안을 우선시하는 것이다. 이 법은 가격 덤핑을 근절하는 것을 목표로 하고 있으며 사회 및 환경 기준을 준수할 것을 요구하고 있습니다.","2021 년 1 월 1 일에 발효 된 새로운 연방 조달법은 여러 가지 혁신을 도입했습니다.가장 근본적인 변화는 품질 경쟁, 지속 가능성 및 혁신에 중점을 두어“가장 경제적 인”제안보다는“가장 유리한”것을 우선시합니다.이 법은 가격 투기를 근절하는 것을 목표로하며 사회적 및 환경 표준을 준수해야합니다."," 근본적인 변화는 품질 경쟁, 지속 가능성 및 혁신에 중점을 두어“가장 경제적 인”제안보다는“가장 유리한”것을 우선시합니다",8,3
1592,영국,London School of Economics and Political Science,Rebuild bee capacity after severe winter losses.,심각한 겨울 손실 후에 벌의 용량을 다시 만드세요.,심각한 겨울 손실 후 꿀벌 용량을 재건하십시오.,심각한 겨울 손실 후 꿀벌 용량을 재건하십시오.,11,3
1376,인도네시아,IPB University,"IPB University reviewed the Job
Creation Act, officially Act Number 11 of
2020 on Job Creation. Concerns have been
raised about its potential impact on job
creation. Since the bill has sparked
discussion about lowering regulatory
requirements for business permits and
land acquisition processes to increase
foreign results, the IPB University experts
suggested that it is critical to developing
new evidence-based strategies for ensuring
decent jobs and inclusive growth for job
seekers. The bill is already in place, and the
government moves on to the subsequent
regulation. The IPB University monitors
derived regulation addressing both
economic growth and poverty. The
f o l l o w i n g r e s e a r c h a i d e d i n t h e
development and co-creation of strategies
to promote more inclusive growth and
decent jobs for all.","IPB 대학교는 그 직업을 검토했다.
창조법, 공식법 제11호
일자리 창출에 관한 2020. 우려는 다음과 같다.
그것이 직업에 미치는 잠재적인 영향에 대해 제기되었다.
창조. 그 법안이 발단이 된 이후로
규제 완화에 대한 논의
사업 허가에 대한 요구사항
토지 취득 과정 증가
외국의 결과, IPB 대학 전문가들
개발하는데 중요하다고 제안했다.
을 보장하기 위한 새로운 증거 기반 전략
괜찮은 일자리와 일자리에 대한 포용적 성장
구인자 그 법안은 이미 시행되어 있고, 그리고
정부가 다음 단계로 넘어가다.
규율 IPB University 모니터
두 가지 모두를 다루는 파생된 규정
경제 성장과 빈곤 그
의 연구를 수행하다.
전략의 개발 및 공동 추진
보다 포괄적인 성장을 촉진하기 위해
모두를 위한 괜찮은 직업","IPB University는 일자리 창출법을 검토했으며, 공식적으로 2020 년 11 월 11 일 작업 창출에 관한 법령.일자리 창출에 대한 잠재적 영향에 대한 우려가 제기되었습니다.이 법안은 외국 결과를 늘리기 위해 비즈니스 허가 및 토지 취득 프로세스에 대한 규제 요구 사항을 낮추는 것에 대한 논의를 시작했기 때문에 IPB 대학 전문가들은 적절한 일자리를 보장하고 구직자를위한 포괄적 인 성장을 보장하기위한 새로운 증거 기반 전략을 개발하는 것이 중요하다고 제안했습니다.이 법안은 이미 제자리에 있으며 정부는 후속 규정으로 넘어갑니다.IPB University는 경제 성장과 빈곤을 다루는 규제를 파생했습니다.Fo l l o w i n g r e s e a r c h a i d e d i n t h e 모두에게 더 포괄적 인 성장과 괜찮은 일자리를 촉진하기위한 전략의 개발 및 공동 창조.", 법안은 외국 결과를 늘리기 위해 비즈니스 허가 및 토지 취득 프로세스에 대한 규제 요구 사항을 낮추는 것에 대한 논의를 시작했기 때문에 IPB 대학 전문가들은 적절한 일자리를 보장하고 구직자를위한 포괄적 인 성장을 보장하기위한 새로운 증거 기반 전략을 개발하는 것이 중요하다고 제안했습니다,8,3
