,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
174,영국,University of Glasgow,"A key example of the influence of our research
on climate change is the Dynamic Coast project,
a pioneering Scottish Government-funded
coastal assessment project, which has had a
major impact on informing Scottish Government
policy around coastal flood and erosion
management and climate change risk.","우리 연구의 영향력에 대한 주요 예_x000D_
기후 변화에 관한 것은 다이내믹 코스트 프로젝트이다._x000D_
스코틀랜드 정부로부터 자금을 지원받은 선구자._x000D_
해안 평가 프로젝트, 그것은 다음을 가지고 있다._x000D_
스코틀랜드 정부에게 알리는 데 큰 영향_x000D_
해안의 홍수와 침식에 대한 정책_x000D_
관리 및 기후 변화 위험이라고 말했습니다.",기후 변화에 대한 우리의 연구의 영향의 주요 예는 해안 홍수 및 침식 관리 및 기후 변화 위험에 관한 스코틀랜드 정부 정책에 정보를 제공하는 데 큰 영향을 미쳤던 스코틀랜드 정부가 지원하는 해안 평가 프로젝트 인 Dynamic Coast Project입니다.,기후 변화에 대한 우리의 연구의 영향의 주요 예는 해안 홍수 및 침식 관리 및 기후 변화 위험에 관한 스코틀랜드 정부 정책에 정보를 제공하는 데 큰 영향을 미쳤던 스코틀랜드 정부가 지원하는 해안 평가 프로젝트 인 Dynamic Coast Project입니다.,13,2
1335,인도네시아,IPB University,"we maintain water supply and waste
management facilities on a regular basis.
In 2020, 3 units of WTP sand filter were
replaced, water pumps were procured,
clean water piping was repaired, and
routine drains were drained. In addition,
IPB also always takes care of the lake
ecosystem in the campus area, namely
Lake Leutik by cleaning and monitoring
water quality. Through LPPM and aquatic
r e s o u r c e m a n a g e m e n t s t u d e n t
association (Himasper), monitoring and
cleaning of the lake is carried out regularly.
IPB university cooperates with PT
Prasadha Pamunah Limbah Industri (PPLI)
in handling B3 waste and ensures that
waste is processed, physically, biologically,
or chemically so that it becomes harmless
or reduces its toxicity.","우리는 물 공급과 낭비를 유지한다.
상시 관리 시설
2020년 WTP 샌드필터 3대는
교체, 양수기 조달,
깨끗한 물 배관이 수리되었다.
일상적인 배수관이 배수되었습니다. 게다가.
IPB는 또한 항상 호수를 돌본다.
캠퍼스 지역의 생태계, 즉
청소 및 모니터링을 통한 레이크 레이크
수질 LPPM 및 아쿠아틱을 통해
resources management 학생
연결(Himasper), 모니터링 및
호수의 청소는 정기적으로 수행된다.
IPB 대학교는 PT와 협력합니다.
프라사다 파문아 림바 인더스트리(PPLI)
B3 폐기물을 처리할 때 그리고 다음을 보장합니다.
폐기물은 물리적, 생물학적으로 처리된다.
또는 화학적으로 무해해지도록
또는 독성을 감소시킨다.","우리는 정기적으로 급수 및 폐기물 관리 시설을 유지합니다.2020 년에 3 단위의 WTP 모래 필터를 교체하고, 워터 펌프를 조달하고, 깨끗한 물 배관을 수리하고, 일상적인 배수구를 배출했습니다.또한 IPB는 항상 수질을 청소하고 모니터링하여 캠퍼스 지역의 호수 생태계를 관리합니다.LPPM 및 수생 R E S O U R C E M A N A G E M E N T S T U D E N T ASSOCIAC (HIMASPER)를 통해 호수의 모니터링 및 청소가 정기적으로 수행됩니다.IPB University는 B3 폐기물을 처리하는 데 PT Prasadha Pamunah Limbah Industri (PPLI)와 협력하여 폐기물이 가공, 물리적, 생물학적 또는 화학적으로 가공되어 무해하거나 독성을 줄이도록합니다.",우리는 정기적으로 급수 및 폐기물 관리 시설을 유지합니다,6,2
1647,캐나다,Carleton University,"Install low-flow shower heads and taps
Aerators introduce bubbles into the stream so that although you are still able to wash, rinse, etc effectively, much less water is used.","저유량 샤워기 헤드 및 탭 설치
공기 조절기는 거품을 개울에 도입하여 여러분이 여전히 효과적으로 씻고, 헹구고, 등을 할 수 있지만, 훨씬 적은 양의 물이 사용됩니다.",저 유량 샤워 헤드 및 탭 에어로이터를 설치하여 건거리를 스트림에 소개하여 여전히 씻고 헹구는 등 효과적으로 물이 더 적을 수 있지만 훨씬 적은 물이 사용됩니다.,저 유량 샤워 헤드 및 탭 에어로이터를 설치하여 건거리를 스트림에 소개하여 여전히 씻고 헹구는 등 효과적으로 물이 더 적을 수 있지만 훨씬 적은 물이 사용됩니다.,6,2
1236,호주,Victoria University,"Moondani Balluk worked with
landscape architects to install a native
landscape using Indigenous plants
from the region at the Wunggurrwil
Dhurrung Centre in Wyndham. The
facility provides a dedicated space
for the Aboriginal community that is
culturally safe and to host community
services and events. The native
landscape uses roof run off to water
the plants. The location of the native
landscape at the Aboriginal
community centre showcases
the value of Indigenous flora for
Aboriginal traditions, biodiversity
and for water conservation.","Moondani Balluk은 함께 일했습니다.
네이티브를 설치하기 위한 조경사들
토종 식물을 이용한 경관
웡구르길의 지역 출신.
윈덤에 있는 더룽 센터입니다. 그
전용 공간을 제공합니다.
원주민 공동체를 위해
문화적으로 안전하고 공동체를 유치하기 위해
서비스 및 이벤트 원주민
경치는 지붕을 물로 달린다.
식물들 네이티브 위치
원주민의 풍경.
커뮤니티 센터 쇼케이스
에 대한 토착 식물군의 가치.
원주민의 전통, 생물 다양성
그리고 물 보존을 위해.","Moondani Balluk은 조경사와 협력하여 Wyndham의 Wunggurwil Dhurrung Center에있는이 지역의 토착 식물을 사용하여 토착 풍경을 설치했습니다.이 시설은 문화적으로 안전하고 지역 사회 서비스 및 행사를 주최하는 원주민 공동체를위한 전용 공간을 제공합니다.고유의 풍경은 지붕을 사용하여 식물에 물을 뿌립니다.원주민 커뮤니티 센터의 원주민 환경의 위치는 원주민 전통, 생물 다양성 및 수자원 보존을위한 토착 식물 군의 가치를 보여줍니다."," 커뮤니티 센터의 원주민 환경의 위치는 원주민 전통, 생물 다양성 및 수자원 보존을위한 토착 식물 군의 가치를 보여줍니다.",15,2
1620,핀란드,University of Eastern Finland,"The research group of Aquatic
Ecology and Behavioural Ecology is
involved in wide-ranging and multidisciplinary
research in areas such
as water biology, water ecology,
evolutionary ecology and behavioural
ecology. The group’s primary
research subjects are aquatic organisms,
such as fish and crayfish as
well as their parasites and diseases.
For example , the group has studied
how fish larvae adapt to microplastics.","아쿠아틱 연구팀
생태학과 행동 생태학은
광범위하고 다학제적인 일에 관여하는.
이와 같은 분야의 연구
물 생물학, 물 생태학,
진화 생태학과 행동
생태학 그룹의 프라이머리
연구 주제는 수생 유기체이다.
로서 물고기나 가재 같은.
그들의 기생충과 질병도 마찬가지입니다.
예를 들어, 그 그룹은 공부를 했다.
물고기 유충이 미세 플라스틱에 어떻게 적응하는지","수생 생태학 및 행동 생태학의 연구 그룹은 물 생물학, 물 생태학, 진화 생태학 및 행동 생태와 같은 분야의 광범위하고 다 분야 연구에 관여합니다.이 그룹의 주요 연구 대상은 기생충과 질병뿐만 아니라 생선 및 가재와 같은 수생 유기체입니다.예를 들어, 그룹은 물고기 유충이 미세 유전체에 어떻게 적응하는지 연구했습니다.","수생 생태학 및 행동 생태학의 연구 그룹은 물 생물학, 물 생태학, 진화 생태학 및 행동 생태와 같은 분야의 광범위하고 다 분야 연구에 관여합니다",14,2
192,영국,University of Glasgow,"Our College of Arts is also involved in research
to develop new tools and approaches that will
help trees and woodlands adapt to climate
change and enable the UK to reach net-zero
greenhouse emissions. The research will also
improve public understanding of the value of
trees to people and the planet, and support the
expansion of treescapes across the UK.","우리 예술대학도 연구에 참여하고 있습니다._x000D_
다음과 같은 새로운 도구와 접근 방식을 개발하다_x000D_
나무와 숲이 기후에 적응하도록 돕다_x000D_
변화하고 영국이 순제로에 도달할 수 있도록 한다._x000D_
온실 효과 배출 그 연구는 또한_x000D_
의 가치에 대한 대중의 이해를 높이다_x000D_
나무들은 사람들과 행성에, 그리고 지지합니다_x000D_
영국 전역의 수목경관 확장이라고 말했다.",우리의 예술 대학은 또한 나무와 삼림이 기후 변화에 적응하고 영국이 네트 제로 온실 배출에 도달 할 수 있도록 새로운 도구와 접근 방식을 개발하기위한 연구에 참여하고 있습니다.이 연구는 또한 사람들과 지구에 대한 나무의 가치에 대한 대중의 이해를 향상시키고 영국 전역의 트레 스케이프의 확장을 지원할 것입니다., 연구는 또한 사람들과 지구에 대한 나무의 가치에 대한 대중의 이해를 향상시키고 영국 전역의 트레 스케이프의 확장을 지원할 것입니다.,15,2
722,영국,Oxford University,"Oxford is committed to doing its part to address climate change, setting an ambitious carbon reduction target of 30% by 2025. Achieving this goal will require coordinated and impactful action across our global portfolio, which is why we are investing in training and development around this initiative. Oxford’s corporate energy leaders held a Target 2025 Workshop in 2018, with a focus on expanding our thinking beyond energy conservation into carbon reduction. The workshops were enthusiastically received and produced tangible Carbon Reduction Action Plans for all property teams. These workshops will continue into 2020 and beyond as we double down on achieving our target!","옥스포드는 2025년까지 30%의 탄소 감축이라는 야심찬 목표를 세우며 기후 변화에 대처하기 위해 최선을 다하고 있다. 이 목표를 달성하기 위해서는 글로벌 포트폴리오 전반에 걸쳐 조정되고 영향력 있는 조치가 필요하며, 이것이 바로 우리가 이 이니셔티브를 중심으로 한 교육 및 개발에 투자하고 있는 이유입니다. 옥스포드의 기업 에너지 리더들은 2018년에 에너지 절약을 넘어 탄소 감축으로 우리의 사고를 확장하는데 초점을 맞춘 Target 2025 워크숍을 개최했다. 워크숍은 열광적인 호응을 얻었고 모든 부동산 팀을 위한 실질적인 탄소 감축 행동 계획을 작성했습니다. 이러한 워크샵은 2020년 이후에도 계속될 것이며 목표 달성을 위해 두 배로 노력할 것입니다!","옥스포드는 2025 년까지 기후 변화를 해결하기 위해 기후 변화를 해결하기 위해 노력하고 있으며, 2025 년까지 야심 찬 탄소 감소 목표를 30%로 설정합니다.이 목표 달성은 글로벌 포트폴리오에서 조정되고 영향력있는 조치가 필요합니다.계획.옥스포드의 기업 에너지 리더들은 2018 년에 2025 워크숍을 개최했으며, 에너지 절약을 넘어 탄소 감소로의 사고를 확대하는 데 중점을 두었습니다.워크샵은 모든 부동산 팀에 대해 열정적으로 받고 유형의 탄소 감소 행동 계획을 생산했습니다.이 워크샵은 목표 달성을 두 배로 늘리면서 2020 이상으로 계속 될 것입니다!", 목표 달성은 글로벌 포트폴리오에서 조정되고 영향력있는 조치가 필요합니다,13,2
36,캐나다,Waterloo,"forWater
The forWater Network provides new knowledge and innovation to protect drinking water from source to tap in a changing climate and to support communities to adapt to increased risks associated with changing climatic trends and natural disturbances. It does this by connecting diverse knowledge to support public policy for forest management and source water protection, technology development, utility-specific plans, and forestry best management plans.","""물을 위하여""
For Water Network는 변화하는 기후에서 음용수를 원천에서 수돗물까지 보호하고 기후 변화 및 자연 교란과 관련된 증가하는 위험에 지역사회가 적응할 수 있도록 지원하는 새로운 지식과 혁신을 제공합니다. '산림관리와 수원수 보호를 위한 공공정책, 기술개발, 유틸리티별 계획, 임업최우수관리계획' 등을 지원하기 위해 다양한 지식을 연계해 이를 수행한다.","Fortwater Forwater Network는 새로운 지식과 혁신을 제공하여 변화하는 기후에서 식수를 보호하고 변화하는 기후 경향과 자연적인 장애와 관련된 증가 된 위험에 적응할 수 있도록 지역 사회를 지원합니다.산림 관리 및 소스 물 보호, 기술 개발, 유틸리티 특정 계획 및 임업 최상의 관리 계획을위한 공공 정책을 지원하기 위해 다양한 지식을 연결함으로써이를 수행합니다."," 관리 및 소스 물 보호, 기술 개발, 유틸리티 특정 계획 및 임업 최상의 관리 계획을위한 공공 정책을 지원하기 위해 다양한 지식을 연결함으로써이를 수행합니다.",6,2
440,영국,Manchester University,"Soil PatrolSoil Patrol is a public engagementprogramme that invites the general publicto learn more about the creatures livingin our soil. It increases public awarenessof the incredible diversity of organismsliving in soil and their importance for theprovision of essential ecosystem servicessuch as climate change mitigation,nutrient recycling and food production. ","토양 순찰대토양 순찰은 일반 대중을 초대하여 우리 토양에 살고 있는 생물들에 대해 더 많이 배울 수 있도록 하는 공공 참여 프로그램이다. 그것은 토양에 사는 유기체의 믿을 수 없을 정도로 다양성에 대한 대중의 인식을 높이고 기후 변화 완화, 영양소 재활용, 식량 생산과 같은 필수적인 생태계 서비스 제공에 대한 그들의 중요성을 증가시킨다.","토양 순찰 토양 순찰은 일반적인 출판사를 초대하는 공공 약혼 프로그램입니다.그것은 토양에서 유기체의 놀라운 다양성에 대한 대중의 인식과 기후 변화 완화, 영양소 재활용 및 식품 생산과 같은 필수 생태계 서비스의 제공에 대한 그들의 중요성을 증가시킵니다."," 토양에서 유기체의 놀라운 다양성에 대한 대중의 인식과 기후 변화 완화, 영양소 재활용 및 식품 생산과 같은 필수 생태계 서비스의 제공에 대한 그들의 중요성을 증가시킵니다.",15,2
845,호주,University of Wollongong,"In partnership with Shoalhaven City Council, researchers at UOW are addressing the challenges of sustainable marine tourism. The aim of this research is to develop a methodology which classifies communities according to a range of characteristics which will constrain or enhance sustainability objectives, such as population size, visitation levels and infrastructure availability. The project is assessing the vulnerability of destinations to pressures which will impact the sustainability of these communities, and their associated tourism growth and is being trialled in the Shoalhaven City Council area. The project will assist council to tailor tourism planning, marketing and service provision to meet the needs of different ‘types’ of coastal communities.","UOW의 연구원들은 Shoalhaven 시의회와 협력하여 지속 가능한 해양 관광의 도전에 대처하고 있습니다. 이 연구의 목적은 인구 규모, 방문 수준 및 인프라 가용성과 같은 지속가능성 목표를 제한하거나 강화하는 다양한 특성에 따라 지역사회를 분류하는 방법론을 개발하는 것입니다. 이 프로젝트는 이러한 지역사회의 지속가능성에 영향을 미칠 수 있는 압력에 대한 목적지의 취약성을 평가하고 있으며, 숄하븐 시의회 지역에서 시행되고 있습니다. 이 프로젝트는 의회가 다양한 해안 지역 사회의 '유형'에 맞는 관광 계획, 마케팅 및 서비스 제공을 조정할 수 있도록 지원합니다.","Shoalhaven 시의회와 협력하여 UOW의 연구원들은 지속 가능한 해양 관광의 문제를 해결하고 있습니다.이 연구의 목표는 인구 규모, 방문 수준 및 인프라 가용성과 같은 지속 가능성 목표를 제한하거나 향상시키는 다양한 특성에 따라 지역 사회를 분류하는 방법론을 개발하는 것입니다.이 프로젝트는이 지역 사회의 지속 가능성에 영향을 미치는 압력에 대한 목적지의 취약성과 관련 관광 성장에 영향을 미치며 Shoalhaven 시의회 지역에서 재판을 받고 있습니다.이 프로젝트는 협의회가 관광 계획, 마케팅 및 서비스 제공을 조정하여 다양한 해안 지역 사회의 요구를 충족시키기 위해 도움을 줄 것입니다.", 프로젝트는이 지역 사회의 지속 가능성에 영향을 미치는 압력에 대한 목적지의 취약성과 관련 관광 성장에 영향을 미치며 Shoalhaven 시의회 지역에서 재판을 받고 있습니다,15,2
340,오스트레일리아,Charles Sturt University,"Using mango waste in the production of
pharmaceuticals
Final year pharmacy students in Orange creating skincare
products from mango seed waste.
Australia produces approximately 60,000 tonnes
of mangoes annually. Based on the typical ratio of
seed/skin to edible flesh in mangoes, an estimated
15,000 to 25,000 tonnes of waste is produced
from mango processing each year in Australia.
A project led by researchers from Charles Sturt’s
School of Biomedical Science, Associate Professor
Maree Donna Simpson, Dr Chris Parkinson, Dr
Gregg Maynard and Dr Heather Robinson, seeks to
address the mango waste problem by determining
the viability of producing a useful product from
the waste material that has the potential to
substitute petrochemical-based materials from
pharmaceutical products such as moisturisers.
The project has been designed and delivered
with the additional benefit of involving final year
pharmacy students to assist with developing
an effective process for extracting the oil from
the seed kernel and the formulation of stable
end-products such as creams and lotions. This
challenge has prompted the students to consider
the environmental impacts of common practices in
the pharmaceutical industry and the potential value
of innovative uses for waste materials.
Preliminary results have been very positive with
lab-scale trials not only demonstrating that the
materials derived from waste mango materials offer
similar benefits to well-known products such as
shea and coconut butter but also identifying an
additional opportunity to produce an exfoliant from
the residual material after oil extraction.","""망고 폐기물을 사용하여
약품
Orange의 마지막 학년 약학부 학생들이 스킨케어를 만들고 있습니다.
망고씨 폐기물에서 나온 제품들
오스트레일리아는 약 60,000톤을 생산한다.
망고의 연간 생산량입니다. 일반적인 비율에 근거합니다.
망고 속의 식용 살에 대한 씨앗/피부, 추정치
15,000 ~ 25,000톤의 폐기물이 생성됨
매년 호주에서 망고 가공으로 부터.
Charles Sturt's의 연구원들이 주도한 프로젝트
생물의학대학원 부교수
마레 도나 심슨, 크리스 파킨슨 박사
그레그 메이너드와 헤더 로빈슨 박사는
결정함으로써 망고 폐기물 문제를 해결하다
에서 유용한 제품을 생산할 수 있는 가능성
할 수 있는 가능성이 있는 물질
석유화학 원료를 대체하다
보습제와 같은 제약 제품
프로젝트가 설계되고 제공되었습니다.
기말년도라는 부가적인 이익을 얻어.
개발을 돕는 약대생들
에서 기름을 추출하는 효과적인 과정
종자 알맹이와 마구간 형성
크림이나 로션 같은 최종 제품 이것.
도전은 학생들이 고려하도록 자극했다.
에 있어서의 일반적인 관습의 환경적 영향
제약 산업과 잠재적 가치
폐기물 자재를 위한 혁신적인 용도의.
예비 결과는 다음과 같이 매우 긍정적이다.
연구실 규모의 실험뿐만 아니라
폐망고 재료에서 파생된 재료 제공
다음과 같은 유명한 제품과 유사한 이점
시어와 코코넛 버터, 그리고 또한 식별하기 위해
에서 각질제거제를 생산할 수 있는 추가적인 기회
오일 추출 후 잔류 물질""을 참조하십시오.","제약 생산에서 망고 폐기물을 사용하여 마지막 해 약국 학생들은 망고 종자 폐기물에서 스킨 케어 제품을 만드는 오렌지의 약국 학생들. 호주는 매년 약 60,000 톤의 망고를 생산합니다. 망고에서 종자/피부 대 식용 살의 전형적인 비율에 따라, 호주에서 매년 망고 가공으로 약 15,000 ~ 25,000 톤의 폐기물이 생산됩니다. Charles Sturt의 생물 의학 과학 학교의 연구원들이 이끄는 프로젝트, Maree Donna Simpson 부교수, Chris Parkinson 박사, Gregg Maynard 박사 및 Heather Robinson 박사는 폐기물에서 유용한 제품을 생산할 수있는 실용성을 결정함으로써 망고 폐기물 문제를 해결하려고합니다. 보습제와 같은 제약 제품에서 석유 화학 기반 물질을 대체 할 가능성이있는 재료. 이 프로젝트는 종자 커널에서 오일을 추출하는 효과적인 과정과 크림 및 로션과 같은 안정적인 최종 제품의 공식화를 지원하기 위해 마지막 해 약국 학생들의 추가 혜택으로 설계 및 전달되었습니다. 이 도전으로 학생들은 제약 산업에서 공통 관행의 환경 영향과 폐기물에 대한 혁신적인 사용의 잠재적 가치를 고려해야했습니다. 예비 결과는 폐기물 망고 재료에서 파생 된 재료가 Shea 및 Coconut Butter와 같은 잘 알려진 제품과 유사한 이점을 제공한다는 것을 입증 할뿐만 아니라 잔류 물질에서 각질 제거 할 수있는 추가 기회를 식별한다는 것을 입증하는 실험실 규모의 시험에서 매우 긍정적이었습니다. 오일 추출 후.","제약 생산에서 망고 폐기물을 사용하여 마지막 해 약국 학생들은 망고 종자 폐기물에서 스킨 케어 제품을 만드는 오렌지의 약국 학생들. 호주는 매년 약 60,000 톤의 망고를 생산합니다. 망고에서 종자/피부 대 식용 살의 전형적인 비율에 따라, 호주에서 매년 망고 가공으로 약 15,000 ~ 25,000 톤의 폐기물이 생산됩니다. Charles Sturt의 생물 의학 과학 학교의 연구원들이 이끄는 프로젝트, Maree Donna Simpson 부교수, Chris Parkinson 박사, Gregg Maynard 박사 및 Heather Robinson 박사는 폐기물에서 유용한 제품을 생산할 수있는 실용성을 결정함으로써 망고 폐기물 문제를 해결하려고합니다. 보습제와 같은 제약 제품에서 석유 화학 기반 물질을 대체 할 가능성이있는 재료. 이 프로젝트는 종자 커널에서 오일을 추출하는 효과적인 과정과 크림 및 로션과 같은 안정적인 최종 제품의 공식화를 지원하기 위해 마지막 해 약국 학생들의 추가 혜택으로 설계 및 전달되었습니다. 이 도전으로 학생들은 제약 산업에서 공통 관행의 환경 영향과 폐기물에 대한 혁신적인 사용의 잠재적 가치를 고려해야했습니다. 예비 결과는 폐기물 망고 재료에서 파생 된 재료가 Shea 및 Coconut Butter와 같은 잘 알려진 제품과 유사한 이점을 제공한다는 것을 입증 할뿐만 아니라 잔류 물질에서 각질 제거 할 수있는 추가 기회를 식별한다는 것을 입증하는 실험실 규모의 시험에서 매우 긍정적이었습니다. 오일 추출 후.",12,2
1727,덴마크,Aalborg University,"DONUT
The water sector’s challenges are the lack of information and
knowledge about the water cycle. This information does not
exist today and is increasingly requested for monitoring of
both man-made and natural water systems. The DONUT (Distributed
online monitoring of the urban water cycle) project
is a collaboration between the Department of Computer Science
and the Department of the Built Environment at AAU and
private and public actors in the water sector. The project will
develop and commercialise a unified solution that will enable
cost-efficient, distributed monitoring of the hydrological and
hydraulic states of the urban water cycle and provide data
and knowledge about system correlations. Also, this project
will help the water sector move into the big data era as it will
develop and mature the basis of the forthcoming IoT and ICT
infrastructures for blue, green and climate-adapted cities.","도넛
물 부문의 과제는 정보의 부족과
물의 순환에 대한 지식 이 정보는 그렇지 않습니다.
오늘날 존재하고 모니터링이 점점 더 요청되고 있다.
인공수계와 천연수계 모두 더 도넛 (배포)
도시 물 순환 온라인 모니터링) 프로젝트
컴퓨터 과학부 간의 협업이다.
그리고 AAU의 구축 환경부 및
물 분야의 민간 및 공공 행위자 그 프로젝트는
다음을 가능하게 하는 통합 솔루션을 개발하고 상용화합니다.
비용 효율적인 분산형 수문 모니터링 및
도시 물 순환의 유압 상태 및 데이터 제공
그리고 시스템 상관관계에 대한 지식. 또한, 이 프로젝트는
물 부문이 빅 데이터 시대로 진입하는 것을 도울 것이다.
다가오는 IoT 및 ICT의 기반을 개발하고 성숙시킨다.
청색, 녹색 및 기후 변화 도시를 위한 인프라","Donut the Water Sector의 도전은 물주기에 대한 정보와 지식이 부족하다는 것입니다.이 정보는 오늘날 존재하지 않으며 인공 및 천연 수도 시스템의 모니터링을 점점 더 요구하고 있습니다.도넛 (도시 물주기의 온라인 모니터링) 프로젝트는 컴퓨터 과학과와 AAU의 건축 환경부와 수자원 부문의 민간 및 공공 행위자 간의 협력입니다.이 프로젝트는 도시 물주기의 수 문학적 및 유압 상태에 대한 비용 효율적인 분산 모니터링을 가능하게하고 시스템 상관 관계에 대한 데이터와 지식을 제공 할 수있는 통합 솔루션을 개발하고 상용화 할 것입니다.또한이 프로젝트는 물 부문이 빅 데이터 시대로 이동하는 데 도움이 될 것입니다. Blue, Green 및 Climate-Admated 도시에 대한 다가오는 IoT 및 ICT 인프라의 기초를 개발하고 성숙시킬 것입니다.", 프로젝트는 도시 물주기의 수 문학적 및 유압 상태에 대한 비용 효율적인 분산 모니터링을 가능하게하고 시스템 상관 관계에 대한 데이터와 지식을 제공 할 수있는 통합 솔루션을 개발하고 상용화 할 것입니다,6,2
1414,호주,Griffith,"CLIMATE ACTION BEACON Launched in 2020, Griffith’s Climate Action Beacon conducts interdisciplinary research and collaborates on cross-sectoral practice to facilitate collective climate action on climate change. The Beacon’s Climate Ready Initiative is guided by an Australian-first board of experts who inform the development of new strategies, partnerships and investment for climate action. Projects in 2021 included the Climate Action Survey which will provide deep insights into what Australians think, feel and do about climate change. The Beacon has also worked extensively with state and local government partners on climate risk and associated issues.","Climate Action Beacon 2020년에 출범한 Griffith의 Climate Action Beacon은 기후 변화에 대한 집단적인 기후 활동을 촉진하기 위해 학제 간 연구를 수행하고 부문 간 실무에 협력합니다. Beacon's Climate Ready Initiative는 기후 활동을 위한 새로운 전략, 파트너십 및 투자 개발에 대한 정보를 제공하는 호주 최초의 전문가 위원회에 의해 안내됩니다. 2021년 프로젝트에는 호주인들이 기후 변화에 대해 생각하고 느끼고 행동하는 것에 대한 깊은 통찰력을 제공할 기후 행동 조사가 포함되었다. Beacon은 또한 기후 위험 및 관련 문제에 대해 주 및 지방 정부 파트너와 광범위하게 협력했습니다.","기후 행동 비콘 2020 년에 시작된 그리피스의 기후 행동 비콘은 학제 간 연구를 수행하고 기후 변화에 대한 집단 기후 행동을 촉진하기 위해 부문 간 실천에 협력합니다.Beacon의 기후 준비 이니셔티브는 새로운 전략, 파트너십 및 기후 행동에 대한 투자의 개발에 정보를 제공하는 호주 최초의 전문가 이사회가 안내합니다.2021 년 프로젝트에는 기후 행동 조사가 포함되어 있으며, 이는 호주인들이 기후 변화에 대해 생각하고 느끼고하는 것에 대한 깊은 통찰력을 제공 할 것입니다.비콘은 또한 기후 위험 및 관련 문제에 대해 주 및 지방 정부 파트너와 광범위하게 협력했습니다."," 년 프로젝트에는 기후 행동 조사가 포함되어 있으며, 이는 호주인들이 기후 변화에 대해 생각하고 느끼고하는 것에 대한 깊은 통찰력을 제공 할 것입니다",13,2
31,이탈리아,Bologna University,PERSONAL PASSES FOR USE OF PUBLIC TRANSPORT ON FAVORABLE TERMS,유리한 조건의 대중교통 이용을 위한 개인 패스,유리한 조건으로 대중 교통 사용을위한 개인 패스,유리한 조건으로 대중 교통 사용을위한 개인 패스,13,2
716,영국,Oxford University,Develop low carbon playbooks for all major mixed-use development projects.,모든 주요 혼합 사용 개발 프로젝트를 위한 저탄소 플레이북을 개발합니다.,모든 주요 혼합 사용 개발 프로젝트를위한 저탄소 플레이 북을 개발하십시오.,모든 주요 혼합 사용 개발 프로젝트를위한 저탄소 플레이 북을 개발하십시오.,13,2
696,영국,Oxford University,Develop low-carbon playbooks for all major mixed-use development projects.,모든 주요 혼합 사용 개발 프로젝트를 위한 저탄소 플레이북을 개발합니다.,모든 주요 혼합 사용 개발 프로젝트를위한 저탄소 플레이 북을 개발하십시오.,모든 주요 혼합 사용 개발 프로젝트를위한 저탄소 플레이 북을 개발하십시오.,13,2
296,오스트레일리아,RMIT University,"Microplastic Pollution
Research by the RMIT Ecotoxicology Research group has shown that
the water-absorbing green floral foam used by florists is contributing
to the world’s microplastic problem. A study published in ‘Science of
the Total Environment’ found the plastic foam, which breaks into tiny
pieces, can be ingested by a range of freshwater and marine animals
and affect their health.
The study is the first to examine the environmental effects of foam
and looked specifically at the impact of this widely-used substance
on aquatic animals. A range of invertebrates were tested with
different feeding modes and all animals ingested the foam, with some
species demonstrating stress responses as a result of consuming
the material. The vast majority of florists who use foam are disposing
of floral foam particles down the sink, according to a recent survey
by the Sustainable Floristry Network.","미세플라스틱 오염
RMIT 생태독성 연구 그룹의 연구는 다음을 보여주었다.
플로리스트들이 사용하는 물에 녹는 녹색 꽃거품이 기여하고 있다.
세계의 미세플라스틱 문제에 대해서. 'Science of'에 발표된 연구
Total Environment'는 플라스틱 거품을 발견했는데, 플라스틱 거품은 아주 작게 부서진다.
다양한 민물과 해양 동물에 의해 섭취될 수 있는 조각들
그들의 건강에 영향을 끼친다.
이 연구는 거품이 환경에 미치는 영향을 조사한 최초의 연구이다.
그리고 이 널리 사용되는 물질의 영향을 구체적으로 살펴보았다.
수생 동물에 대한 다양한 무척추동물은 다음과 같이 시험되었다.
다른 먹이 모드와 모든 동물들이 거품을 섭취했다.
소비의 결과로 스트레스 반응을 보이는 종
소재 거품을 사용하는 대부분의 플로리스트들은
최근 조사에 따르면, 싱크대 아래쪽에 있는 꽃 거품 입자들의
'지속가능한 플로리스트 네트워크'에서요.","RMIT Ecotoxicology Research Group의 미세 유체 오염 연구에 따르면 꽃집이 사용하는 물 흡수 녹색 꽃 거품은 세계의 미세한 문제에 기여하고 있습니다.'전체 환경의 과학'에 발표 된 연구에 따르면 작은 조각으로 침입하는 플라스틱 거품이 다양한 담수와 해양 동물로 섭취 할 수 있으며 건강에 영향을 줄 수 있습니다.이 연구는 폼의 환경 효과를 가장 먼저 조사한 것으로, 특히 널리 사용되는 물질이 수생 동물에 미치는 영향을 살펴 보았습니다.다양한 무척추 동물을 다른 공급 모드로 테스트하고 모든 동물은 거품을 섭취했으며 일부 종은 재료를 소비 한 결과 스트레스 반응을 보여줍니다.지속 가능한 Floristry Network의 최근 조사에 따르면, 거품을 사용하는 대부분의 꽃집은 싱크대 아래로 꽃 거품 입자를 처리하고 있습니다.", 환경의 과학'에 발표 된 연구에 따르면 작은 조각으로 침입하는 플라스틱 거품이 다양한 담수와 해양 동물로 섭취 할 수 있으며 건강에 영향을 줄 수 있습니다,14,2
