대학교명,내용
건국대학교,"학생회비와 관련된 문제제기가 최근 학내외에서 빈번하게 일어나고 있다. 높은 징수금으로 말미암아 생기는 학우들의 부담감, 미납자에 대한 학생회의 압박, 투명하지 않은 운용 등 이 원인으로 제시되었다.▲ ⓒ건대신문평균 12만원의 부담감, 불투명한 예ㆍ결산안 등 문제 많아평균 12만원의 부담감, 불투명한 예ㆍ결산안 등 문제 많아 서울대학교 <대학신문>에 의하면, 현재 학생회가 설치된 서울 소재 대부분의 대학에서는 학생회가 신입생과 재학생을 대상으로 등록금과는 별도의 학생회비를 걷어 사용하고 있다. 등록금과 함께 고지서가 나오는 학생회비와 다른 개념이다. 국민대와 중앙대가 8만원, 홍익대가 12만원을 걷는 등 매학기 ‘학과운영기금’이라는 이름으로 거두어져 이용된다.우리대학의 경우에도 마찬가지다. 등록금고지서에 포함되지 않는 과 학생회비 대부분을 조사한 결과에 의하면 4년(수의대 6년)기준 평균 십이만 천원의 학생회비를 걷고 있다. 과 학생회비 납부 방식도 한 학기 몇 만원에서 많게는 수십만원을 한꺼번에 내는 경우까지 다양하다.등록금 등 여러 경제적 부담에 시달리는 학우들에게 10만원에 달하는 학생회비는 또 다른 짐이 되고 있다. 익명을 요구한 공과대의 한 학우는 “우리 과의 경우 신입생 때 10만원을 한꺼번에 걷어갔다”며 “너무 비싸서 부담감이 상당했다”고 토로했다.학생회비는 그 규모도 부담스럽지만 학생회비를 걷는 일부 학생회의 태도도 문제다. 한 학과의 경우, 대자보에 학생회비를 내지 않을 경우 ‘장학금을 못 받을 것’이라고 적어 학우들을 압박하는 일이 있었다. 하지만 이런 내용은 과장된 것으로 밝혀졌다.익명을 요구한 우리대학의 어떤 학우는 “우리 과는 학생회비를 내지 않은 사람의 이름을 대자보에 써서 붙여놓는다”며 “학생회비를 안낸 학생에게 모멸감을 주는 행위”라고 밝히기도 했다.과 학생회에서는 개별적으로 걷는 학생회비가 학과운영을 위해서는 어쩔 수 없다는 입장이다. 한 학생회장은 “학생회비를 걷어도 어려운 상황”이라며 “행사를 주최한 후 통장잔고가 바닥날 정도다”고 전했다.이에 학우들은 “우리가 낸 돈이 어떻게 쓰이는지 모르니 내기 부담스럽다”고 비판한다. 실제로 등록금 외에 걷은 학생회비는 내역을 의무적으로 공개할 필요는 없다. 이 때문에 대부분의 경우 학생총회나 대표자회의에서 공개하는데 그친다. 학생총회나 대표자회의에 참석하지 않는 경우에는 예⋅결산안을 알 수 없다.물론 모든 단과대학들이 예⋅결산안 공개를 거부하지는 않는다. 일부 단과대학은 대자보에 예ㆍ결산안을 붙이는 등의 방법으로 학생회비 사용내역을 공개하고 있다. 한 학생회장은 학생회비와 연관된 불미스런 사건에 대해 “투명하고 올바르게 학생회비를 운영하는 학과들도 많다”며 “학우들이 과 학생회에 대해 잘못된 인식을 갖게 될까 두렵다”고 우려했다.투명하고 명확한 공개가 해결책학생회비는 학과를 운영하기 위해서 필요할 수 있다. 하지만 현행대로 갈 경우 학생회에 대한 학우들의 불신만 깊어진다. 어광득(법과대ㆍ법4) 학우는 현행 학생회비 문제의 해결책에 대해 “학생회비를 사물함 사용을 위해 어쩔 수 없이 내야 하는 돈이라고 오해하는 학우들도 있다”며 “새내기들이 믿고 낼 수 있도록 명확하게 설명해야 한다”고 강조했다. 최진호(이과대ㆍ물리1) 학우도 학생회비의 투명성을 위해 “‘우리 과를 위해서’와 같이 너무 뭉뚱그려서 설명하는 것 보다는 상세하게 설명하는 것이 좋다”고 조언했다."
건국대학교,"▲ ⓒ 건대신문사지난 23일 늦은 4시, 새천년관 우곡국제회의장에서 <소통ㆍ치유ㆍ통합의 통일인문학 출범식>이 열렸다. 우리대학 통일인문학연구단이 주최하고 교육과학기술부, 한국연구재단이 후원한 이번 행사는 통일인문학이라는 새로운 패러다임의 시작을 알리는 뜻 깊은 행사로 평가됐다.  ▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사"
건국대학교,"지난 2월 23일 우리대학 기숙사 쿨하우스의 새 건물 '레이크홀'이 완공을 기념해 개관식을 가졌다. 김경희 이사장, 오명 총장, 정건수 총동문회장 등이 참석한 가운데 진행된 이번 행사는 학내외로 새 기숙사 건물의 위용을 널리 알렸다는 평가를 받았다.▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사▲ ⓒ 건대신문사"
건국대학교,▲ ⓒ 안상호 기자우리대학 ‘성신의 해외 봉사단’은 지난 2월 21일 광진구와 성동구 지역 소년소녀 가장과 독거노인 가구를 직접 방문해 ‘사랑의 쌀’ 213포대를 전달했다. 이번 쌀 전달은 의례적인 성금 전달을 뛰어 넘어 어려운 이웃을 직접 방문해 관심과 사랑을 나눈 뜻 깊은 행사로 평가됐다.    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자
건국대학교,▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사우리대학에 재학중인 연기자 이다해가 얼굴만큼 '고운 마음씨'로 주목받고 있다. 이다해는 지난 26일 건대병원의 아픈 어린이를 위해 치료비를 내놓았으며 또한 재학중인 영화과를 위해 소정의 장학금을 기탁했다.    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사
건국대학교,"▲ ⓒ 안상호 기자시원하게 깨드리겠습니다!다사다난했던 2009년 소띠의 한해가 지나갔습니다. 우리대학 상징이 소인만큼 소띠 해, 저희 <건대신문>은 우직한 황소처럼 희망을 발걸음을 내디딘 기억이 납니다.학내외 불평등의 이면을 파헤쳐나가기 위해 <건대신문> 기자들은 열심히 장안벌과 사회를 오고갔지만 여전히 부족함이 많았습니다. 발 빠르게 전해야할 소식을 신속하게 전하지 못했고, 관행에 젖은 기사들로 기성언론과 구별되는 대학신문만의 상상력과 참신함을 보여드리지 못했습니다. 인터넷 건대신문 <팝콘>마저도 활발하게 운영하지 못했습니다.백호랑이띠 새해에는 <건대신문> 독자들에게 약속드리겠습니다. 지금 보시는 사진처럼 깨겠습니다. 바로 <건대신문>이 그동안 고집해온 좋지 못한 ‘틀’을 깨겠습니다. <건대신문> 구성원부터 먼저 틀을 깨고 새로운 시도를 할 것을 약속드립니다. 더 자유로운 <건대신문>으로 거듭나 한층 더 독자ㆍ대학ㆍ사회에 다가 가겠습니다.위기의 대학언론이라는 단어가 최근 몇 년간 부각되고 있습니다. 대학생 독자들은 대학신문을 외면하고 기자들의 수가 갈수록 줄어드는 대학언론의 현 상황을 얘기한 것입니다. <건대신문>은 이에 구애받지 않을 것입니다. 위기의 대학언론이라는 현 상황이 얼음이라면 저희는 망치가 되어 난관을 거침없이 극복해 나갈 것입니다.올해 <건대신문>은 독자들을 위해 시원하게 깨드리겠습니다. 가차 없는 질정과 뜨거운 애정을 동시에 부탁드리면서 독자 여러분의 가정에 2010년 내내 만복이 함께 하길 기원합니다."
건국대학교,"지난 여름방학, 장안벌에 예상치 못한 소음을 일으켜 교직원과 학우들에게 피해를 준 손님들이 다시 온다.우리대학 언어교육원에서 주관하는 건국주니어 영어캠프, 그리고 중랑구청과 우리대학의 관학 협력으로 이뤄지는 중랑꿈나무 영어캠프가 지난해 8월에 이어 새해 1월 4일부터 30일까지 문과대학 강의동에서 진행된다. 언어교육원 초중등영어교육과 임철권 과장은 “영어캠프를 통해 방학동안 비어있는 문과대 강의시설을 이용하고 학교의 수익을 창출할 수 있다”며 “중랑꿈나무 영어캠프의 경우에는 저소득층에게 영어교육의 기회를 열어주는 의의도 있다”고 설명했다.지난해 8월에 진행된 캠프에 대해 문과대 강의동에 위치한 연구실에 소속된 익명의 한 연구원은 “초등학생들이 움직이는 시간대가 되면 그 순간엔 마치 시장바닥에서 연구하는 기분이 들었다”며 “인솔교사들이 제대로 통제를 못 하는 것 같았다”고 지적했다. 또 다른 연구원은 “연구에 지장이 생길만큼 심한 소음에도 학교에서 진행하는 일이라서 차마 항의를 하지 못했다”며 “괜히 학교에 밉보이면 행정적인 불이익을 받을 것 같아 두려웠다”고 쌓아 둔 불만을 털어 놓았다.하지만, 언어교육원 측은 소음문제를 파악조차 하지 못하고 있었다. 언어교육원 측은 “학내 구성원들의 입장을 고려해 연구동과 강의동이 분리돼 있어 소음피해가 가장 적을 것으로 판단되는 문과대를 선택했다”며 “다른 건물에서는 수업이 진행되고 있거나 연구실과 강의실이 맞닿아 있어 어쩔 수 없었다”고 해명했다. 덧붙여 “현행대로 보조교사들이 초등생들을 관리하는 방법 외에는 다른 해결책을 생각할 수 없는 실정이다”고 답했다.우리대학의 영어캠프와 비슷하게 이웃 대학인 한양대 국제어학원 역시 방학 중에 학내 인문관을 빌려서 ‘언어집중체험학교’를 진행하고 있다. 소음문제가 불거질 법도 하지만 한양대학보사는 “8회의 캠프가 진행되는 동안 소음과 관련해 기사를 작성한 일이 없고 그 문제가 심각하다고 느낀 적도 없다”고 밝혔다. 한양대 국제어학원 측은 “교수들의 연구실이 없는 층을 이용해 수업을 진행한다”며 “피해가 안 가도록 세밀히 배려하여 소음문제가 생기지 않도록 노력한다”고 설명했다.지난 여름캠프 동안 일부 학우와 연구원들이 겪은 피해가 되풀이되지 않도록 언어교육원의 보다 적극적인 배려와 관련자들에 대한 철저한 교육이 필요한 시점이다."
건국대학교,▲ ⓒ 건대신문사지난 25일 부터 전국 전역에 눈이 내리기 시작하면서 장안벌의 배움터에도 싸락눈으로 뒤덮였다. 그 어느때보다도 '겨울다운 모습'을 하고 있는 장안벌의 한 때다.    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사
건국대학교,▲ ⓒ 건대신문사지난 22일 예일대 음악대학 교수로 재직중인 세계적인 지휘자 함신익 동문과 함께하는 'KU SYMPHONY 2009'가 새천년관 대공연장에서 열렸다. 두시간 여의 쉴새없는 교향학 연주로 꽉 짜여진 이번 공연은 수많은 동문 및 교직원들의 우레와 같은 박수로 성황리에 마무리됐다.    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사    ▲ ⓒ 건대신문사
건국대학교,제43대 총학생회 선거가 재투표까지 실시했음에도 결국 무산되고 말았다. 끝까지 관심 있게 지켜보고 투표에 참여한 5320명(40.16%) 학우들의 소중한 표는 ‘말짱 도루묵’이 되고 말았다. 선거가 다시 치러질 내년 3월에는 이번 총학생회 건설 실패를 교훈삼아 학우들의 노력이 헛수고가 되지 않도록 해야 할 것이다.    ▲ ⓒ 안상호 기자
건국대학교,"총(여)학생회 선거 이틀째인 24일 늦은 3시. 중앙선거관리위원회가 단과대 별 게시된 선거 관련 자보를 확인하던 도중 건축대 투표소에 선거관리위원이 아무도 없고 투표함이 1시간 가량 열려있는채로 방치된 것이 발견됐다.▲ 건축대의 투표함에 봉인지를 붙이는 하인준(정치대ㆍ 당시 현장에는 <레디액션> 선본 참관인 혼자만이 투표소를 지키고 있던 상태. 이로 인해 투표 조작 의혹으로 건축대에 있었던 총학생회와 총여학생회 투표함은 수거됐다.건축대 투표소를 관리하는 중앙선거관리위원인 박창민(건축3) 학생회장은 ""유권자 투표 여부를 확인하는 학교 종합정보시스템을 종료했기 때문에 문제가 있어도 무리 없이 잡아낼 수 있을 것""이라고 이의를 제기했다. 하지만 투표함이 열려 있는 채로 참관인 한 명을 제외하고 모든 선거관리위원이 자리를 비웠다는 상황에서 투표 조작 의혹을 떨칠 수 없었다.이 사태로 박창민 학생회장은 다른 선거관리위원들과의 협의 없는 권한 밖의 투표 중단과 직무 유기를 이유로 중앙선거관리위원에서 면직됐다. 현재 수거된 건축대의 투표함의 처리 여부는 아직 확실하게 결정되지 않았으며, 오늘 저녁 모든 투표가 종료되고 중앙선거관리위원회 회의에서 논의될 예정이다.▲ 이번 사태는 선거관리위원들의 부주의에 대해 다시 한 번 경각심을 일깨우고 있다  ⓒ 안상호 기자▲ 수거되는 건축대 투표함 ⓒ 안상호 기자"
건국대학교,▲ ⓒ 안상호 기자지난 19일 늦은 6시 건국문에서 각 선거운동본부 진영의 유세전이 한창이다. 바람이 쌀쌀하지만 지금 장안벌은 학우들의 표심을 얻기 위한 이들의 열정으로 뜨겁다. 이번 총(여)학생회 선거 운동은 23일까지 계속되며 오는 24일부터 투표가 시작된다.
건국대학교,▲ ⓒ 안상호 기자지난 13일 늦은 6시 문과대학 교수연구동 1층 로비에서 인문한국(HK)사업 선정을 기념하는 경과보고 및 축하식이 열렸다. 이날 행사에는 오명 총장과 김우봉 부총장등 많은 귀빈들이 함께 자리해 축하의 뜻을 전했다.    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자    ▲ ⓒ 안상호 기자
건국대학교,총학생회가 학우들과의 소통을 위해 움직이고 있다. 지난 일부터 진행된 ‘찾아가는 총학생회’는 각 단과대 주변에 천막을 차리고 학우들을 대상으로 총학생회 1학기 평가와 U카드 발급을 진행하는 사업이다. 올해 처음으로 시도하는 학우들과의 직접적인 소통이라는 점에서 호응을 얻고 있다  ▲ ⓒ 안상호 기자
건국대학교,"지난 장마철 제2학생회관 지하 소공연장이 빗물에 침수돼 목재 바닥이 뜯어지는 피해가 발생했다. 다행히 시설팀에 수리를 요청해 곧 복구될 예정이지만, 이 같은 소공연장을 비롯한 동아리방의 침수 피해는 매년 반복되고 있다. 향후 같은 문제의 재발을 막기 위한 장기적인 예방책이 요구된다.▲ ⓒ 안상호 기자▲ ⓒ 안상호 기자"
건국대학교,의과대 건물 뒤편 동물들을 보관하는 컨테이너 쪽에는 주인이 누군지 알 수 없는 자전거들이 진열돼있다. 관리실 측에서 8월 5일까지 치우지 않을 경우 임의로 처리하겠다고 공고를 했지만 별다른 변화는 없었다. 멀쩡한 자전거들이 있어야할 자리는 점차 방치된 자전거들의 공동묘지가 되고 있다.  ▲ ⓒ 안상호 기자
건국대학교,"지난 18일 김대중 전 대통령이 서거했다. 지난 5월 노무현 전 대통령 서거에 이은 올해 두 번째 전직 대통령의 서거다. 유신 독재 시절 우리나라의 민주화를 위해 헌신했고, 남북 관계 해결에 앞장섰던 고인은 우리 가슴속에 모진 세월을 의연하게 살아간 인동초(忍冬草)로 남을 것이다. 삼가 고인의 명복을 빈다. ▲ ⓒ 안상호 기자 ▲ ⓒ 안상호 기자  ▲  학생회관 1층의 분향소. 고인에게 전하는 글을 남길 수 있게 방명록을 두었다 ⓒ 안상호 기자 ▲ 학생회관 1층 분향소 방명록에 파키스탄 유학생이 남긴 글 ⓒ 안상호 기자"
건국대학교,"지난 14일 제2학생회관 노천극장에서 열린 일감호 가요제 행사 중 초대가수의 무대가 끝나자 많은 학우들이 빠져나갔다. 이로 인해, 올해 처음 시도되는 대동놀이는 이름과 맞지 않게 기획단과 일부 학우들만이 참여한 채 진행돼 아쉬움을 남겼다. 진정 하나가 되는 대동제가 되기에는 아직 부족하다. ▲ 일감호 가요제 중 대동놀이가 진행중이다. 하지만, 텅빈 노천극장의 모습이 안쓰럽기 그지 없다. ⓒ 안상호 기자"
건국대학교,4.30 청년학생투쟁문화제 진행 수송차량들을 막기 위해 대학본부에서는 건국문을 봉쇄했다.    ▲ 수송차량이 닫힌 건국문 앞에 멈춰져있다. 이날 진입하는 모든 차량을 막기위한 조치로 건국문은 하루동안 계속 닫혀있었다. ⓒ 안상호 기자
건국대학교,동아리 홍보주간이 끝나고 일감문 게시판에 붙여져 있던 홍보물이 철거되었다. 하지만 동아리들의 이기주의로 인해 게시판에는 '상처들'만 남았다. 캠퍼스의 미관을 해치는 게시판의 모습이 눈살을 찌푸리게 만든다.    ▲ 일감문 쪽의 더러우진 게시판을 지나가는 학우가 보고있다. ⓒ 안상호 기자
건국대학교," ▲ 박기훈 기자 올해도 어김없이 대학생활의 끝맺음을 축하하는 졸업식이 돌아왔다. 그리고 꽃과 음식을 파는 노점상들도 돌아왔다. 의복, 학사모와 함께 졸업식의 익숙한 풍경이 돼버린 노점상. 제재 없이 밀려오는 노점상들 덕에 영광의 졸업식이 시끌벅적한 장터로 변해버린 모습이 안타까울 따름이다"
건국대학교,"지난 1월 31일 늦은 4시경 서울 청계광장에서는 5명의 용산철거민 참사 희생자들을 추모하는 '제2차 용산철거민 희생자 범국민추모대회'가 열렸다. 추모대회 참가자 들은 뉴타운 및 재개발사업 전면 중단, 철거용역업체 해체, 진압 책임자 처벌, 서울시장과 용산구청장 퇴진 등의 구호를 외치며 정부와 검찰을 규탄했다. 도심집회를 해산시키기 위해 경찰은 청계광장으로 진입하는 모든 통로를 막았으며, 이로 인해 경찰과 대회 참가자 측 간 마찰이 빚어지기도 했다. 이날 대회 2부에서는 추모 촛불 문화제와 함께 거리행진이 어어 졌다. ▲ 한 여성이 이명박 대통령 불신임을 촉구하는 피켓을 들고 있다. 그리고 그 옆에 호외를 돌리던 사람이 이를 보고 있다. ⓒ 안상호 기자  ▲ 청계광장 가득히 메운 시민들위로 야당과 각 시민단체들의 깃발이 나부끼고 있다. ⓒ 안상호 기자  ▲ 민주노동당 강기갑 의원이 근조화를 들고 발언하고 있다. ⓒ 안상호 기자  ▲ 노회찬 진보신당 공동대표도 함께 앞에나와 발언하고 있는 모습. ⓒ 안상호 기자▲ 바닥에 떨어진 근조화가 이날 추모대회의 우울한 분위기를 대변하는 듯하다. ⓒ 안상호 기자  ▲ 청계광장을 가득 메운 시민들. 이날 추모대회에는 약 2만여명의 시민들이 참가한 것으로 알려졌다. ⓒ 안상호 기자  ▲ 지난 촛불 집회부터 지속적으로 사랑받는 구호. '이명박 OUT' ⓒ 안상호 기자  ▲ 추모대회에 참가한 대학생들. ⓒ 안상호 기자  ▲ 용산철거민 희생자 유족들이 추모대회 제일 첫 줄에 앉아있었다. 모두 슬픈 기색이 역력했다. ⓒ 안상호 기자  ▲ 철거민 희생자의 사진을 품에 안고 있는 유족의 모습. ⓒ 안상호 기자  ▲ 슬픔을 억누르기 위해 꽉 깨문 입술이 안타까울 따름이다. ⓒ 안상호 기자  ▲ 경찰의 과잉진압을 규탄하고 희생자 사망 진상조사를 요구하는 시민들의 목소리가 청계광장 곳곳에 울려퍼졌다. ⓒ 안상호 기자  ▲ 슬픈 얼굴로 하늘을 바라보는 한 유가족의 모습. 사랑하는 가족을 앗아간 하늘이 그저 원망스럽기만 하다. ⓒ 안상호 기자  ▲ 추모대회에 참석한 민주노동당 권영길 의원의 얼굴에서 결연함이 묻어난다. ⓒ 안상호 기자"
건국대학교,기온이 영하로 떨어지면서 일감호 수면이 얼어붙었다. 그러나 얼어붙은 것은 호수만이 아니다. 호수 위에 떠있는 쓰레기도 함께 얼어버렸다.           
건국대학교,"    ⓒ새천년관에서 바라본 학교 설경    ⓒ눈이 쌓인 일감호와 노천 극장    ⓒ문과대학의 설경    ⓒ하얗게 쌓인 눈 사이로 보이는 황소상겨울 방학이 시작되고, 우리 대학에서 눈이 쌓이기 시작했다. 더불어 쌀쌀해진 날씨에 교내는 고요해졌지만 하얀 눈이 소복히 쌓인 우리대학의 모습이 정말 아름답다."
건국대학교,"    ▲ 새천년관 관리실새천년관 층계로 들어서자 숨이 '턱'하고 막혔다. 금연마크가 벽에 붙어 있음에도, 학우들이 담배를 피워 담배연기와 냄새가 진동했다. 흡연하고 있는 학우들은 금연구역에서 담배를 피우는 행위가 경범죄에 해당돼 처벌을 받는다는 사실을 알고 있는가?"
건국대학교,"▲ © 유현제 기자지금 당신이 보는 온라인 강의 동영상은 몇 학기 째 똑같이 되풀이 되고 있는 것일지도 모른다. 학생들은 몇 년이 지났음에도 똑같은 장면에서 이상한 소리가 나고, 교수의 사례제시가 변하지 않는 점 등을 지적하고 있다. 온라인 강의의 지속적인 업데이트가 절실히 요구된다. 위 사진은 온라인 강의 녹화 스튜디오"
건국대학교,"▲ © 이지혜 기자▲ © 이지혜 기자▲ © 이지혜 기자이명박 대통령은 대국민담화에서 그동안 국민과의 소통이 부족했다고 말한 바 있다. 그러나 국민의 요구사항이 집결된 촛불문화제에서는 대치중인 전경들의 ‘MB식 소통’만이 존재할 뿐이다. 이명박 정부가 진정한 소통의 정부가 되고자 한다면, 국민의 목소리에 ‘제대로’ 귀를 기울여야 할 것이다."
건국대학교,▲ © 양태훈 기자장안벌 학우들의 보행 안전이 ‘빠른 속도’로 위협받고 있다. 학내 규정 속도인 시속 20km를 무시한 대부분의 배달 오토바이들 때문이다. 총무처에서 이를 바로잡기 위해 여러 방법을 시행했으나 유명무실해진 상태다. 학우들의 보행 안전은 아직도 과속 오토바이들에 내맡겨져 있다.
건국대학교,"옥수수 자급률 1%인 우리나라는 최근 GMO 옥수수 수입량을 대폭 늘렸다. 이 GMO 옥수수는 간장, 식용유, 빵, 과자 등에 광범위하게 쓰이고 있다. 문제는 GMO의 안전성이 입증되지 않은 상태에서, 소비자들이 GMO로 만든 음식물을 무분별하게 섭취하고 있다는 점이다. GMO 표기제가 제대로 확립되어 있지 않기 때문이다. 우리의 밥상은 위험한 GMO의 덫에 걸려있다."
건국대학교,"▲ © 이현자 기자공과대학 건물은 과도한 증축공사 때문에, 4개의 동으로 구성된 복잡한 구조가 되었다. 그럼에도 불구하고 안내판에는 현 위치가 표시되지 않아, 어디가 어디인지 파악하기가 쉽지 않은 실정이다. 특히, 공과대 건물을 처음으로 이용하는 새내기와 교양과목을 듣는 타 단과대 학우들이 헤매는 경우가 빈번하다. 현 위치 표시가 있는 ‘친절한’ 안내판 설치가 필요하다."
건국대학교,"해마다 정월 대보름 전날, 마을의 젊은이와 어린이들은 논과 밭, 들의 마른 풀에 불을 놓는 쥐불놀이를 즐겼다. 사람들은 흥겹게 불을 놓으며 병해충의 근원을 태워 없애고, 곡식을 갉아먹는 쥐를 쫓았으며 재를 거름으로 이용해 다음 농사의 풍년을 준비했다. 민중의 달 6월, 국민이 든 백만 개의 촛불이 부조리한 현실을 태우고 곧 다가올 희망의 싹이 되기를 기원한다."
건국대학교,"매년 대동제 즈음 장안벌에는 썰물과 밀물이 몰려온다. '연예인' 따라 들어오는 밀물과 같이 따라 빠져나가는 썰물. 그렇지만 '학생들의 행사'에는 밀물 없이 썰물만 있을 뿐이다. 곽철은 총학생회장은 ""학우들의 순수한 행사들이 대접받는 축제를 만들고 싶다""고 말했다. 이처럼 학생들의 행사에서도 밀물이 밀려오기를 바라는 것은 무리인가"
건국대학교,▲ © 유현제 기자 제18회 상허대상 시상식이 13일 이른 11시 새천년관 우곡국제회의장에서 열렸다. 양창수 서울대 법대 교수(법률 부문)와 김진원 SBS 보도본부장(언론 부문)이 영광의 수상자로 선정되었다
건국대학교,"무지한 국민 때문에 힘이 드시답니다. 수치(水治)를 위해 운하 좀 파겠다는데 거세게 반대하질 않나, 질 좋고 값싼 미국산 쇠고기 좀 수입하겠다는데 들불처럼 일어나질 않나. 이런 국민 때문에 시위, 문화제, 집회 등에 무조건 공권력을 투입하지만 국민들은 더 타오르기만 한다네요. 근데 말입니다. 무지한 국민조차 납득시키지 못하는 일들이 과연 합리적인 결정일까요? 너무 나가시면 무지한 국민은 따라가질 못해요! 한마디 던지고 싶습니다. 'MB, 좀 Stop!'▲ © 유현제"
