,제목,내용
364,"대학일자리사업단, 6월 청년 일자리 카페 프로그램 개최","광진구&세종대 청년 일자리 카페 프로그램 포스터대학일자리사업단은 6월 7일부터 6월 28일까지 ‘광진구&세종대 청년 일자리 카페 프로그램’을 개최한다. 이번 프로그램은 취업을 준비하고 있는 청년들에게 도움을 주고자 마련되었다. 프로그램은 전면 비대면(ZOOM)으로 진행된다.프로그램은 6월 7일, 6월 14일, 6월 21일, 6월 28일 네 차례 진행된다. 시간은 13시부터 15시까지이다. 첫날인 6월 7일에는 ‘서류탈락 원인분석’을 주제로 진행된다. 지원한 입사지원서에 기반해 탈락 원인을 분석하여 보완할 사항들에 대해 설명한다. 6월 14일은 ‘전공무관 직무 파헤치기’를 중심으로 나의 전공을 살리지 않고 취업을 할 수 있는 직무에 대한 방법을 전달한다. 6월 21일은 ‘나에게 맞는 진로탐색 방법’에 대해 알려준다. 나의 전공, 경험 정리를 통해 나에게 맞는 직무탐색법을 설명한다. 6월 28일은 ‘2021년 하반기 채용동향 및 전략’을 주제로 채용시장 흐름에 대한 이해 및 전략계획 수립을 도와준다.신청은 서울일자리포털(http://job.seoul.go.kr)을 통해 가능하다.자세한 내용은 전진호 취업지원관(02-6935-2496)에게 문의하면 된다."
365,"대학일자리사업단, 6월 SJ Jobs 취업 프로그램 진행","6월 SJ Jobs 취업 프로그램 포스터대학일자리사업단은 취업 준비를 위한 ‘6월 SJ Jobs 취업 프로그램’을 실시한다.SJ Jobs 취업 프로그램은 취업을 준비하는 학생들에게 면접과 서류 작성에 대한 도움을 주고자 마련됐다. 프로그램은 전면 비대면(ZOOM)으로 진행된다.프로그램은 6월 7일, 6월 21일, 6월 28일 세 차례 진행된다. 시간은 11시부터 12시까지이다. 첫날은 ‘면접 이미지 메이킹’을 주제로 진행된다. 면접에서 어떤 방식으로 이미지를 만들어 갈 수 있는지 설명한다. 6월 21일은 ‘면접 동향 및 답변 준비하기’를 주제로 최근 면접의 흐름과 면접에서 가능한 올바른 답변에 대해 전달한다. 6월 28일은 ‘구직 서류 작성법’에 대해 알려준다. 구직 서류에서 중요한 포인트와 팁을 전달한다.대상은 취업 준비에 관심이 있거나 어려움을 겪고 있는 모든 학생이다.신청은 경력개발시스템(유드림)을 통해 할 수 있다. 자세한 내용은 김보람 취업지원관(02-6935-2497)에게 문의하면 된다."
366,"캠퍼스타운 지원센터, 학생 마을 디자인 성과 공유회 진행","(왼쪽부터) 김영욱 캠퍼스타운센터장, 대상을 수상한 오채연 학생, 심재현 건축공학부 교수캠퍼스타운 지원센터는 지난 6월 2일 광개토관 컨퍼런스룸에서 ‘2021 학생 마을 디자인 성과 공유회 및 해단식’을 진행했다.학생 마을 디자인 활동은 캠퍼스타운 일대의 지역 문제를 주민들과 함께 개선하고 지역을 활성화하는데 주체적인 역할을 하는 프로그램이다. 이번 프로그램에는 24명의 학생들이 8팀으로 구성돼 3개월간의 학생 마을 디자인 활동을 수료했다.이날 행사에는 김영욱 캠퍼스타운센터장, 심재현 건축공학부 교수, 김찬주 대림대학교 교수 등이 참석했다.행사는 SNS 홍보 우수팀 발표와 학생 마을 디자인 우수자 발표 및 시상 순서로 진행됐다. SNS 홍보 우수팀의 1등은 꼬마디자이너 팀이였으며, 2등은 클래식 팀과 민나박이 팀이 차지했다. 학생 마을 디자인 활동의 대상은 꼬마디자이너 팀이 차지했다. 꼬마디자이너 팀은 ‘Sejong Oasis’란 주제로 프로젝트를 진행했다. 꼬마디자이너 팀에게는 상금 150만 원과 상장이 주어졌다. 최우수상 팀은 ‘희망을 잇는 별자리’란 주제로 프로젝트를 진행한 골목요정 팀이 차지했다.꼬마디자이너 팀의 오채연(건축공학부∙16) 학생은 “학생 마을 디자인은 단순히 디자인뿐만 아니라 실현되기까지의 과정을 경험해볼 수 있었던 좋은 활동이었다. 큰 상까지 받게 되어 너무 기쁘다”라고 말했다."
367,"대학혁신지원사업추진단, 3개 대학 연합 CHARM 프로젝트 진행","전경사진대학혁신지원사업추진단은 오는 6월 21일까지 3개 대학 연합 CHARM 프로젝트를 진행한다. 3개 대학은 세종대학교, 세명대학교, 서경대학교이다.  이번 프로그램은 다양한 학생들과 네트워크를 만들어 교류하고 지역사회의 문제를 함께 고민하고 해결책을 찾기 위해 마련됐다.프로젝트의 주제는 '지역사회에서 청년으로 살아가기'이다. 지역사회에서 살고 있는 많은 청년들이 지역사회가 안고 있는 문제를 디자인 사고(Design Thinkin) 방식을 통해 창의적으로 해결하는 프로젝트이다. 프로그램의 모든 과정은 비대면(ZOOM)으로 진행된다.프로젝트는 모두 4차례에 걸쳐 단계적인 팀 프로젝트를 수행한다. 첫날인 6월 29일에는 오리엔테이션과 디자인 사고(Design Thinkin) 방법론 워크숍을 진행한다. 6월 30일에는 지역사회 이해관계자를 인터뷰하여 문제를 탐색한다. 7월 1일에는 아이디어 논의 및 해결책 도출, 7월 2일에는 팀별 아이디어 제시 및 심사가 이루어진다. 프로젝트의 주관 대학은 세명대학교이다. 세종대학교는 해당 프로젝트가 중장기 발전 계획 중 '지역사회와의 연대 강화'에 해당되고, 학생들이 문제 해결 역량을 기를 수 있을 것이라 판단하여 참가하게 되었다.참가는 세종대학교 재학생이면 가능하다. 팀 구성은 세종대학교 학생과 타대학 학생들이 한 팀을 이루게 된다. 시상은 가장 효과적인 아이디어와 결과물을 도출해 낸 팀을 선정하여 수상한다. 대상은 20만 원, 최우수상은 15만 원, 우수상은 10만 원이 지급된다. 접수는 5월 24일부터 6월 21일까지다.  참가 신청은 포스터에 있는 QR코드 스캔 후 신청서를 작성하여 제출하면 된다.자세한 내용은 세종대학교 대학혁신지원사업추진단(02-6935-2564)으로 문의하면 된다.취재 / 허예은 홍보기자(gksktpfk@naver.com"
368,"캠퍼스타운, 제5기 서포터즈 발대식 개최","비대면으로 위촉장을 수여받고 있는 서포터즈캠퍼스타운은 지난 5월 25일 가온누리Ⅱ에서 제5기 서포터즈 발대식을 진행했다.이번 행사는 캠퍼스타운 단장, 부서 직원 그리고 서포터즈 학생들이 웹엑스에 접속해 비대면으로 진행됐다.서포터즈는 세종대 캠퍼스타운에서 진행하는 사업을 홍보한다. 매달 개인 미션과 팀 미션을 수행하여 SNS에 올리는 활동을 하게 된다.발대식은 캠퍼스타운 김영욱 센터장의 환영사로 시작됐다. 서포터즈로 선정된 8명의 학생들이 위촉장을 수여 받고 자기소개를 했다.캠퍼스타운의 사업내용 및 비전과 활동 가이드도 소개됐다. 서포터즈는 1년간 진행될 커리큘럼과 월별 활동에 대한 정보를 얻었다. 이번 서포터즈로 선발된 고다희(국어국문학과·17) 학생은 “세종대 학생으로서 캠퍼스타운 사업을 직접 홍보하는 기회를 얻게 되어 기쁘다. 서포터즈 활동을 통해 많은 사람들이 좋은 정보를 얻을 수 있도록 노력할 것이다”라고 말했다."
369,"호텔관광대학, (주)모두투어네트워크 유인태 대표이사 특강 진행",(주)모두투어네트워크 유인태 대표이사 특강을 진행하고 있다.호텔관광대학은 지난 5월 24일 여행사경영 전문가 초청특강을 진행했다. 이번 특강은 여행사경영론에 관심이 많은 학생이 모여 강의와 함께 질의응답 방식으로 이뤄졌다. 이날 특강은 (주)모두투어네트워크의 유인태 대표이사가 맡았다. 특강의 주제는 코로나로 어려운 관광산업계에서 모두투어가 살아남을 수 있었던 이유였다.유인태 대표이사는 현금 유동성과 고객과의 소통 매개체 확보의 중요성에 관해 전달했다.유인태 대표이사는 “랜선 투어는 비즈니스적 관점에서 제한적이지만 마케팅적 관점에서는 여행 욕구를 자극할 수 있다. 투어 회사는 인적 자원관리가 매우 중요하다. 수직적 구조가 아닌 수평적 구조 유지를 통해 모두가 의견을 제시하고 참여할 수 있는 문화가 중요하다”라고 강조했다.특강에 참석한 함태규(호텔관광경영학과·16) 학생은 “강의에서 배운 이론이 현장에 적용되는 사례를 들을 수 있었다. 특강을 통해 위기상황과 여러 변수에서 인적 자원관리의 중요성에 대해 실감할 수 있었다”라고 말했다.
370,"대학일자리사업단, 영어 면접 공략법 특강 진행","영어 면접 공략법 특강 포스터대학일자리사업단은 오는 6월 1일 영어 면접 공략법 특강을 진행한다.이번 프로그램은 영어 면접을 준비하면서 어려움을 겪는 학생들에게 도움이 되고자 실시한다. 특강은 비대면 줌(ZOOM)으로 진행된다.특강은 영어면접의 특성과 면접 스크립트 작성법으로 구성된다. 영어면접의 특성은 면접 스크립트 준비, 영어 면접 실전 준비 팁에 대해 교육한다. 면접 스크립트 작성법은 영어 면접 스크립트 설명과 가이드, 항목별 답변 작성법에 대해 알려준다.특강 시간은 14시부터 16시까지이다. 대상은 영어 면접에 관심이 있는 모든 학생이다.신청은 경력개발시스템(유드림)을 통해 할 수 있다.자세한 내용은 대학일자리사업단(02-3408-4151)에 문의하면 된다."
371,"학술정보원, 토익·토플 모의 테스트 이용 이벤트 진행","토익·토플 모의 테스트 이용 이벤트 포스터학술정보원은 토익·토플 모의 테스트 이용자에게 문화상품권을 증정하는 이벤트를 진행한다.이번 이벤트는 iBT 방식의 실전 대비 토익·토플 모의 테스트 이용 증대를 위해 기획되었다.토익·토플 모의 테스트를 이용한 횟수가 많은 학생에게 시상한다.참가는 세종대학교 재학생이면 누구나 가능하다.시상은 이용 횟수가 많은 순서대로 1등 1명, 2등 3명, 3등 10명을 선발한다. 1등에게는 문화상품권 10만 원, 2등에게는 5만 원 문화상품권, 3등에게는 1만 원 문화상품권을 증정한다.참여 기간은 5월 19일부터 6월 13일까지이다.참가하려면 학술정보원 홈페이지에 접속하여 전자정보> 동영상 강좌(E-Learning)에서 토익·토플 모의테스트를 이용하면 된다.자세한 내용은 학술정보원 홈페이지(https://library.sejong.ac.kr)를 참고하면 된다."
372,"SW중심대학사업단, 제11회 창의설계경진대회 개최","전년도 창의설계경진대회 시상식 모습SW중심대학사업단은 6월 18일 대양AI센터 콜라보랩에서 제11회 창의설계경진대회를 진행한다.창의설계경진대회는 학생들이 디자인한 캡스톤 수행 결과물을 동영상 콘텐츠로 제작해 발표하는 대회이다. 이번 대회는 학생들이 창의적인 제품을 개발해 설계 프로젝트를 수행하는 능력을 향상시키고자 마련됐다.대회의 참가 대상은 캡스톤디자인 수업 수강생과 창의학기제를 이수하고 있는 학생이다. 학생들은 최대 5명 이내로 팀을 구성해야 한다. 우수 팀은 캡스톤디자인 팀과 창의학기제 팀으로 나눠서 1등부터 3등까지 선발한다. 인기상은 6월 11일부터 6월 16일까지 각 팀의 유튜브 영상 좋아요 수에 따라 선발한다. 영상은 SW·AI중심대학추진단 유튜브 채널에 게시된다.참가 신청은 6월 1일부터 6월 4일 오후 5시까지이다. 신청은 두드림 비교과 홈페이지(http://do.sejong.ac.kr)를 통해서 해야 하며, 신청서와 10분 이내의 발표 동영상을 첨부해야 한다. 자세한 내용은 SW중심대학사업단(02-6935-2416)으로 문의하면 된다."
373,"인문과학대 학생회, 제7회 글로벌 세종 영상 공모전 개최","공모전 공식 포스터인문과학대 학생회 ‘Fall 人’은 제7회 글로벌 UCC 영상 공모전을 개최한다.이번 공모전은 인문과학대 학생회에서 매년 진행하는 행사다. 코로나19 상황을 극복하는 방법을 영상으로 담아 희망적인 메시지를 전달하기 위해 마련됐다.공모 주제는 ‘일상생활 속의 소중함’이다. 참가자들은 일상생활 속 행복과 소중함을 느끼는 순간을 영상으로 담아 자유롭게 표현하면 된다.지원은 세종대 재학생으로 이루어진 2~5인의 팀이 가능하며 휴학생은 제외된다. 제출 형식은 30초 광고, 자유 UCC 또는 뮤직비디오 중 한 가지 분야의 영상이다.공모전의 총 상금은 300만 원이다. 대상 1팀은 100만 원, 최우수상 1팀은 80만 원, 우수상 3팀은 40만 원이 지급된다.접수는 5월 24일부터 6월 11일까지다. 참가 신청과 영상제출은 인문과학대학 조교실(집현관 801호)을 방문하거나 이메일(csclg@sejong.ac.kr)로 제출하면 된다. 심사는 교수 평가와 학생 투표를 통해 진행된다. 시상식은 6월 21일 온라인으로 진행된다.자세한 내용은 인문과학대학 조교실(02-3408-3520)로 문의하면 된다."
374,"[포토뉴스] 세종 컬리너리스쿨(SCIA), ‘칵테일 조주기능사’ 수업 진행","수업 시작 전 시험을 보는 수강생들김희진 바텐더가 증류장치를 설명하고 있다.김희진 바텐더가 단식 증류기를 설명하고 있다.김희진 바텐더가 Measure Cup을 설명하고 있다.김희진 바텐더가 칵테일 글라스를 설명하고 있다.수업을 듣는 수강생들세종대 컬리너리스쿨(SCIA, Sejong Culinary Institute of Asia)은 지난 5월 13일 ‘칵테일 조주기능사’ 수업을 진행했다.김희진 바텐더는 음료의 이해, Bar 기물 사용법이라는 주제로 수업을 시작했다. 수업에서 증류장치, Gin, Vodka, Rum, Tequila, Brandy, 칵테일 도구와 얼음의 종류에 대해 자세하게 설명했다."
375,"[포토뉴스] 김부겸 국무총리와 안경덕 고용노동부 장관, 세종대를 찾다",김부겸 총리를 맞이하는 학생회관 LED 간판안경덕 고용노동부 장관과 악수하는 배덕효 총장안 장관과 배덕효 총장배덕효 총장이 (왼쪽) 김부겸 총리를 맞이하고 있다간담회 시작 전 참석자들과 인사를 나누고 있다간담회 현장 (왼쪽부터) 엄종화 부총장과 배덕효 총장세종대 학생들과 간담회를 하고 있다대학일자리센터를 방문해 현황을 전달받고 있다대학일자리센터 라이브 강의를 참관해 학생들과 인사하는 김 총리김 총리가 학생들과 마지막 인사를 나누고 있다김부겸 총리와 안경덕 고용노동부 장관이 세종대를 찾았다. 김 총리의 민생해결 첫 행보로 대학일자리센터를 방문해 청년들의 취업·창업 현황을 보고받았다.비공식 간담회도 진행됐다. 김 총리와 안 장관은 세종대 학생·관계자들과 대화의 시간을 가져 대학생활과 취업 준비과정의 애로사항을 경청했다.
376,"대학일자리사업단, 6월 SJ Jobs 프로그램 진행","6월 SJ Jobs 프로그램 포스터대학일자리사업단은 취업 준비를 위한 ‘6월 SJ Jobs 프로그램’을 실시한다.SJ Jobs 프로그램은 진로 설정에 어려움이 있거나 취업을 준비하는 학생들에게 진로특강을 통해 도움을 주고자 마련됐다. 프로그램은 전면 비대면(ZOOM)으로 진행된다.프로그램은 6월 2일, 6월 23일, 6월 30일 세 차례 진행된다. 시간은 11시부터 12시까지이다. 첫 날은 ‘워크넷 사이트 파헤치기’를 주제로 워크넷 사이트를 통해 진로 탐색 및 설정에 필요한 정보를 얻을 수 있는 방법을 설명한다. 두 번째 날은 ‘경험정리를 통한 직무설정’을 주제로 경험 정리가 직무와 진로 설정에 어떻게 도움을 주는 지 전달한다. 마지막 날은 ‘성공을 위한 시간 관리와 목표 설정’을 주제로 성공을 위해 제대로 시간 관리하는 방법과 목표를 설정하는 방법을 알려준다.신청은 경력개발시스템(유드림)을 통해 할 수 있다. 날짜별로 개별 신청도 가능하다. 신청 기간은 ‘워크넷 사이트 파헤치기‘는 5월 31일까지이며, ’경험정리를 위한 직무설정‘은 6월 21일까지이다. ’성공을 위한 시간관리와 목표설정‘은 6월 28일까지이다.자세한 내용은 김보람 취업지원관(02-6935-2497)에게 문의하면 된다."
377,"김부겸 국무총리·안경덕 고용노동부 장관, 세종대 대학일자리센터 방문","김부겸 총리와 안경덕 장관이 세종대 관계자·학생들과 기념사진을 찍고 있다김부겸 국무총리와 안경덕 고용노동부 장관이 5월 21일 학생회관 대학일자리센터를 방문했다.김 총리와 안 장관은 고용 요건이 어려운 상황에서 청년들의 취업 준비를 지원하고 있는 대학일자리센터 관계자들을 격려했다. 김 총리의 세종대 방문은 취임 이후 민생해결을 위한 첫 번째 현장방문이다.김 총리와 안 장관은 황용식 취업지원처장으로부터 대학일자리센터 운영 방식과 현황에 대해 전달받았다. 이후 재학생들과 소통을 시간을 가져 청년들의 취업 준비과정과 학교생활에서 겪는 애로사항도 경청했다. 세종대는 지난 2017년 대학일자리센터 사업에 선정됐다. 현재 2021년 5차 년도를 운영하고 있다. 대학일자리센터는 지난해 진로 및 취·창업 상담 14,949건을 진행했다. 진로 취·창업 정규교과 강좌도 31개 개설해 총 9,501명이 이수했다. 이외에도 다양한 비교과 프로그램과 해외취업 프로그램을 진행해 학생들의 원활한 노동시장 진입을 돕고 있다.김 총리는 “세종대를 방문해 배덕효 총장님과 학생들을 만나게 되어 반갑다. 코로나19로 더욱 어려워진 일자리 환경에서 학생들의 취업을 돕기 위해 애쓰고 계신 점에 깊은 감사를 드린다. 앞으로도 적극적인 취업 지원을 통해 청년들이 원활하게 사회로 진출할 수 있도록 지원해 달라”라고 당부했다."
378,"대양휴머니티칼리지, 2021 융합글쓰기 특강 진행","융합글쓰기 특강 진행 모습대양휴머니티칼리지는 5월 20일 광개토관 109호에서 2021년 1학기 융합글쓰기 특강을 진행했다.이날 특강은 학생들이 창의적인 글쓰기에 대한 기초를 다지고, 융합적 글쓰기에 쉽게 접근할 수 있도록 하기 위해 마련됐다. 특강은 소수 인원만 사전에 선착순으로 신청을 받았으며, 30여 명의 학생들이 참석했다. 특강은 네이처가 주목한 달 과학자인 한국천문연구원 심채경 연구원이 맡았다. 강의 주제는 ‘과학자의 글쓰기’였다. 그는 과학자에게도 글쓰기는 필수적이라고 강조하며 강연을 시작했다. 그는 “과학자는 논문, 제안서, 보고서 등을 위해 글쓰기를 계속해야 한다. 글을 쓸 때 시작이 어렵다면 주제에 대한 생각을 세 가지로 정리해 세 줄 쓰기를 해보면 좋다. 세 줄 쓰기를 한 다음에 가지를 만들어 자신의 생각을 구체화해본다면 좋은 글쓰기가 된다”라고 조언했다.끝으로 “과학적인 글쓰기는 논증을 하는 것이 특징이다. 논증을 하며 글을 쓰는 것은 과학자에게만 적용되는 것은 아니라 다양한 분야에도 적용된다. 많은 대학생들이 전공에 상관없이 과학적인 글쓰기를 도전해 글쓰기를 배워 나갔으면 좋겠다”라고 말하며 강연을 마쳤다.특강에 참석한 김세린(물리천문학과·17) 학생은 “융합글쓰기 특강을 통해 글쓰기에 대한 다양한 방법들을 꼼꼼하게 배울 수 있어서 많은 도움이 됐다. 앞으로도 글쓰기와 관련된 특강들이 더욱 활발하게 열렸으면 좋겠다”라고 말했다.이날 강연은 사전에 온라인 특강으로 신청한 240여 명의 학생들에게 6월 3일까지 블랙보드를 통해 녹화한 영상으로 제공된다."
379,"대학일자리사업단, 면접 마스터 프로그램 진행",면접 마스터 프로그램 포스터대학일자리사업단은 오는 5월 26일 면접 마스터 프로그램을 진행한다.이번 프로그램은 면접을 준비하면서 어려움을 겪는 학생들에게 도움이 되고자 실시한다. 특강은 비대면 줌(ZOOM)으로 진행된다.특강은 취업 시 면접을 어떻게 준비하고 대처해야 하는지에 대해 상세히 전달한다. 특강은 전현직 인사담당자와 화상면접으로 진행되고 1:2 직무역량 모의면접 후 피드백 시간을 가진다. 특강 진행은 2인 1조로 50분씩 6팀으로 운영된다. 특강 시간은 10시부터 17시까지이다.대상은 4학년 학생 중 이력서와 자기소개서가 준비된 학생이다. 신청은 경력개발시스템(유드림)을 통해 할 수 있다.자세한 내용은 주세련 취업지원관(02-3408-4151)에게 문의하면 된다.
380,[포토뉴스] 회화과 과제전 전시 ‘POP-UP’에 가다,"‘POP-UP’ 전시회 입구'POP-UP' 전시회 내부 모습최고원 학생의 작품들이 전시되어 있다.작품명 ‘조화가조화로운’작품명 ‘낯선 가지의 꽃’작품명 ‘PYEeeeee’작품명 ‘Another Sky World’설하은 학생의 작품들이 전시되어 있다.예체능대학 회화과는 지난 5월 21일까지 광개토관 B1 세종아트갤러리에서 ‘POP-UP’ 전시회를 진행했다.‘POP-UP' 전시회는 인터넷에 일시적으로 뜨는 팝업창처럼 지금 우리의 모습을 미지의, 일시적인 상태로 비유한 작품을 선보였다. 관람객은 다양한 작품을 음미하며 새로운 미술 세계를 접했다."
381,"대학일자리사업단, ‘우리는 함께 니까 할 수 있어’ 특강 진행","‘우리는 함께니까 할 수 있어’ 특강 안내 포스터대학일자리사업단은 6월 3일과 6월 4일 ‘우리는 함께니까 할 수 있어’ 특강을 진행한다.이번 특강은 취업 준비를 하는 학생을 위해 마련됐다.특강은 '취업 자존감 올리기’와 ‘미래를 준비하는 성향별 시간 관리’라는 2가지 주제로 진행된다. 취업 자존감 올리기 특강은 부정적 감정 관리, 낮은 자존감의 원인과 회복에 관한 내용을 중심으로 한다. 미래를 준비하는 성향별 시간 관리 특강은 성향 검사를 통해 적성과 직무를 찾아 목표를 설정하고 관리하는 내용을 다룬다.취업 자존감 올리기 특강은 6월 3일 진행되고, 미래를 준비하는 성향별 시간 관리 특강은 4일 진행된다. 특강은 모두 오후 2시부터 3시까지 비대면(ZOOM)으로 이뤄진다.특강 신청은 강의 진행 하루 전날까지 학생경력개발시스템(udream.sejong.ac.kr)으로 개별 접수하면 된다.자세한 내용은 취업지원과(02-3408-4153)로 문의하면 된다."
382,"취업지원처, SJ 동문 선배 멘토링 진행",SJ 동문 선배 멘토링을 진행하고 있다.취업지원처는 지난 5월 15일 학생회관 305A에서 'SJ 동문 선배 멘토링'을 진행했다. 이번 멘토링은 SW 직무에 관심이 많은 학생들이 모여 일대일 질의응답을 하는 형식으로 전개됐다. 이날 멘토링은 삼성전자 네트워크사업부에서 SW 개발 직무를 담당하고 있는 손희정 동문(전자정보통신공학과·16)이 맡았다. 손희정 동문은 학생들에게 자신이 맡은 업무에 대한 소개와 현실적인 취업 이야기를 전달했다.손희정 동문은 현직자가 실질적으로 느꼈던 SW 분야와 IT 분야의 차이점과 시험 준비 방법을 학생들이 이해하기 쉽게 설명했다. 손희정 동문은 “취업을 준비하기 전에 자신이 하고자 하는 직무에 대한 파악이 중요하다”라고 말했다.손희정 동문은 “자기소개서에는 자신이 했던 활동들을 최대한 많이 적어냈다. 면접 때 전공 지식뿐만 아니라 자기소개서에 적어서 낸 것들을 물어본다. 자기소개서에 적었던 이력들은 철저한 연습을 통해 완벽히 숙지해야 한다”라고 말했다.    멘토링에 참석한 이현진(전자정보통신공학과·20) 학생은 “실제 취업한 선배의 멘토링을 통해 앞으로의 취업에 대한 구체적인 목표를 세우는 데 도움이 됐다. 조언대로 직무 중심적인 다양한 활동들을 찾아보고 싶다”라고 말했다.
383,"학생지원과, 2021학년도 언론고시반 실원 모집","전경사진학생지원처는 2021학년도 언론고시반 실원을 모집한다.언론고시반은 기자, PD와 아나운서 등 언론·방송계 취업을 희망하는 학생들을 위해 운영된다.언론고시반 실원은 매주 논술·작문 전문가 수업을 받는다. 개인 도서 구입비와 각종 시험 응시료를 지원받는다. 언론고시반 열람실 개인 좌석도 제공된다. 모집 기간은 5월 12일부터 20일까지다. 전형은 1차 서류 심사와 2차 시사시험 및 면접으로 진행된다. 면접은 5월 28일에 진행된다. 구체적 일정은 면접 대상자에게 개별 통보된다. 아나운서 직군 지원자는 뉴스 원고 읽기 시험도 병행된다.지원 자격은 3학년 1학기 이상인 학생이다. 남성은 군필 또는 면제자여야 한다. 휴학생은 해당 조건을 만족하면 가능하다.신청은 지원 서류를 학생지원과 메일(student@sejong.ac.kr)로 제출하면 된다.자세한 내용은 학생지원과(02-3408-3053)로 문의하면 된다."
384,"학술전산처, 제51회 독서경시대회 개최","학술정보원 전경학술전산처는 6월 2일 제51회 독서경시대회를 개최한다.독서경시대회는 ‘책 읽는 세종인’ 육성을 통한 교육경쟁력 강화, 독서를 통한 문화적 소양과 문제해결능력, 창의적 사고력 신장, 독서를 통한 참된 인성교육 실현을 위해 마련되었다.대회는 추천도서에 대한 퀴즈 문제로 치러진다. 대회의 추천도서는 요제프 알로이스 슘페터의 <자본주의 사회주의 민주주의>와 마이클 샌델의 <공정하다는 착각> 두 권이다. 이 가운데 한 권을 선택하면 된다. 추천 도서는 학술정보원 제3자료실(9층)에 비치되어 있다.퀴즈는 도서별 객관식과 주관식을 합해 30문제가 출제된다. 신청은 세종대 재학생이면 누구나 가능하며 접수인원 제한은 없다. 단 휴학생과 학기초과생은 제외된다.신청 기간은 5월 4일부터 5월 25일 18시까지이다.대회는 1등 4명과 2등 8명, 3등 16명, 4등 36명의 입상자를 선발한다. 1등은 장학금 80만 원, 2등은 60만 원, 3등은 40만 원, 4등은 20만 원이 주어진다. 장학금은 등록금 범위를 초과하여도 전액 지급된다. 입상자 외에도 일정 성적을 취득한 학생은 고전 독서 인증이 부여된다.신청은 두드림 비교과 홈페이지(https://do.sejong.ac.kr)를 통해 할 수 있다. 자세한 내용은 학술정보원 2층 대출실(02-3409-3862)에 문의하면 된다."
385,"캠퍼스타운 지원센터, 아이디어 공모전 시상식 진행","(오른쪽부터)세종대 배덕효 총장과 최우수상을 수상한 김유진 씨캠퍼스타운 지원센터는 지난 5월 11일 집현관 10층에서 세종대 후문 환경 개선을 위한 아이디어 공모전 시상식을 진행했다.이번 공모전은 세종대 후문의 노후화된 시설을 정비하고 지역주민에게 보행 친화적 환경을 제공하고자 마련됐다. 공모전에는 총 20팀이 신청했으며, 세종대 학생 팀뿐만 아니라 외부 일반인도 참가했다. 시상식은 세종대 배덕효 총장과 캠퍼스타운 지원센터 김영욱 센터장 등이 참석했다. 우수 학생 시상 전에는 최우수상과 우수상 수상 팀의 작품 발표도 진행됐다.총장상인 최우수상은 서울시 주민인 김유진 씨가 차지했다. 김유진 씨는 ‘파랑주의보’라는 주제로 발표했다. 파랑주의보는 콘크리트 재질인 인공 건축물에 파도라는 물체를 이용해 자연과 인간의 공존에 관한 이야기를 담아냈다. 김유진 씨에게는 총장상과 더불어 200만 원의 상금이 수여됐다.지원센터장상인 우수상은 이유영(건축공학부∙19), 최주영(창의소프트학부∙18), 김민정(호텔관광외식경영학부∙19) 학생 팀이 받았다. 우수상 팀은 ‘전통과 세종대학교만의’라는 주제로 발표했으며, 100만 원의 상금을 받았다. 또한 총 5팀의 입선 수상자들에게도 상장과 20만 원의 상금이 수여됐다.최우수상을 수상한 김유진 씨는 “세종대 아이디어 공모전에서 최우수상이라는 큰 상을 받게 되어 매우 영광이다. 실제 디자인한 아이디어가 이용되어 세종대 후문을 다니는 사람들에게 기쁨을 줬으면 좋겠다”라고 말했다."
386,"창업지원단, 2021 교내 창업 동아리 모집","전경사진창업지원단은 오는 5월 28일까지 2021년 교내 창업 동아리를 모집한다. 이번 프로그램은 창업에 관심 있는 학생들에게 멘토링과 네트워킹을 지원하기 위해 마련됐다.창업 동아리는 대학 내의 창업 활동을 목적으로 하는 동아리를 말한다. 동아리원들은 교내·외 전문가로부터 멘토링을 받을 수 있고, 선배 창업자와 네트워킹도 할 수 있다. 동아리 선정 기준은 창업 활동 계획, 팀 역량, 창의성, 창업지원단 행사 참여도이며, 제출 서류에 대한 서면 평가로 이루어진다. 창업지원단에서 진행하는 비교과 프로그램 참여시 가산점이 부여된다. 창업한 경우 무상 입주공간이 지원되고 공간 입주 신청 시 가산점도 얻게 된다. 우수 활동 동아리에게는 인증서도 수여된다. 참가는 세종대학교 학생으로 졸업생, 휴학생, 대학원생 모두 가능하다. 팀은 5인 이내로 구성해야 하며, 타 대학의 학생도 구성원으로 참여 가능하다. 참가하려면 신청서와 창업 동아리 활동 계획서를 제출하면 된다.신청은 두드림 홈페이지(do.sejong.ac.kr)에서 가능하다. 자세한 내용은 창업지원단(02-3408-3998)으로 문의하면 된다.취재 / 허예은 홍보기자(gksktpfk@naver.com"
