,대학명,내용
223,서울시립대학교,"4월 9일(화) 총장 이하 주요 보직자 등 30여명이 참석하여 기념 식수 - 살구나무, 밤나무 묘목 2종 100주 식수 지난 4월 9일(화) 강촌수련원(강원도 춘천시 남산면 소재) 입구에 개교  100주년을 기념하여 살구나무, 밤나무 2종의 묘목 100주를 식수했다.  강촌수련원은 서울시립대 동문들의 모교 사랑으로 세워진 교육과 휴식의 공간으로 (재)서울시립대학교 발전기금에서 학생, 교직원, 동문 등을 대상으로 휴식공간을 제공하고 학술세미나, 교육공간 제공 및 청소년, 일반인의 여가 활동을 지원하기 위한 목적으로 건립하여 2010년에 개원했다.  ※ 강촌수련원 - 홈페이지 : rivervalley.uos.ac.kr - 전화번호 : 033-262-3155~6"
224,서울시립대학교,"* 19일(월) 중앙도서관 1층 커뮤니티 라운지 'Book-Topia' 개소식 개최 * 2017년부터 단계적으로 학생들을 위한 공간 확충 및 환경개선 * 올해 2단계 사업으로 업무공간을 이전하고, 카페 등 학생 편의공간으로 탈바꿈  우리학교는 중앙도서관 1층 업무공간을 이전하고, 카페 등 학생 편의 공간인 커뮤니티 라운지 'Book-Topia'를 조성하여 19일(월) 개소식을 개최했다.이번 공사는 2017년 1단계 사업으로 노후화된 중앙도서관 1층 로비를 안전하고 쾌적한 공간으로 시설 및 환경을 개선하였고, 2018년 2단계 사업으로 업무 공간을 이전하고 스터디 ZONE(1인 스터디 ZONE(6), 그룹 스터디 ZONE(4), 정보검색 ZONE(9)), 커뮤니티 ZONE(카페 및 휴식 공간) 등 학생 편의 공간으로 확충한 것이다.  정병욱 중앙도서관장은 개소식을 통해 ""도서관은 공중시설로서 나만을 위하기보다는 서로 배려하고 소통하고 공유하는 도서관문화가 정착되도록 이용수칙과 도서관 규정을 잘 준수하여, 공공의 선(善)을 실현할 수 있기를 바란다.""고 말했다."
225,서울시립대학교,"* 개교 100주년 맞아 학생들이 제안한 다채로운 행사 마련 * 박원순 서울특별시장, 특별한 축사와 학생과의 대화도 * 뒷바라지 힘쓴 학부모에도 감사장 수여하는 뜻 깊은 시간도  우리학교가 개교 100주년을 맞아 재학생들의 의견을 적극 반영한 재기 발랄한 입학식을 개최했다. 지난 28일 오전 11시 우리 대학 대강당에서 열렸던 입학식에는 신입생, 학부모, 재학생 등 2천여명이 참석하였다. 또한 본 행사에 앞서 다양한 볼 거리와 즐길 거리를 준비했다. 정문부터 행사장 주변까지 재학생들의 거리 공연이이어지고, 무대 옆 푸드트럭에 츄러스와 커피를 마련하여 입학식에 참석한 학생과 학부모들이 즐겁게 입학식에 참석할 수 있도록 하였다.  행사장으로 가는 길목에는'경영학도들이여, 회계하라'(경영학부), '교복을 벗고 사복으로'(사회복지학과) 등재학생들이 만든 재치있는 전공학과 소개 현수막들이 신입생들을 맞이하여 소소한 재미를 자아냈다. 본 행사에도 특별한 순서가 마련되었다. 박원순 서울특별시장은 매년 하던 축사 대신, 대학생활을 시작하는 신입생들에게 당부의 말을 전하고 학생들의 질문에 답하는 시간을 가졌다.  이 날 입학하는 신입생은 37개 학부·과의 인문, 자연, 예체능계 학생 1,791명이다. 원윤희 총장을 비롯한 보직교수진, 박원순 서울시장, 권오병 서울시립대 총동창회장 등이 참석하였다.  서울시립대 개교 100주년에 입학한 18학번 신입생들에게 진심어린 축하를 보냅니다."
226,서울시립대학교,"우리대학은 지난 1월 25일(목) 오후 13시 30분부터 17시 40분까지 자연과학관 2층 국제회의장에서 '비교과교육 체계화를 통한 대학교육 혁신'을 주제로 ACE+ 사업성과확산 포럼을 개최했다. 이번 포럼은 대학자율역량강화지원사업(ACE+) 통한 대학교육의 역량 제고 및 교육의 질 향상을 목적으로 대학 관계자들의 우수사례를 공유하고, 운영방안에 대한 논의와 대학교육의 비전과 발전방향을 모색할 수 있도록 마련한 자리다. ACE+사업의 활동 내용과 포럼에 관한 자세한 사항은 서울시립대학교 ACE+사업 홈페이지를 통해 확인할 수 있다.  ACE+사업 홈페이지 : http://ace.uos.ac.kr/"
227,서울시립대학교,"우리 대학은 지난 1월 15일(월)부터 1월 21일(일)까지 5박7일 동안 2017학년도 대학자율역량강화지원사업(ACE+) 3차 사업의 일환인 글로벌 창업지원 프로그램「미주지역 글로벌 스타트업 탐방」으로 미국 실리콘밸리를 탐방했다.  이번 탐방단(재학생 포함 총 13명)은 김상순 경영학부 교수의 인솔하에 미국 실리콘밸리 탐방 및 현지 스타트업 CEO에게 피칭 멘토를 받음으로서 창업 아이템의 해외 진출 가능성을 확인하였다.  서울시립대학교는 이번 사업을 위해 작년 상반기부터 지속적인 교내 창업지원 프로그램 등을 통해 준비해온 학생들과 기존 창업 활동을 하고 있는 학생들에게 이번 행사를 위해 4개월간 철저한 사전준비를 해왔다.  또한 탐방단은 미국 샌프란시스코 실리콘밸리 내에 있는 IT 스타트업, 모바일 어플리케이션, 사물인터넷(IoT)스마트 기기 기업 등 다양한 분야의 스타트업기업을 방문하였으며 특히, 구글, 애플 등과 같이 청년 창업의 대표 기업 뿐만 아니라 Zenplace, SoundHound와 같은 스타트업 기업들과 Noisebridge, Bishop Ranch Intelligence Innovation Accelerator, Autodesk Gallery, 스탠포드 대학교 등을 방문하여 창업 선진국에 대한 폭넓은 시야를 확보할 기회를 가졌다.  Noisebridge는 해커스페이스(hackerspace)로써 누구나 자유롭게 참여할 수 있는 일종의 지식 교류 장소로써 이 곳에서 많은 아이디어가 발생되고 실리콘밸리와 같이 창업 선진국으로 발전할 수 있는 모태가 되는 곳이다. 참가생들은 우리나라에도 이러한 해커문화가 자연스럽게도 정착되어 많은 스타트업이 창출되기를 희망했다. 그 밖에도 참가생들은 피칭 멘토어인 실리콘밸리의 AlcaCruz CEO인 Peter Bae에게 피칭을 받음으로써 창업아이템의 해외진출 가능성 및 전략모색을 검토 받고 그 우수성을 입증 받았다.  SoundHound 의 공동창업가인 James Hom은 탐방단에게 기업의 성장과정 및 향후 발전 등에 대해 자세히 설명하고, 스타트업 선배로써 후배들이 갖춰야할 역량 및 소양에 대해 진솔하게 조언도 해주었다. 또한, Houndify 한국어 개발팀의 언어학 전공자들을 보고 공대전공자 뿐만 아니라 인문학 전공자에게도 실리콘밸리가 열려있다는 점에서 탐방단은 각자의 스타트업에 더욱 확고한 자신감을 가졌다. 서울시립대학교 송오성 연구처장은 “글로벌 기업가정신 함양, 창업 아이템의 해외진출 가능성 및 전략모색을 위하여 이 사업을 추진했다”고 말했으며, “앞으로도 스탠포드대학교처럼 창업에 대한 다양한 교육 프로그램을 통해 구글, 애플과 같은 세계적 기업을 일굴 글로벌 창업 마인드를 가진 인재를 양성하는데 적극적으로 지원 하겠다”고 밝혔다."
228,서울시립대학교,"서울시립대학교 제11기 해외봉사단은 2018년 개교 100주년을 맞아 라오스 방비엥에 위치하는 위엥싸마이 초등학교 학생들과 플랜카드 퍼포먼스를 선보이며 축하 메세지를 전달했다. 봉사단은 5일부터 19일까지 2주간 한국어, 미술.과학, 태권.보건 교육과 시설 봉사를 추진하고 있다."
229,서울시립대학교,"공과대학에서는 X-TWICE 실전문제연구단 ( 단장 이재호 , 부단장 김태현 ) 연구 성과 공유 한마당을 1 월 5 일 개최했다 .  이는 2017 년 5 월에 한국연구재단의 ‘ 현장맞춤형 이공계 인재양성 지원사업 ’ 에 선정된 사업으로 그동안 선정평가를 통하여 선발된 20 개의 학부생 중심의 연구팀이 이루어 낸 연구 성과를 발표하여 교내 구성원과 외부 산업체 인사와 소통하는 시간을 갖는 자리로 마련됐다 .  ‘ 연구 성과 공유 한마당 ’ 은 연구팀 소속 학생들이 도시산업 관련 (X-Urban) 주제와 , 자율적으로 정한 창의적 사회문제 해결형 (X-Capstone) 주제를 가지고 도전적이며 창의적인 , 현장에 적용할 수 있는 실전문제를 주도적으로 기획하고 수행하였다 .  이 자리는 학부생 중심으로 구성된 연구팀이 구성되었음에도 지도교수 및 산업체 멘토의 지도 하에 산업현장에 적용될 수 있는 ‘ 실전문제 ’ 를 주제로 연구하여 17 개의 특허 출원과 20 여 편의 논문발표 실적을 8 개월의 짧은 기간 동안에 만들어 내는 성과를 격려하고 기술이전 등을 통한 사업화에 대한 조언을 산업체 멘토로부터 청취하는 뜻 깊은 자리가 되었다 .  실전문제연구팀 중 최우수 2 팀은 한국연구재단에서 개최하는 X-Corps 페스티벌 ( 경진대회 ) 에 2018 년 1 월 11 일 ( 목 ) 에 서울시립대학교 대표로 출전할 예정이다 ."
230,서울시립대학교,"우리 대학이 12월 28일(목) 교육부로부터 자체 보유 우수기술을 사업화하기 위한 ‘산학연협력기술지주회사’ 설립인가를 받았다. ‘산학연협력기술지주회사’는 대학(산학협력단)이 현금, 현물(기술, 특허 등) 등을 출자해 자회사 설립 및 운영, 기술이전 및 사업화를 통해 영리활동을 수행하는 전담 조직이다. 이번 교육부 인가로 서울시립대는 ‘서울시립대학교 기술지주 주식회사’를 설립하고 서울시립대가 보유한 우수 기술 및 연구 인력을 기반으로 자회사를 설립하여 일자리 창출 확산 및 창업 선도모델 확립에 기여할 수 있게 되었다. 서울시립대학교 기술지주회사는 금년 1월중에 지자체 및 기업체를 대상으로 환경 측정 분석 서비스 제공 및 수질 통합 모니터링 패키지 판매, IoT 기반 하수처리 운영시스템 기술을 바탕으로 수익모델을 창출하는 주식회사 웨니(WENi, Co.Ltd. 대표이사 환경공학부 김현욱 교수)를 자회사 제1호로 설립할 예정이다.  특히 본 사업을 통해 환경적 측면에서 서울시를 비롯한 지자체의 환경기초시설의 성능 개선 및 운영기술 확보로 인한 에너지 절감 효과, 경제적 측면에서 국산화 성공으로 수입대체효과 및 생산증가에 따른 고용창출 효과를 기대해 볼 만 하다.  또한, 서울시립대는 2018년 제1호 자회사 설립을 시작으로 2028년까지 총 17개 자회사 설립을 추진할 예정이며, 자회사 총 매출은 132억, 신규 일자리 창출은 약 100명 고용을 목표로 하고 있다.  송오성 서울시립대학교기술지주회사 대표이사는 “이번 선정으로 서울시립대가 보유하고 있는 우수한 지식재산권을 기반으로 기술사업화를 통해 성과를 극대화하여 일자리 창출 확산 및 대학 청년실업 해소에 기여할 수 있는 길이 열렸다”면서 “서울시립대가 서울시 및 서울시 산하기관과의 협력 네트워킹을 통하여 2028년 설립 후 10년까지 4차 산업혁명에 걸맞는 도시과학기반의 신규 자회사 17개를 유치하여 지역 사회에 공헌할 수 있도록 최선의 노력을 다하겠다”고 말했다."
231,서울시립대학교,"건축학부 황지은 교수가 12월 19일 서울특별시장 표창을 수상, 민관협력을 통한 서울형 도시재생 사업에 적극 참여함으로써 시정발전에 기여한 공을 인정 받았다. 황지은 교수는다시세운 프로젝트 산업 활성화를 위해 2016년 11월 서울시와 서울시립대간 업무협약 체결, ​시티캠퍼스 운영을수행하였고, 세운상가 거점공간을 기반으로 세운베이스먼트 (세운전자상가 지하1층 보일러실), 세운강의실 (세운청계상가 813호), SE CLOUD 공유강의실 (아세아전자상가 3층) 등을 운영하는 등 서울도시건축 비엔날레 행사 등의 성공적인 추진을 위해기여했다."
232,서울시립대학교,"우리 대학에서 지난 19일 제13회 재한 베트남학생의날 행사가 베트남유학생회 주관, 베트남 대사관 및 한신공영(주)의 후원으로 열렸다. 재한베트남학생의날 행사는 베트남 학생간 유대감을 강화 및 국제학생에 베트남 전통문화 홍보, 한국-베트남간 우호 협력 관계 강화를 목적으로매년 개최되는 행사다. 올해는 한-베 수교 25주년을 기념하며 1,000여명의 전국 베트남 학생 및 국제 학생이 행사에 함께하였고, 1부 개막식과 공연, 2부 야외 문화행사(전통놀이, 음식체험) 등 다채로운 프로그램이 마련되었다. 이 날 행사에는 Vu Hong Nam 베트남 외무부 차관, Nguyen Vu Tu 베트남 대사, Long Dimanche 캄보디아 대사 포함 25명의 귀빈이 자리하였으며, 원윤희 서울시립대학교 총장, 안세현 국제교육원장, 한만희 국제도시과학대학원장 3인이 학교 대표로 참석하였다. 한만희 국제도시과학대학원장은 환영사를 통해 본 대학원 졸업 베트남 공무원 석사생을 언급하며 “올해 행사를 서울시립대에서 개최하게 되어 기쁘고, 앞으로 베트남과 서울시립대 나아가 한국과의 네트워크가 한층 활성화되기를 기대한다.”고 전했다. 서울시립대는 1996년 국내 최초로 도시과학대학을 설립한 특성화 학교로, 지난 2013년에는 국제도시과학대학원을 설립하여 개도국 공무원 석사학위과정 등을 운영, 글로벌 인력 양성 과정에 기여하고 있다. 특히, 국제도시과학대학원은 17명의 베트남 공무원 석사학위취득자를 배출, 환경부 및 국토부 마스터 플랜 공모에서 베트남 도시협력 2건이 당선된 바 있으며, 이번 행사를 기점으로 서울시립대학교는 베트남과의 긴밀한 협력을 더욱 추진할 계획이다."
233,서울시립대학교,"우리 대학에서 지난 19일 제13회 재한 베트남학생의날 행사가 베트남유학생회 주관, 베트남 대사관 및 한신공영(주)의 후원으로 열렸다.  재한베트남학생의날 행사는 베트남 학생간 유대감을 강화 및 국제학생에 베트남 전통문화 홍보, 한국-베트남간 우호 협력 관계 강화를 목적으로매년 개최되는 행사다.  올해는 한-베 수교 25주년을 기념하며 1,000여명의 전국 베트남 학생 및 국제 학생이 행사에 함께하였고, 1부 개막식과 공연, 2부 야외 문화행사(전통놀이, 음식체험) 등 다채로운 프로그램이 마련되었다.  이 날 행사에는 Vu Hong Nam 베트남 외무부 차관, Nguyen Vu Tu 베트남 대사, Long Dimanche 캄보디아 대사 포함 25명의 귀빈이 자리하였으며, 원윤희 서울시립대학교 총장, 안세현 국제교육원장, 한만희 국제도시과학대학원장 3인이 학교 대표로 참석하였다.  한만희 국제도시과학대학원장은 환영사를 통해 본 대학원 졸업 베트남 공무원 석사생을 언급하며 “올해 행사를 서울시립대에서 개최하게 되어 기쁘고, 앞으로 베트남과 서울시립대 나아가 한국과의 네트워크가 한층 활성화되기를 기대한다.”고 전했다.  서울시립대는 1996년 국내 최초로 도시과학대학을 설립한 특성화 학교로, 지난 2013년에는 국제도시과학대학원을 설립하여 개도국 공무원 석사학위과정 등을 운영, 글로벌 인력 양성 과정에 기여하고 있다.  특히, 국제도시과학대학원은 17명의 베트남 공무원 석사학위취득자를 배출, 환경부 및 국토부 마스터 플랜 공모에서 베트남 도시협력 2건이 당선된 바 있으며, 이번 행사를 기점으로 서울시립대학교는 베트남과의 긴밀한 협력을 더욱 추진할 계획이다."
234,서울시립대학교,"우리 대학은 LH공사 서울지역본부, 주거복지연대와 2017.11.13.(월) 오후 2시에 ‘서울시립대학교 캠퍼스타운 조성을 위한 업무협약’을 체결하고 취약계층 대학생과 청년창업인의 주거안정 및 일자리창출을 위해 적극 나선다고 밝혔다.  이번 협약은 LH공사가 보유하고 주거복지연대가 관리하고 있는 매입임대 공가주택을 활용, 서울시립대학교와 창업·거주·공동체형 청년창업 공간을 조성해, 대학가 일대 낙후지역의 도시재생을 꾀하고, 취약계층 대학생·청년 창업인의 주거안정과 일자리 창출을 목적으로 하고 있다.  협약에 따라 각 기관은 이번 프로그램에 선정된 대학생 및 청년창업인을 대상으로 창업·주거공간 임대 및 유지보수, 일자리 창출 프로그램에 대한 사항을 제공한다.  이번 협약을 통해 대학 인근 지역을 대상으로 대학의 자원을 활용해 학교와 지역사회의 협력을 바탕으로 청년일자리 창출 및 도시 재생을 위한 발판을 마련했다고 설명했다.  원윤희 총장은 “이번 협약은 대학의 자원을 활용해 서울시립대학교 인근의 도시재생과 함께, 청년 일자리 창출의 효과를 거둘 수 있어 더욱 의미 있는 것”이라며 “대학생과 청년창업인들에게 실효성 있는 사업이 되도록 더욱 노력하겠다”고 말했다."
235,서울시립대학교,◦ 주제 : 정치가 삶을 바꿀 수 있을까요?  - 박원순 서울특별시장의 철학과 시정 ◦ 일시 : 2017.10.30.(월) 17:30~18:30 ◦ 장소 : 자연과학관 1층 대회의실 ◦ 강사 : 박원순 서울특별시장 ◦ 주관 : 자유융합대학 ◦ 지원 : 자유융합대학 ◦ 후원 : 산학협력단
236,서울시립대학교,한-미 동맹강화 포럼(일자리 창출과 지속 가능한 발전 부문)개최
237,서울시립대학교,"서울시립대 스포츠과학과 제세영 교수, 유럽심장학회 Best Poster Award 수상 서울시립대학교(총장 원윤희) 스포츠과학과 제세영 교수가 최근 스페인 바로셀로나에서 개최된 심혈관 분야 세계 최고권위의 유럽심장학회(ESC congress 2017)에서 Best Poster Award를 수상했다. 이번 유럽심장학회 연례학술대회에는 전 세계 31,000명 이상의 심장혈관 내과의사 및 의과학자들이 참석했으며 투고된 초록만 11,000개 이상을 넘었다. 그중에서 Best Poster Award는 각 분야별 심사위원들에게 최상위 점수를 받은 초록에게 주어지는 상이다제세영 교수는 “Fitness, body mass index and the risk of sudden cardiac death in middle-aged men”이라는 주제의 논문을 발표해 국내 스포츠과학자로서는 처음으로 수상의 영예를 안았다. 제세영 교수는 스포츠과학과 혈관건강운동생리학 실험실에서 운동이 심혈관 예방과 치료에 미치는 효과를 규명하는 연구를 수행중이며 현재 한국연구재단 과제(일반공동연구지원사업) 연구책임자로 활동 중이다."
238,서울시립대학교,"서울시립대학교 학교홍보동영상이 2017 국제비즈니스대상(International Business Awared, IBA)에서 비디오(교육) 부문 금상을 수상하였다. IBA는 전 세계 기업들을 대상으로 한해 펼친 경영활동을 15개부문에 걸쳐 평가하는 '비즈니스계의 오스카상'으로 불린다. 올해 IBA에는 60여 개국에서 900여편의 작품이 출품됐다. 예심과 본심으로 나눠 심사가 진행됐다. 이번 심사에서 서울시립대 홍보동영상은 ""단지 교육이라는 것을 넘어 대학이라는 가치를 발전시킨 좋은 광고였다"", ""이 동영상은 서울시립대의 위대함과 이 교육기관의 오래된 역사에 대해 진정하게 서술했다""라는 평을 받았다. 한편 2017 IBA 시상식은 오는 10월 21일 스페인 바르셀로나에서 개최될 예정이다. Livestream을 통해 전 세계에 생중계된다.※ 홍보영상은 학교 홈페이지/홍보관/UOS미디어/홍보영상에서 보실 수 있습니다. http://pr.uos.ac.kr/media/media.php"
239,서울시립대학교,"서울시립대학교 탁구동아리 스쿠타, 전국 탁구동호인대회 입상7월 23일 제34회 전국대학 탁구동호인 연맹대회에서 우리 대학 탁구동아리 스쿠타(SCUTTA: Seoul City University Table Tennis Association, 회장 강배훈)가남자단체전 준우승을 차지했다. 우승 멤버는윤병환 ,이상언, 이지환, 최상의, 박진석이다. 이번대회는 서울 잠실학생체육관에서 진행되었으며 총 40개 대학에서 총 50팀이 출전, 500여 명이 참가했다. 스쿠타는32년의 긴 역사를 자랑하는 전통있는 동아리로현재스쿠타의 지도교수인 환경원예학과 학과장 김진원 교수는스쿠타의 창립멤버이다. 동아리방은 학생회관 3층에있으며, 탁구장은 학생회관 지하 1층에있다. [스쿠타가 전하는이야기]동아리의 목적은 탁구를 통한 심신단련입니다. 또한 학생 신분으로서 공부의 피로와 스트레스를 탁구로 해소하고 정기훈련으로 실력을 쌓고 주말에 아침부터 같이 운동을 하며 공부와 건강이라는 두 마리 토끼를 잡는 멋진 사람들의 모임입니다. 실력을 쌓아 생활체육대회, 대학동호인대회 출전하여 입상을 하는 역시 부원들의 목표 중 하나입니다.  연맹대회의 꽃은 역시 남자 단체전입니다. 각 대학에서 5명이 팀이 되어 단식(5세트 3선승) 5경기를 진행하고 3경기를 먼저 승리한 팀이 이기는 방식으로 진행됩니다. 이번 단체전은 40개 대학에서 총 50팀이 출전하였고 64강을 부전승하고 32강부터 올라갔습니다. 시립대A팀은 한양대B팀, 고대안암B팀, 인하대A팀, 세종대A팀을 순서대로 꺾고 결승전에 진출하였고 아쉽게 결승에서 한양대A팀을 만나서 패배하였지만, 7년만에 남자 단체전 결승 진출과 선수 출신 학생도 없고 열악한 환경 속에서 개인 사비를 들여 탁구장에서 레슨을 받으며 만들어낸 값진 성과이기에 더욱 빛나는 성과였습니다."
240,서울시립대학교,"서울시립대학교 학교홍보동영상이 2017 국제비즈니스대상(International Business Awared, IBA)에서 비디오(교육) 부문 금상을 수상하였다. IBA는 전 세계 기업들을 대상으로 한해 펼친 경영활동을 15개부문에 걸쳐 평가하는 '비즈니스계의 오스카상'으로 불린다. 올해 IBA에는 60여 개국에서 900여편의 작품이 출품됐다. 예심과 본심으로 나눠 심사가 진행됐다. 이번 심사에서 서울시립대 홍보동영상은 ""단지 교육이라는 것을 넘어 대학이라는 가치를 발전시킨 좋은 광고였다"", ""이 동영상은 서울시립대의 위대함과 이 교육기관의 오래된 역사에 대해 진정하게 서술했다""라는 평을 받았다. 한편 2017 IBA 시상식은 오는 10월 21일 스페인 바르셀로나에서 개최될 예정이다. Livestream을 통해 전 세계에 생중계된다.※ 홍보영상은 학교홈페이지/홍보관/​UOS미디어/'홍보영상'에서 다시 볼 수 있습니다. http://pr.uos.ac.kr/media/media.php"
241,서울시립대학교,"□우리 대학에서는 여름방학을 맞은 학생과 학부모를 위해 진로탐색 휴먼라이브러리 ‘17년 교수님과 나누는 진짜 진로 이야기Ⅰ을 8월 7일(월)부터 10일(목)까지 서울시립대학교 법학관 205호 강의실에서 진행했다. ​○ 휴먼라이브러리는 사람이 책처럼 대출되어 대출자와 직접 만나 소통하는 것으로, 이번 행사에는 건축학부, 도시사회학과, 국제관계학과, 수학과 등 각기 다른 전공의 서울시립대학교 교수 12명이 참가했다.  ○ 총115명이 독자로 참석한 이번 행사는 방학을 맞아 초‧중‧고등학생들과 학부모들에게 진로와 진학 탐색에 도움을 주고자 마련되었다. ​○ 교수진은 전공 소개와 자신만의 진로를 개척하고 있는 졸업생들에게 생생한 경험담을 제공했다. 또한 청중의 질문을 받아 답하는 Q&A 시간을 가졌다. 자세한 이야기는 서울휴먼라이브러리 홈페이지(http://seoulhumanlibrary.org) 공지사항에 게재된다.  □ 서울시립대는 14년 6월에 서울휴먼라이브러리를 개관하여 꾸준히 운영해 오고 있다. ○ 15년 12월에는 원윤희 총장이 사람책으로 나서 인근 고등학생 80여명에게 ‘청소년의 꿈’을 주제로자신의 학창시절을 들려주고, 학생들의 이야기를 들었다. ​○ 매년 4, 5월에는 16개 학과 재학생들이 인근 중학교를 직접 찾아가는 ‘이동도서관’의 방식으로  대학생활, 공부비법과 적성 등에 대한 이야기를 나누었으며, ​○ 지난 어린이날에는 서울시 산하기관인 서울시립북서울미술관과 함께 ‘동아리 재능나눔 공연’을  실시하여 미술관을 찾은 시민 3,000여명에게 풍물패, 마술, 밴드 공연 등의 다양한 문화체험과 볼거리를 제공한 바 있다."
242,서울시립대학교,"서울시립대, 4년제 최초 입학전형료‧입학금 전면 무료​- 전국 첫 반값등록금 이어 실질적 학비부담 경감, 공립대 사회적 책무‧공공성 강화 - '18학년도 신입생부터 적용… '17년 기준 입학금 9만2천 원, 전형료 3만5천 원~6만 원 - “입학전형료 18,000명 이상, 입학금 2,044명 혜택받을 것으로 예상”□ 우리 대학(총장 원윤희)은 '12년 전국 대학 최초로 반값등록금을 시행한 데 이어 2018학년도부터는 입학전형료와 입학금을 전면 없애기로 했다. □ 그 동안 논란이 됐던 과도한 대학입시 관련 입학전형료·입학금 등 각종 비용을 합리적으로 개선할 필요성이 있다는 공감대 아래, 공립대학으로서 사회적 책무와 공공성 강화 차원에서 학부모와 학생들의 실질적인 학비 부담을 덜어주기 위해 입학전형료와 입학금 폐지를 시행하기로 결정했다. □ 입학전형료는 수시·정시모집 합해서 최대 9회까지 지원 가능하며 1회 6~7만원씩 1인당 평균 50~60만원 수준으로 학생 및 학부모 부담으로 작용하여 왔다. 입학전형료와 입학금을 모두 폐지하는 것은 전국 4년제 일반대학 가운데 최초다.  □ 이에 따라 오는 9월부터 시작하는 '18학년도 서울시립대의 모든 전형에 지원하는 수험생 전원은 입학금과 입학전형료를 내지 않아도 된다. 2018학년도 입학정원(편입학, 재입학 포함)은 약 2,044명이며, 약 18,000명 이상이 입학전형료 무료 혜택을 받게 될 것으로 전망된다.  □ 입학금은 기존에는 신입생의 부모가 서울에 3년 이상 거주할 경우에만 입학금이 면제됐다. 2017학년도의 경우 9만2천 원으로, 시립대의 입학금 수입은 약 2억 원이다.  □ 입학전형료는 지원자의 수학능력을 평가하는데 소요되는 비용으로, 2017학년도 전형별 입학전형료는 ▴수시모집 논술전형과 학생부종합전형 각 6만 원 ▴학생부교과전형과 정시모집 일반전형 각 3만5천 원 ▴예체능계열 전형 7만 원이었다. 입학전형료 수입은 약 10억 원 정도이다. 시립대의 입학전형료와 입학금 수입 감소분은 시에서 보존할 계획이다."
243,서울시립대학교,"Brent White 부총장, 안세현 국제교육원장, 김소희 담당자 안세현 국제교육원장, 원윤희 총장, Brent White 부총장 <미국 애리조나대학 부총장 Dr. Brent white 방문>□ 협력배경 ○ 2017년 5월, 미국 로스앤젤레스에서 개최되었던 NAFSA(국제교육자협회)에서 미국 애리조나대학교 부총장단을 만나,  ‘애리조나대 마이크로 캠퍼스 프로그램’ 관련하여 최초 논의 시작 ​ ※ 우리대학에서 운영하고 있는 복수학위제 프로그램과는 달리, 우리 학생들이 미국에 가지 않고도 4년만에 양 대학의 학위를 동시에 취득할 수 있는 새로운 형태의 복수학위제 프로그램 □ 방문일정 : 2017.8.1.(화) 14:30~ ○ 우리대학에 동 프로그램의 도입 가능성을 타진하기 위해 부총장을 초대하였으며, 일정 중 총장님을 예방하여 프로그램을 소개하는  ​자리를 가져 협력 가능성을 살펴보는 기회가 되었다. ○ 캠퍼스 투어 및 간담회를 실시하여 미국 애리조나대학과 다양한 국제교류 협력 가능성을 기대해볼 수 있게 되었다."
244,서울시립대학교,"(좌측부터) 도미닉 채 벅벡런던대학 경영학과교수, 이나윤 국제교류과 담당자, 레이몬드카드웰 벅벡런던대학 부총장, 안세현 국제교육원장,전규영 국제교류과장, 김소희 국제교류과 담당자벅벡런던대학간 일반학술교류 협정체결식​□ 협력배경 ○ 2017년 4월 벅벡런던대학 경영학과 교수 및 교류담당자가 본교를 방문하여 국제교육원  교류담당자와 간담회를 실시,교환학생 프로그램 소개 및 상호간의 학술교류 방향 논의 ○ 5월~6월 일반학술교류협정 세부사안 대하여 논의, 교류협력가능성 타진 및 확정□ 방문일정 : 2017.7.28.(금) 16:30~ ○ 2017년 7월 28일 벅벡런던대학 부총장단이 방문하여 일반학술교류 협정체결식을 거행  ○ 향후 상호간 돈독한 파트너십 구축을 위해 우리대학 총장님을 예방하였으며 캠퍼스 투어  및 간담회 실시 ○ 양교간 국제교류 협력사업의 활성화를 약속, 추가 학생교류협정을 위한 구체적 방안 모색 ※ 2017년 2학기 내 추가 학생교류협정 체결 예정"
245,서울시립대학교,"도시공학과 정석 교수, EBS 과학다큐 <비욘드> 제11화 도시의 미래, 스마트 시티에 프리젠터로 참여 ○ 방송일 : 2017. 7. 27.(목)※ 위 URL 링크하여 프로그램 다시 보실 수 있습니다."
