,제목,내용
914,"전남대, 의료 제품 수출 앞장","전남대, 의료 제품 수출 앞장   베트남 전시회 참여해 350만달러 수출계약 RIS사업단, 광주 7개 업체 공동전시관 운영 치과용 의료기기, 소재부품, 광의료기기 등     전남대학교 RIS사업단이 이끄는 치과용 소재부품 및 의료기기 업체들이 지난달 22일부터 24일까지 베트남 하노이에서 열린 제11회 베트남 국제치과전시회 및 의회에 참여해 350만달러어치의 수출계약을 체결하는 성과를 거뒀다.전남대학교 RIS사업단(단장 치의학전문대학원 박상원교수)은 이번 전시회 기간동안 광주공동전시관에 참여한 7개 기업 가운데 치과용 광의료기기 생산기업인 ㈜굿닥터스가 베트남 ‘트랑&트렁메디컬사’와 4년간 150만달러어치의 수출계약을 체결했다. 치과용 소재부품을 생산하는 ㈜디맥스도 베트남 ‘민휴트사’와 5년간 100만달러 수출계약을 맺었다. 또 치과용 광의료기기 업체인 ㈜디엑스엠는 100만달러 수출협약을 체결하는 등 모두 350만달러어치의 계약이 성사됐다. 박 단장은 ‘새로운 인상시스템을 적용한 디지털 의치의 평가’라는 주제 강연을 통해 광주.전남 지역 제품의 우수성을 홍보하는데 앞장섰다.   RIS사업단은 이처럼 지역 중소기업의 생체의료용 소재부품이 베트남 수출에 활기를 띠는데다 앞으로도 수출 확대가 기대됨에 따라 광의료기기, 치과용 소재부품관련 지역 제조기업의 해외시장 진출을 위해 광주공동전시관을 확대 운영하기로 했다.   이번 전시회는 우리나라를 비롯해, 일본, 독일, 중국 등 전 세계 25개국에서 350여개사가 참여해 치과용 임플란트, 치과용 광의료기기, 치기공 소재부품 등을 전시·홍보하는 방식으로 운영됐다.   박 단장은 “이번 광주공동전시관 운영을 통해 지역기업의 베트남 시장 진출을 위한 기반을 조성하고, 해외 현지 맞춤형 제품 수출의 토대를 마련했다.”면서 “향후 지역의 미래 성장동력산업인 의료소재부품산업이 고부가가치 수출전략형 지역주력산업으로 성장하도록 뒷받침하겠다.”고 밝혔다.   한편, 전남대 RIS사업단은 산업통상자원부와 광주시가 지원한 풀뿌리기업육성사업(지역토착 광기술응용 광융합의료기기산업 육성사업)과 지역혁신역량강화사업(미래형 생체부품소재산업 육성사업)을 수행 중인데, 대학보유 기술과 인프라 등을 활용해 치과 임플란트, 보철재료, 기공재료, 구강 내 카메라, 치과 수술용 LED라이트 등의 제품개발 지원과 임상·마케팅 지원 사업을 통해 지역경제 활성화를 위해 노력하고 있다.   * 문의: 062-530-5744(RIS 사업단 문병권 팀장)"
915,전남대 - 온주의과대 중외 합작프로그램 협약,"전남대 - 온주의과대 중외 합작프로그램 협약     전남대학교와 중국 온주의과대학이 중국 교육부에서 추진하는 ‘중외합작교육협력프로그램’ 신청을 위한 협약을 체결했다.   두 대학은 이번 협약 체결에 따라 공동으로 약학전공 대학원 박사과정을 운영한다. 전남대 약학과 교수진을 비롯해 교수방법과 교육과정 등을 온주의과대학에 제공하여 온주의과대학에서 박사과정을 이수하면 두 학교에서 공동학위를 받게 된다.   또한 전남대 약학대학은 별도의 협정을 통해, 석사과정 학생을 공동으로 양성하기로 합의하여 두 학교간의 협력 관계는 한층 더 깊어질 전망이다.   한편, 온주의과대학은 중국 절강성 온주시에 자리한 4년제 종합대학으로, 4개의 캠퍼스와 15개 단과대학으로 구성되어 있다. 전남대학교와는 지난 2014년 교류 협정을 체결한 후, 온주의과대학 특화 썸머 캠프를 올해 처음으로 시행하고, 여러 전공의 유학생을 받는 등 활발하게 교류 중이다.  "
916,전남대 일자리박람회 성황,"전남대 일자리박람회 성황   대학생 청년구직자 등 4천여명 참가 ‘직무 컨설팅’ 위주 구성해 호응 커 고 센터장 “현장감있는 직무 이해”     전남대가 지난 5일 개최한 ‘2018 청년 내 일(My Job)을 향해’ 일자리 박람회에 4천여명이 몰려들어 성황을 이뤘다.   하반기 공채 시작을 대비하여 전남대학교 대학일자리센터(센터장 고준)와 광주광역시 북구가 공동으로 진행한 이날 박람회에 광주지역 대학생들 및 구직 청년들 총 4천여 명이 참석해 성황을 이뤘다.   ‘청년 내 일(My Job)을 향해’라는 부제를 달고 진행된 이날 박람회는 기존 방식을 탈피해 공공기관 직무 컨설팅, 면접채용, 취·창업 컨설팅 등 직무 컨설팅 위주로 구성해 참가자들의 큰 호응을 얻었다.   이중 ‘공공기관 직무 컨설팅’은 10개 기관이 참여해 1200명의 참가자가 상담을 받았으며, ‘우수기업 채용관’에는 450명이 참여해 이 중 59명이 현장면접에 합격, 2차 면접 기회를 얻었다. 또 ‘취·창업 컨설팅’에는 8개 기관이 참여해 350명이 상담을 받았고, ‘대기업 직무 컨설팅’에도 5개 기관이 참가자 450명과 상담했다.   블라인드 채용을 주제한 ‘특별강연’에도 350명이 몰려들었고, ‘부대행사’로 마련된 VR체험관, 직무적성검사, 이미지메이킹, 사회적경제 장터 등에도 1,200여명이 참가한 것으로 집계됐다.   고준 전남대 대학일자리센터장은 “최근 기업채용에서 직무가 핵심인 만큼 기업담당자들이 참여해 현장감 있는 상담을 제공함으로써 참가자들이 직무에 대한 이해를 높일 수 있는 기회가 됐다.”며, “앞으로도 이런 기회를 자주 만들어 진로를 고민하는 학생들, 취업을 준비하는 학생들에게 지역거점 국립대로서의 교육적 책무를 다 하겠다”고 말했다.    * 문의 : 062-530-4133(대학일자리센터)"
917,전남대 ‘가뭄 연구’ 맡는다,"전남대‘가뭄 연구’맡는다   6일 자연대서 ‘가뭄특이기상연구센터’ 개소식 가뭄의 체계적 연구·가뭄 장기 예보기술 확보 정병석 총장, 김종석 기상청장 등 관계자 참석       가뭄발생의 과학적 원리를 밝히고, 가뭄 장기예보 원천기술을 확보하기 위한 ‘가뭄특이기상 연구센터’가 6일 전남대학교에서 문을 열었다.   전남대학교는 이날 오전 11시 자연대 1호관 사이언스 홀에서 정병석 총장을 비롯한 보직교수와 연구진, 그리고 김종석 신임 기상청장과 류상범 기상과학원장 직무대리를 비롯한 기상청 관계자들이 참석한 가운데 개소식을 갖고 본격적인 활동에 들어갔다.   가뭄분야 연구센터는 전남대 기초과학특성화 과학관(B동)에 들어서며, 앞으로 9년동안 45억원의 정부출연금을 지원받아 ▲한반도 가뭄발생 원인규명 및 가뭄예보 향상 원천기술 개발 ▲선제적 가뭄대응에 활용할 수 있는 기상가뭄 장기예측체계 수립 ▲한반도 가뭄발생 메커니즘 규명을 통한 과학적 지식배양 및 관련기술 개발 ▲기상가뭄 발생, 유지, 소멸 메커니즘 파악 및 모니터링, 예측까지의 전 과정에 대한 통합적 시스템 개발을 통해 국가 의사결정 지원체계 등을 마련하게 된다.   개소식 이후에는 ‘가뭄/폭염 연계관련 세미나’ 기조강연(김형준 동경대 교수)을 중심으로 한 워크샵도 개최된다.   전남대는 지난 3월 기상청의 공모를 거쳐 정지훈 교수(자연대 해양학과)를 연구책임자로 한 ‘가뭄분야 특이기상센터’ 주관 연구기관으로 지정받았다. 연구센터에는 함유근(전남대), 윤진호(광주과기원), 권현한(전북대) 교수 등도 참여한다.   이에 앞서 지난해에는 장마분야에 공주대가, 폭염분야에 울산과학기술원(UNIST)이 각각 지정받았다.   한편, 기상청은 오는 11월부터 ‘기상학적 가뭄예보’를 정식 운영하며, 가뭄 특이기상연구센터를 통해 가뭄 장기예보 원천 기술을 체계적으로 개발하고 수요자 맞춤형 가뭄예보 서비스를 심층 연구하기로 했다. ‘기상학적 가뭄’이란 특정지역에서의 강수량이 과거 같은 기간의 평균 강수량보다 적어 건조한 기산이 일정기간 이상 지속되는 현상을 말한다.    "
918,전남대 환경관리직 장학금 기부,"전남대 환경관리직 장학금 기부     전남대학교 환경관리원들이 장학금 3백만원을 학교에 전달했다.   전남대 환경관리직 노조(지회장 백종일)는 지난 4일 학생들을 위해 사용해 달라며 장학금 3백만원을 학교측에 전달했다.백 지회장은 “환경관리원들이 학교에서 본연의 환경관리 업무를 수행하면서 수거한 폐지, 헌 책 등을 팔아 모은 돈으로 장학금을 마련했다.”고 밝힌 뒤, “전남대학교 구성원으로서 학교와 학생들을 위해 조금이나마 기여하고 싶었던 마음을 기부를 통해서라도 표현할 수 있어 매우 기쁘다.”며 앞으로도 작은 금액이더라도 장학금을 계속 기부하고 싶다”고 말했다.   전남대학교 환경관리직 노조는 지난해에도 300만원씩을 기부한 바 있다. "
919,"전남대, 시인 김남주 기념홀 건립","전남대, 시인 김남주 기념홀 건립   7일 건립추진위 출범 및 건립계획 보고회 내년 2월 시인 타계 25주년 맞춰 준공예정 정병석 총장 “민주길 프로젝트의 핵심 콘텐츠”       70, 80년대 군사정권에 맞서 반독재 투쟁과 민주화운동에 온몸을 바쳐 싸웠던 고 김남주 시인의 삶과 문학적 유산을 기리는 기념홀과 기념공간이 모교인 전남대학교에 건립된다.   김남주 기념홀 건립추진위원회 집행위원회(위원장 김양현 전남대 인문대학장)는 추진위 출범식을 겸한 건립계획보고회를 9월 7일 오후 4시 인문대 1호관에서 개최한다.   기념홀은 근대문화유산으로 지정된 전남대 인문대학 1호관의 1층 113호 강의실로, 기존 70평의 강의실을 다목적 기념강의실 및 복층 기념공간으로 리모델링한다는 구상이다. 이를 위해 전남대는 이날 건립추진위원회를 본격 출범시켜 건립기금 5억원을 조성해 내년 2월 준공할 계획이다.   추진위는 전남대 및 총동창회, 전남대 민주동우회, 한국작가회의를 중심으로 구성됐는데, 김남주 시인의 친구, 동지, 선후배 등 관련자들을 포함해 이 사업에 뜻을 함께한 300여명이 고문, 자문위원, 추진위원 등으로 참여하고 있다. 김양현 집행위원장은 “시인의 정신과 삶의 태도, 그리고 그의 문학적 유산은 우리가 길이 보존해야 할 귀중한 자산”이라며, “뜻있는 분들이 십시일반 기금을 모아 기념홀을 건립하게 돼 그 의미가 더욱 크다.”고 말했다.정병석 전남대 총장은 “김남주 기념홀 건립사업은 전남대학교 민주화운동의 역사를 정립하기 위해 추진 중인 ‘민주길’ 프로젝트의 핵심 콘텐츠가 될 것”이라며, 특별한 의미와 역사적 가치를 강조했다.   ◇ 공동추진위원장 김상윤(윤상원기념사업회 이사장), 김준태(광주전남작가회의 고문), 김효성(광주전남기자협회 회장), 박형선(해동건설 회장), 박창헌(광주치과의사회 회장), 이경자(한국작가회의 이사장), 이 강(전남대 민주동우회 고문), 최병근(광주지방변호사회 회장), 최희동(전남대 동창회 상임부회장), 홍경표(전 광주시의사회장)     * 문의: 062-530-3100 (전남대학교 인문대학)  "
920,전남대 연구비 국립대 1위,"전남대 연구비 국립대 1위   지난달 31일 교육부 ‘대학알리미’ 집계발표 연구비 1,400억원 수주, 과제 2,700개 선정 국내 전 대학 기준 ‘TOP 10’ 최고수준 과시 올 상반기 대형국책과제 선정도 국립대 1위 정병석 총장, “연구자중심 지원시스템 결실”         전남대학교가 국립대학교 가운데 연구비 수주금액 1위를 차지한 것으로 나타났다.   교육부와 한국대학교육협의회의 정보공시사이트인 ‘대학알리미’가 지난 8월 31일 발표한 정보공시지표에 따르면, 전남대학교는 지난해 2,708개의 과제 선정과 함께 연구비 1,409억원을 지원받으면서, 전국 국립대 1위를 차지했다. 이는 국내 전체 대학 가운데서도 과제 선정 5위, 연구비 수주금액 9위에 해당하는 등 ‘전국 톱 10’에 드는 성적이다.   전남대는 그동안 연구자 친화형 캠퍼스를 구축하기 위한 대학의 시스템 개선, 지속가능한 연구 분위기 조성 등 선순환 구조를 정착시키는데 주력해 왔다.   특히 지난해 1월 정병석 총장이 취임한 이후, 우수 연구성과에 대한 보상제도 확대와 신임교수 실험실 구축 지원, 신속한 연구자 애로사항 처리 시스템 구축 등 실질적인 지원책들이 효과를 거둔 것으로 분석되고 있다.   실제로 신진연구자 대상의 안정적 정착 및 연구환경 조성을 위한 행·재정적 지원, 중견연구자 대상의 융·복합 연구지원 프로그램 운영 등 글로벌 연구 경쟁력 확보를 위한 연구자 맞춤형 지원프로그램이 교내 연구진들의 큰 호응을 얻고 있는 것으로 알려졌다.   한편, 전남대는 올들어서도 상반기에만 이공, 인문, 수산해양 등 다양한 분야에 걸쳐 대형국책연구과제 7건 선정, 연구비 500억원 규모의 지원을 받게 되는 등 국립대 가운데 가장 많은 과제선정과 최대 규모의 연구비를 확보했다.   정병석 총장은 “그동안 축적된 연구역량과 대학 차원의 연구자 중심 지원시스템이 효과를 내면서 많은 성과가 이어지고 있다.”며 “앞으로도 연구중심대학으로서 세계적인 연구그룹 10여개를 가진 전남대학교가 되도록 더 노력하겠다.”고 밝혔다.     * 문의: 062-530-5049 (전남대학교 산학협력단) "
921,'대학창업유망팀 경진대회’ 8팀 선정,"‘대학창업유망팀 경진대회’ 8팀 선정   올해 11팀 참가, 지난해도 22팀 중 19팀 선정 전국 167개 대학, 786개 참가팀 가운데 뽑혀 창업보육센터, LINC+ 사업단 지원도 한 몫     전남대학교가 ‘2018 대학 창업유망팀300 경진대회’에서 8팀이 최종 선발됐다.   대학 창업팀은 전남대 창업보육센터에서 운영하는 창의력 향상프로그램을 거친 학생들이 자발적으로 창업동아리를 결성해 본격적인 창업 준비에 나서는 경우로, 전남대에는 현재 45개 팀이 결성돼 활동 중이다.   ‘대학 창업유망팀 300 경진대회’는 기업가정신을 갖춘 준비된 창업가형 인재발굴 및 육성을 위해 지난 2016년부터 기획된 대회로, 전남대를 비롯해 각 대학의 창업동아리들이 대거 참가해 자신들의 사업계획서와 제품설명 등으로 실력을 겨룬다. 교육부와 과학기술정보통신부가 주최하고 한국연구재단과 한국청년기업가정신재단에서 주관하는 이 대회는 전문대학을 포함해 전국 167개 대학에서 786개 팀이 참가하는 국내 최대 규모의 대학생창업 경진대회이다.   이번 대회에서 전남대는 11개팀이 출전해 8팀이 선발되었다. 이는 호남·제주권 대학 중 가장 많은 수이며, 지난해에는 22팀이 출전해 19팀이 선정되는 등 2년 연속 좋은 성과를 거두면서 전국적인 주목을 받고 있다.   전남대의 이같은 성과는 지난 2010년부터 창업지원의 중복성을 제거하고 연계성을 강화하기 위해 대학 내 창업관련 5개 센터 및 사업단의 책임자와 인력을 통합·운영하고, 학생들의 창의제작 공간인 메이커스페이스를 구축하는 등 적극적인 창업지원 전략에 힘입은 것으로 분석되고 있다.   또 지난 1999년부터 시작된 창업동아리의 전통과 대학내 창업보육센터 및 사회맞춤형 산학협력선도대학육성사업단(LINC+)의 체계적인 지원이 큰 힘이 된 것으로 평가되고 있다.   원용관 창업보육센터장(전남대 전자컴퓨터공학부 교수)은 “학생들의 열정과 창업보육센터의 체계적인 창업지원 및 인프라를 통해 결실을 맺고 있다.”면서 “앞으로도 학생들의 창업마인드 함양과 지역 창업활성화를 위한 교육과 지원을 지속적으로 해나가겠다.”고 밝혔다.   * 문의: 062-530-5057 (전남대 창업보육센터)"
922,전남대 교수 20명 정년퇴임,"전남대 교수 20명 정년퇴임   대통령 명의 훈장, 정부 표창장 등 전수 가족, 동료교수, 제자, 교직원 등 ‘축하’       전남대학교 교수 20명이 퇴임식을 갖고 정든 교정을 떠났다.   전남대는 8월 31일 용봉홀에서 정년퇴임하는 교수와 가족, 제자, 교직원 등 1백여명이 참석한 가운데 2018년 8월말 퇴임식을 갖고, 홍혜경 교수(유아교육학과) 등 정년퇴임하는 교수들에게 문재인 대통령 명의의 훈장과 정부 표창장을 전수하고, 송공패와 기념품을 증정했다.   정병석 총장은 “무더위를 견디며 가을이 오기만을 손꼽아 기다렸더니, 그 속에 석별의 시간도 묻어오고야 말았다.”고 아쉽고 서운한 마음을 표현한 뒤, “물려주신 전통을 빛내고, 인류보편의 가치를 지키며, 진로로 행복한 세상을 밝히는 등불이 될 것과 학생들을 제4차 산업혁명 시대의 주역으로 키워낼 것”을 다짐했다.   퇴임 교수들은 하나같이 “정년퇴임에 이르기까지 학교와 동료교수, 제자들의 무한한 애정과 지원 덕분에 즐겁고 행복한 교직생활을 해 왔다.”고 감사를 표한 뒤, “어디에 있든 전남대학교의 발전을 위해 기꺼이 힘을 보태겠다.”고 입을 모았다. "
923,전남대 일자리박람회 개최(9월5일),"전남대 일자리박람회 개최   9월 5일 용지관서 공공기관 취업등 4분야 대학일자리센터 주관, ‘청년 내 일을 향해’ 고준센터장 “최신 채용트렌드 파악 기회”     전남대학교가 오는 9월 5일 용지관 컨벤션홀에서 ‘2018 청년 내 일(My Job)을 향해’ 일자리 박람회를 개최한다.   이번 박람회는 하반기 공채 시즌에 앞서 다양한 취업정보를 제공하기 위해 공공기관 취업 및 대기업 직무 컨설팅, 면접채용, 특별강연, 부대행사 4개 분야로 나뉘어 진행된다.   ‘공공기관 취업 및 대기업 직무 컨설팅’은 최근 공공기관 및 대기업의 직무중심 채용이 진행됨에 따라 학생들에게 직무이해도를 높일 수 있는 기회를 제공하기 위해 마련됐다. 한국전력공사, 한전KDN, 한전 KPS, 한국농어촌공사, 한국자산관리공사, 한국산업인력공단, 한국콘텐츠진흥원, SK, LG이노텍 등 15개 기관이 참여한다.   ‘면접채용’은 현장면접을 통한 채용기회를 제공하기 위한 것으로, 부스가 마련된다. 신흥정밀 광주지점, 오이솔루션, 한국공기안전원, 한국알프스, 현대엔지니어링 등 지역내 17개 우수기업이 참여한다.   이와함께 블라인드 채용을 주제로 한 ‘특별강연’과 함께 부대행사로 창업컨설팅을 비롯한 VR체험관, 직무적성검사, 이미지메이킹, 사회적경제 장터 등이 진행된다.   고준 센터장은 “이번 박람회는 전남대학교 학생뿐만 아니라 지역 청년들이 최신 채용 트랜드에 맞춰 취업 준비를 할 수 있도록 실질적인 정보제공이 되도록 준비했다.”며 많은 참여를 당부했다.   * 문의 : 062-530-4133(대학일자리센터)"
924,정년퇴임 홍혜경교수 발전기금 3천만원 기탁,"정년퇴임교수가 발전기금 기탁   31일, 홍혜경 교수(유아교육학과) 대학발전기금 3천만원 기탁     홍혜경 교수(유아교육과)가 8월 31일(금) 교수 퇴임식에 앞서 정병석 총장에게 대학발전기금 3천만원을 기탁했다.   홍 교수는 “정든 교정을 떠날 때 내가 몸담았던 학교와 학과를 위하여 무엇을 할 수 있을 지 고민했다.”며, “교내에 유치원이나 어린이센터와 같은 시설이 있어 교직원 자녀들도 이용하고, 학과생들의 실습터로도 쓰였으면 좋겠다는 생각이 있었는데 이를 위한 씨드머니로 쓰이기를 바란다.”고 말했다.   정 총장은 “평생 학교를 위해 애써주시고 또 이렇게 큰 뜻을 베풀어주신 교수님께 대학구성원을 대신하여 고마운 마음을 전한다.”며 “홍 교수님의 뜻을 받들어 대학발전을 위해 최선을 다하겠다.”고 말했다.홍 교수는 1989년부터 30여년동안 전남대에 봉직해 왔으며, 지난 2012년 교육과학기술부 표창을 수상한 바 있다.   * 문의: 062-530-1137 (전남대 대외협력과)"
925,전남대 ‘대학타운형 도시재생’ 나선다,"‘2018 도시재생 뉴딜사업자 최종 선정대학-지역 경계 허물기 통해 도시재생 전남대-중흥2동 120만㎡에 400억 투입 창업인프라·세계문화공유거리·지역혁신공모사업 등 사업단, “직접일자리 230개, 생산유발 288억” 기대 정병석총장 “대학자산 활용한 지역발전 기여 기뻐”     전남대학교가 지역 청년창업을 지원하고 캠퍼스 인근 환경을 개선하는 ‘대학타운형’ 도시재생사업자로 선정됐다.   전남대는 31일 이낙연국무총리 주재로 정부서울청사에서 열린 제13차 도시재생특별위원회에서 2018년도 도시재생 뉴딜사업자로 최종 선정됐다고 밝혔다.   전남대가 계획하고 있는 ‘대학자산을 활용한 창업기반 조성 및 지역상권 활성화 사업’은 중심시가지형(일명 ‘대학타운형 도시재생’)으로 전남대 일부와 광주시 북구 중흥2동 일부를 포함한 120만㎡에 걸쳐 오는 2023년까지 5년동안 400억원을 투입해 도시를 재생하는 것을 주요내용으로 하고 있다.   이 사업은 지역공헌센터를 중심으로 대학-지역 간 경계 허물기를 통해 대학자원을 활용한 창업인프라 기반조성과 청년 기술창업지원에 나서게 된다. 또 글로벌 세계 문화공유거리 조성을 통한 상권활성화를 지원하고, 스마트 시티 구현을 위한 리빙 랩을 활용해 집단지성형 지역혁신 공모사업 등을 전개하게 된다.    이를 위해 전남대는 ▲지역공헌센터를 중심으로 한 도시재생 어울림 플랫폼 조성 ▲대학특화 기술지원 기술창업 환경조성 ▲글로벌 세계문화공유거리 및 글로벌 라운지 조성을 통한 지역상권 특성화 ▲집단 지성형 지역혁신을 위한 리빙랩 네트워크 구축 등을 단위사업으로 계획하고 있다.   전남대는 북구와 함께 지역공헌센터 건립 및 운영관리를 지원하고, 광주도시공사의 참여를 통해 현장지원 앵커시설 30억원을 선투자하기로 했다.또 현재까지 이 사업에 참여의사를 밝힌 기관은 광주도시재생공동체센터, 아시아문화전당 등 중간지원조직 12개, 주민자생조직 2개, 기업 18곳인데다 지역상인회, 주민주도 자생조직도 함께하기로 했다. 전남대는 평생교육원을 통해 참여주민역량강화교육을 추진할 계획이다.   사업 추진단(단장 허민 전남대 교수)은 “이 사업으로 기술창업 18건을 포함해 창업 48건, 스타트업 스튜디오 12건, 창업지원주택 12실, 사업체 60건 증가가 기대된다.”며 “특히 약 230개의 직접고용 일자리가 생기고, 288억원의 생산유발과 약 95억원의 부가가치가 발생할 것”으로 전망했다.   한편 전남대는 이 사업으로 대상지역 부동산시장에 영향을 미칠 것에 대비해, ‘둥지 내몰림 방지’를 위한 협의체 구성 및 상생협약 의무화, 상가임차인 보호조례 제정 등 지원을 강화하고, 전담 법률지원단 지원 및 장기저리융자 지원으로 자산화를 유도하는 등 대응책 마련에 들어갔다.    정병석 전남대 총장은 “대학 인접지역의 인구가 절반이 줄고, 사업체도 감소한 반면 노후건축물이 84%에 이르는 등 상권 쇠퇴가 매우 안타까웠다.”며 “거점국립대학이자 지역사회의 동반자인 전남대학교가 대학자산을 활용해 청년창업지원과 일자리 창출, 대학가 상권 활성화에 기여할 수 있게 돼 기쁘다.”고 말했다."
926,국가교육회의 경청회,"대학개혁 어떻게…   국가교육회의 고등교육전문위 경청회 31일 2시~5시 전남대 용지관서 개최 ‘지역발전과 고등교육의 역할’ 주제로 대학평가발표·지방대 위기설 속 관심 지정발언 신청 11명, 현장청중발언도   대통령 직속 국가교육회의 고등교육전문위원회가 고등교육에 대한 현장의 의견을 청취하고, 이를 개혁방안 구상의 기초자료로 활용하기 위한 호남권 경청회를 31일 오후 2시 전남대학교 용지관(광주은행홀 3층)에서 개최한다.   이번 경청회는 최근 ‘대학기본역량진단’ 결과가 발표된 직후인데다, 지방대학의 위기설이 광범위하게 퍼져 있는 가운데 열리는 것이어서 관심을 끌 전망이다.   ‘지역발전과 고등교육의 역할 : 지역에서 대학을 말한다.’를 주제로 열리는 이번 경청회의 지정발언자는 박재성 전남대 창업보육센터 실장을 비롯해 김학용 전북대 기획처장, 이명수 광주상의 기회조사본부장, 고영삼 광주경실련 사무처장 등 모두 11명에 이른다. 또 학생회, 산업계, 일반인 등 누구나 참석해 현장 청중발언에도 나설 수 있어 활발한 의견개진이 기대된다.   이날 발제에 나서는 염민호 교수(전남대 교육학과)는 ‘지역발전과 고등교육의 역할: 현실과 지향’이란 주제발표를 통해 ‘고등교육 개혁의 핵심은 공적 가치를 지향하는 제도개혁과 지역 및 대학 발전의 주체인 대학구성원의 의식개혁’이라고 주장할 것으로 알려졌다.   이에 앞서 장명수 고등교육전문위원회 위원장은 참석 요청문을 통해 “지역분권화 시대에 지역과 대학이 상생할 수 있는 방안에 대한 ‘현장’의 의견을 청취하고자 경청회 자리를 마련했다.”며 “대학이 본연의 역할을 훌륭하게 수행하면서 호남·제주지역의 발전에 기여하자면 무엇이 필요하고 어떠한 개혁이 필요한지에 대한 고견을 말씀해 주실 것”을 당부했다.    * 문의: 02-2100-1316, 1322(국가교육회의 기획단 연구지원팀)  "
927,'몰래카메라' 합동점검,"'몰래카메라' 합동점검   북부경찰서 합동 탐지장비 가동 학생회관 등 학내주요시설 점검 ‘안전한 학교 만들기’ 협력체계도     전남대학교는 28일 ‘안전한 학교 만들기’ 차원에서 광주북부경찰서와 공동으로 교내 화장실에 대한 몰래카메라 합동점검에 나섰다.    전남대와 북부경찰서 합동점검단은 이날 몰래카메라 전용탐지장비를 이용해 제1, 제2 학생회관을 비롯해 진리관, 법전원, 중앙도서관 등 학내 주요 시설을 돌며 화장실 등 ‘몰카 취약지’를 중심으로 정밀 점검을 실시했다.   이에 앞서 전남대는 대학본부에서 이재혁 학생처장을 비롯한 대학본부 관계자와 총학생회, 광주북부경찰서 등이 참석한 가운데 간담회를 갖고, 캠퍼스 내 여학생들의 안전을 확보하는 등 학내 범죄예방에 만전을 기하기로 했다.전남대 관계자는 “관할 북부경찰서와 긴밀한 협력체계를 통해 캠퍼스 내 범죄예방에 최선을 다하겠다.”며 “특히 여학생들이 안전하고 즐거운 대학생활을 영위할 수 있도록 만전을 기하겠다.”고 말했다.  * 문의: 062-530-1074 (전남대학교 학생과)"
