,제목,내용
474,주요 사건 통해 ‘대한민국 근현대 100년’을 알아보다," 제주대, 도내 청년과 함께하는 역사탐방 프로그램 운영  제주대학교 국립대학육성사업단(단장 이동철 기획처장, 이하 제주대 사업단)은 지난 10월 27~29일 대구와 경북 안동지역에서 ‘제주도내 청년과 함께하는 역사탐방 프로그램’을 운영했다고 1일 밝혔다. 이번 프로그램은 섬이라는 물리적 한계로 다양한 경험을 하지 못하는 도내 대학생들에게 다채로운 역사적 경험을 제공하고 대한민국 근현대 100년 주요 사건 과 관련한 다각적 네트워크를 강화하기 위해 마련됐다. 이번 탐방은 1회차 전북 군산 및 전남 목포, 2회차 부산 및 경남 창원에 이은 3회차 행사며 올해 마지막 탐방 일정이다. 이번 프로그램에는 도내 대학생 12여명이 참여했다. 안동은 마을단위로 독립운동이 이뤄졌으며 시기별？유형별로 다양한 형태의 독립운동계열과 독립운동가를 확인할 수 있는 곳 이다. 참가자들은 △안동 임청각, 안동 법흥사지 칠층전탑, 3.1운동 기념비, 경상북도 독립운동기념관, 내앞마을, 하회마을 △대구근대역사관, 희움 일본군 위안부 역사관 등을 찾아 항일 독립운동의 발자취를 체험했다. 제주대 사업단은 올해 3차례의 탐방을 통해 나온 결과물 발표회를 통해 시상하며 성과공유회는 오는 12월 초 개최할 예정이다. 제주대 사업단은 ‘대한민국 근현대 100년+ 관련한 네트워크 프로그램’을 지속적으로 기획·운영할 계획이다. 공식사이트와 문의처 promote.jejunu.ac.kr, 064-754-8267. "
475,"화학·코스메틱스학과, 진로탐색 프로그램 개최", 제주대학교 화학·코스메틱스학과(학과장 윤경섭)는 국립대학육성사업의 일환으로 지난달 29일 첨단캠퍼스 다목적강의실에서 학과 재학생을 대상으로 한 ‘진로탐색 프로그램’을 개최했다고 1일 밝혔다. 이번 행사는 저학년 재학생 등 전공 체험의 기회가 적었던 학생들에게 진로 탐색 및 전공 관련 분야에 대한 간접 체험 기회를 제공하고자 마련된 자리다. 1부에서는 ‘우리 학과에는 어떤 전공이?’라는 주제로 학과에서 다루고 있는 6개의 전공 분야 소개 및 연구 내용을 공유하는 시간을 가졌다. 2부에서는 ‘선배에게 듣는 JOB이야기’라는 주제로 다양한 산업체에서 활약하고 있는 동문 선배를 초청해 로 특강을 실시했다. 프로그램에 참가한 학생들은 “다양한 실험 분야 및 연구 활동에 대해 전반적으로 알 수 있어 도움이 됐다. 배들의 경험을 통해 실제 직무에서 효율적인 업무를 하는 방법과 취업 준비를 위해 필요한 부분을 알 수 있었다”고 소감을 밝혔다.
476,"고정권 씨, 지식재산학회서 최우수논문상 수상","제주대학교 바이오소재전공 4학년 고정권 씨가 최근 부산 파라다이스호텔에서 온/오프라인으로 동시 개최된 ‘2021년 한국지식재산교육연구학회 추계학술대회’에서 최우수논문상(한국발명진흥회장상)을 수상했다. 고 씨는 ‘감귤 폐기물의 처리를 위한 미생물의 탐색 및 특허창출’이라는 주제로 LINC+ 사업단의 산학과제 연구보조원으로 참여하고 제주대 지식재산교육선도대학사업단의 지식재산 교육을 받은 성과를 구두발표 해 이 상을 받았다. 이 학술대회는 ‘발명과 지식재산 교육의 공유 생태계 구축’이라는 주제로 열렸다. 4차 산업혁명시대에 대응한 IP-거버넌스 관련 기조강연, IP-가치평가, IP-경영, IP-R&D, IP-HRD의 4개 세션을 통해 지식재산 관련 교육과 연구 활동의 우수 성과를 발표하고 토론하는 자리였다. 해당 세션별로 학생 및 연구자의 분야별 구두발표와 기술보증기금의 기술투자모형과 탄소가치평가에 대한 특별강연도 함께 진행됐다. 학회의 회장이기도 한 제주대 김인중 지식재산교육선도대학사업단장은 “지속적인 연구활동과 학술대회 운영을 통해 학생 및 연구자의 지식재산 기반을 견고히 하고, 나아가 활발한 지식재산 교육과 선도적 지식재산 인재 양성에 기여하는 학회가 될 수 있도록 노력할 것”이라고 밝혔다."
477,한국지능정보사회진흥원과 ICT 우수 인재육성 업무협약, 제주대학교와 한국지능정보사회진흥원은 29일 제주대에서 양 기관의 주요 인사들이 참석한 가운데 ICT 우수 인재육성을 위한 업무협약을 체결했다. 양 기관은 협약을 통해 △우수 인재육성을 위한 교육 혁신 및 프로그램 운영 △글로벌 소프트웨어 가치 확산을 위한 프로그램 개발 및 운영 △ICT 실무인재 역량 강화를 위한 인턴십 프로그램 개발 및 운영 △지역 사회문제 해결 및 지역발전과 혁신을 위한 신사업 발굴 및 수행에 협력키로 했다. 교육·연구 인프라를 보유한 제주대와 ICT 인프라를 보유한 한국지능정보사회진흥원이 상호협력해 제주지역 ICT 인재육성과 지역발전을 위한 신사업 발굴에 협력을 도모한다는 것이다. 송석언 총장은 “디지털 뉴딜 시대 변화에 부합하는 우수 인재육성을 위해 대학의 인적 물적 지원을 아끼지 않겠다”고 밝혔다.
478,(주)로나스코스메틱과 화장료 조성물 기술이전 계약," 피부주름 개선에 효과가 있는 까마귀쪽나무 조성물 특허 이전 제주대학교 산학협력단은 지난 27일 ㈜로나스코스메틱(대표이사 한성수)과 기술이전 계약 및 사업화 촉진 업무협약을 체결했다. 이전 대상기술은 현창구 교수(화학·코스메틱스학과)팀이 연구개발한 ‘주름개선용 화장료 조성물’ 특허(등록번호 제10-1688691호)로서 피부주름 개선에 효과가 있는 까마귀쪽나무 추출물에 관한 것이다. 이번 특허 조성물은 피부 내 콜라겐 IV, 콜라겐 VII, 라미닌의 합성을 증가시켜 진피 표피 경계부를 강화하고, 피부세포 증식 및 콜라겐 합성 증진, 콜라게네이즈 생성 억제 효능이 우수하여 피부의 주름을 개선시키는 데 큰 효과가 있다. 현창구 교수는 “대학 연구실이 보유한 화장료 조성물 발굴 및 효능분석 역량과 ㈜로나스코스메틱의 제품 개발 및 사업화 노하우를 기반으로 제주지역 천연물을 이용한 신제품 개발을 위해 상호 협력할 것”이라고 설명했다. ㈜로나스코스메틱은 화장품 전문 제조기업으로 최근에는 스템셀 화장품으로 에스테틱 분야를 선도하고 있으며, 제주대학교와의 산학협력을 통해 우수한 원료를 바탕으로 한 신제품 개발과 해외시장 진출을 모색할 예정이다. 도양회 산학협력단장은 “이번 기술이전은 한국발명진흥회를 비롯한 기술거래기관과 지속적인 협력체계를 구축하여 유망기술 발굴부터 사업화까지 전주기에 걸쳐 지원한 성과”라며 “앞으로도 대학의 우수기술이 사장되지 않고 실용화될 수 있도록 지원을 아끼지 않겠다”고 밝혔다."
479,"기초과학연구소, 자율운영중점연구지원사업단 제7회 대중강연 개최"," 제주대학교 기초과학연구소(소장 김명숙)는 기초과학 분야 자율운영중점연구소지원사업의 일환으로 지난 27일(수) 한라도서관 시청각실 및 온라인(ZOOM)에서 화학 분야 전문가이신 ‘한국원자력연구원 정충환 박사’를 초청해, 제7회 기초과학 분야 전문가 초청 대중강연을 개최했다고 29일 밝혔다. 이번 강연은 “원자력 소재와 21세기 에너지기술”을 주제로 ‘원자력 소재(세라믹스), 핵융합에너지(미래에너지), 21세기 과학기술’ 등에 대하여 제주도민과 연구자들을 대상으로 진행됐다. 자율운영중점연구지원사업단은 기초과학 분야 전문가 초청 대중강연을 통해 제주의 청정환경과 생물권 보전을 위한 도민의 인식을 제고하고 기초과학 진흥을 위한 프로그램에 참여를 유도해 기초과학 문화 확산에 기여하고자 한다. 다음 대중강연(제8회)은 생물학을 주제로 ‘동북아생물다양성연구소 현진오 소장’을 모시고 12월 15일 한라도서관에서 있을 예정이다. 이번 강연은 코로나19 방역에 따라 한라도서관 현장 강연 신청인원을 줄이고 ZOOM 온라인 강연을 겸하여 진행됐다."
480,"바이오헬스·혁신신약연구단, 우수인력 유치 홍보 오픈랩"," 제주대학교 BK(Brain Korea)21 아열대생물자원을 활용한 바이오헬스ㆍ혁신신약 교육연구단(단장 이동선 교수, 이하 연구단)은 학부생들을 대상으로 BK사업과 관련해 연구실을 소개하고 교육트랙 및 지원 프로그램 등을 소개하는 OPEN Lab을 오는 11월 12일 진행할 예정이라고 밝혔다. 연구단은 OPEN Lab BK21 사업을 통해 대학원생들이 받을 수 있는 교육 및 혜택을 알린다. 또 사업단 소속으로 재학 중인 대학원생들이 멘토가 돼 실험실 및 연구내용 소개를 통해 우수한 연구인력 확보를 위한 홍보를 한다. 이 연구단에는 생명공학부(바이오소재전공, 동물생명공학전공), 과학교육학부(생물교육전공), 의학과, 수의학과, 생물학과, 식품영양학과, 약학과에 소속된 20명의 교수가 겸임으로 참여하고 있다. 이 연구단은 바이오 의약 관련 지식 및 핵심기술을 기반으로 바이오헬스ㆍ혁신신약 개발을 목표로 연구 및 혁신 교육과정을 운영, 차세대 첨단 혁신 신약 인력을 양성할 계획이다."
481,㈜네오시스코리아와 휴대형 감마선 영상장비 기술이전 계약," 제주대학교 산학협력단(단장 도양회)은 지난 26일 ㈜네오시스코리아와 휴대형 감마선영상장비 사업화를 위한 기술실시계약 및 연구협약을 체결했다. 정만희 교수(에너지공학전공)팀의 휴대형 감마선영상장비 관련 핵심기술과 ㈜네오시스코리아의 사업역량을 바탕으로 △휴대형 감마선영상장비 사업화 및 개발협력 ◆제품·기술 신뢰성 확보를 위한 인허가 및 학술적 검증 등을 위한 연구협력을 진행키로 했다. 정만희 교수는 “세계 최고 성능을 가지는 휴대형 감마선 영상장비의 사업화를 통해 방사선 계측기술의 고도화 및 선도화를 통한 기술 자립도를 향상시켜 국가 방사선 안전 신뢰도를 향상시키고 안전한 대한민국에 기여할 것”이라고 설명했다. 현재 미국 및 유럽에서 대당 2억원 이상의 가격으로 수입에 의존하는 휴대형 감마선영상장비를 국내 고유기술로 사업화하는 것은 국가 경제에 기여할 뿐만 아니라 국가 위상 제고에 도움이 될 수 있다. 해당 장비는 TRL 8단계의 기술성숙도를 가지고 있으며 평상시 원자력시설 및 공공장소에서의 방사선 사고를 예방하고, 비상시 신속하고 효과적인 대응을 가능하게 해 국가 방사능사고 및 테러에 대응 활동에 유용하게 사용될 수 있다. 오는 2021년 하반기에 국내시장 진입을 앞두고 있다. 도양회 제주대 산학협력단장은 “제주대의 고유 신기술과 기업의 제품화 역량이 결합 된 기술사업화의 우수 사례가 될 것으로 기대한다”고 말했다."
482,‘인문학으로 풀어보는 제주의 생활양식’," 제주대학교 도서관(관장 김소미)은 ‘인문학으로 풀어보는 제주의 생활양식’을 주제로 한 2021 길 위의 인문학(문화체육관광부 주최, 한국도서관협회 주관)을 운영하고 있다고 28일 밝혔다. 이 프로그램은 자연친화적인 삶을 바탕으로 한 제주의 의？식？주를 인문학적으로 접근하기 위하여 주제 전문가를 초청해 진행하고 있다. 10월 매주 화요일과 토요일에 진행된 이 프로그램은 제주 건축과 올래를 이해하기 위해 이용규 교수(제주대, 2일)와 한인덕 교수(제주대, 16일)의 강연을 진행했고, 제주 전통음식을 통한 건강한 식문화를 알아본 허남춘 교수(제주대, 19일)와 오영주 교수(한라대, 23일)의 강연으로 호응을 얻었다. 또한 방목 현장인 상잣성과 공동목장(강만익 박사, 9일)을 참가자와 함께 걸으며 제주 역사를 알아보고, 제주 기후 위기 현장을 방문(김오진 박사, 12일)하는 시간을 가졌다. 또한 돗제와 관련한 신당 답사(강소전 박사, 26일)를 통해 공동체 문화속에서의 식문화에 대해 고민하는 기회를 가졌다. 11월까지 이어지는 이 프로그램은 조선 복식에 대한 이해를 통해 제주 복식의 의미를 짚어볼 수 있는 기회를 만들기 위해 △이민주(한국학중앙연구원, 책임연구원)를 초빙해 ‘용을 그리고 봉황을 수놓다’(30일), ‘제주의 말총과 모자의 나라 조선’(11월2일)을 온라인(Zoom, ID: 585 880 5904)으로 진행하며, 의식주를 통한 제주의 생활양식을 종합적으로 듣기 위해 △강문종 교수(제주대, 11월6일)를 초청해 대면으로 진행한다. 관심있는 누구나 참여가능하며 자세한 내용은 제주대 도서관 홈페이지에서 확인할 수 있다. (문의: 064-754-2204)"
483,"대학일자리센터, ‘AI면접 및 온라인 취업 솔루션’ 제공"," 제주대학교 대학일자리센터는 비대면 취업 지원을 위해 AI면접 솔루션 및 온라인 취업 플랫폼을 제공한다고 28일 밝혔다. 코로나19 이후 기업들의 비대면 채용이 증가함에 따라 이에 대응하기 위하여 AI면접 솔루션을 도입하고 온라인 취업지원 시스템을 확대했다. AI면접 솔루션은 실제 기업의 AI면접 전형과 동일하게 기본면접, 성향분석, 상황대처, AI게임, 심층면접 평가순서대로 진단 할 수 있으며 AI면접 후 분석 결과 보고서를 바탕으로 취업컨설턴트와 상담을 진행 할 수 있다. 또한, 온라인 취업 솔루션은 △자기소개서 가이드북 △기업분석 자료집 △직무정보 △주요기업 직무적성검사 △면접 가이드북 △NCS관 나누어 교육 컨텐츠를 제공한다. 허대식 대학일자리센터장은 “학생들의 취업 역량 강화를 위해 비대면 취업솔루션을 구축했으며 온라인 취업지원 프로그램을 적극 활용하여 학생들의 취업지원을 위해 최선을 다하겠다” 고 말했다."
484,"대학일자리센터, ‘현직자가 들려주는 직무별 토크콘서트’ 개최"," 제주대학교 대학일자리센터는 제주지역 청년들의 취업 역량 강화를 위해 오는 11월 1~5일 ‘현직자가 들려주는 직무별 토크콘서트’를 개최한다고 밝혔다. 이번 ‘직무별 토크 콘서트’에는 항공·호텔, HR·경영, 패션·디자인, 사회복지, 유아교육 총 5가지에 종사하는 현직자들이 실시간 온라인(ZOOM)을 통해 직무에 대한 현실적인 조언과 경쟁력을 갖추는데 도움이 되는 직무정보를 제공한다. 프로그램은△직무별 미니특강 △사전질문을 통한 실시간 질의응답 △진로취업전문가와 함께하는 멘토링 순으로 진행된다. 자세한 내용과 참여 신청은 제주대학교 대학일자리센터 블로그(https://blog.naver.com/jnujob)를 통해 가능하다. "
485,"LINC+사업단, 제1회 드론클래쉬 캠퍼스리그에서 3위 입상"," 제주대학교 LINC+사업단(단장 강철웅)은 최근 한국대학드론스포츠협의회가 주최한 제1회 드론클래쉬 캠퍼스리그에서 제주대 ‘아기가타고있어요팀’이 3위의 우수한 성적을 거뒀디고 27일 밝혔다. 드론 클래쉬는 참가자들의 드론 조정 기술과 제작 기술을 겨루는 경기로 자작 드론으로 특설케이지 안에서 격투를 벌이며 포인트 획득에 따라 승부가 결정되는 경기다. 제주대 LINC+사업단은 드론의 저변 확대를 위해 지난해부터 4차 산업혁명 대비 드론 전문인력을 양성하고 있다. 이를 통해 지난 8월에는 30명의 초경량비행장치(드론)조종자를 배출했다. 또 4IR(Industry Revolution) 차세대 동아리 활동을 통해 지역 초등학생을 대상으로 ‘기초코딩을 이용한 각종 센서의 작동과 드론 날리기’등 교육봉사를 하기도 했다. 강철웅 단장은 “사업단은 앞으로도 드론뿐만 아니라 빅데이터, A(인공지능)I 등 4차 산업혁명의 핵심기술을 보유한 차세대 미래인재양성을 위해 힘쓸 것”이라고 말했다."
486,제4회 제주국제현대음악제 11월 4~5일 제주대서 개최," 제주국제현대음악협회(음악감독 제주대학교 정주희 교수)는 제주문화예술재단의 후원으로 오는 11월 4~5일 저녁 7:30분 제주대 아라뮤즈홀에서 ‘제4회 제주국제현대음악제’를 개최한다. 이번 음악제에서는 현악4중주, 생황·첼로·피아노, 타악기, 전자·멀티미디어 편성으로 작곡된 제주, 서울, 대구, 미국, 일본, 벨기에 출신 작곡가들의 작품이 소개될 예정이다. 11월 4일 연주회 프로그램은 현악4중주 작품 ‘이국의 별밤 아래에서’(이주성), ‘String Quartet No. 2, 3, 5’(필립 글래스), 제주민요 서우제 소리와 코로나 상황의 희망과 절망을 주제로 하고 있는 ‘가능한 불가능성’(임지선), 태고의 제주 바다 소리를 재현한 ‘태고의 바다 울림’(니노미야 츠요시)과 함께 전자 음향을 위한 ‘senalpriA’(박태홍), ‘Teles’(김광래), ‘Micro-cosmos I’(김범기)로 구성된다. 11월 5일에 선보일 작품들은 영상과 전자음악을 위한 작품 ‘In The Dormitory Room’(김룡덕)과 ‘생명의 순환’(전송이)를 시작으로 생황·첼로·피아노 편성의 곡 ‘만장굴’(이승은), 제주 4.3 사건의 절규를 다룬 ‘일구사팔년 그 섬에서’(최정훈), 사려니 숲길을 배경으로 작곡된 ‘천천히, 고요히, 그리고 갑자기’(이강규)에 이어 솔로 마림바를 위한 ‘새야새야’ (강은경)와 2대의 마림바와 피아노를 위한 ‘The Universe’(루드비히 알버트)가 연주될 예정이다."
487,2022~2024 KF 글로벌 e-스쿨 한국어 교육 사업 선정,"제주대학교는 한국국제교류재단(KF)이 주관하는 ‘KF 글로벌 e-스쿨 한국어교육사업’에 2021년에 이어 2022~2024년 사업에 선정됐다고 27일 밝혔다. 제주대는 이번 사업에서 온라인 한국어 강의 주문형비디오(VOD) 방식으로 수업을 시행하는 학교로 선정돼 2024년까지 해외 대학에 한국어 강좌를 제공하게 된다. KF 글로벌 e-스쿨 한국어 교육 사업은 해외에서 한국에 대한 관심과 한국학 교육ㆍ연구에 대한 수요가 급증하는 데 비해 현지 대학에서 한국어 교육을 담당할 전문 인력이 부족한 상황을 극복하고자 한국국제교류재단(Korea Foundation)이 국내-해외 대학 연계 또는 해외 대학 간 컨소시엄을 통해 온라인으로 한국학과 한국어 강의 및 오프라인 프로그램을 제공하는 사업이다. 제주대는 2021년에 이어 2024년까지 한국어 음운론, 한국어 문법론, 한국어 의미론, 한국어 정서법, 한국 문학사, 한국어 초ㆍ중급 과정 등 10개의 VOD 강좌를 해외 교류대학에 제공할 예정이다. 현재 제주대는 한국어 해외 실습 관련 교과목은 없지만, 외국 학생을 대상으로 한 실습과목은 진행하고 있다. 이 사업에 선정돼 한국어 전공자의 해외 실습 희망자를 대상으로 한국어 교육 실습을 진행할 예정이다. 제주대는 한국국제교류재단(KF)ㆍ제주국제자유도시개발센터(JDC)와 공동으로 한국어 교육 인력의 전문성을 강화해 급증하는 한국어 교육 수요를 맞추고, 인적 네트워크를 구축하기 위해, 2020년에 이어 인도네시아, 베트남, 태국, 러시아 등 8개국의 신진 한국어 강사, 한국어 전공 대학원생 등 26명을 초청해 6월부터 11월까지 신남방ㆍ신북방 차세대 한국어 교육자 집중 연수를 진행하고 있다. 사업에 참여하는 교수진은 한국어 음운, 문법, 의미 등 전공 분야가 다양하며, 강사진은 한국어 교육 자격증을 가지고 있으면서 오랫동안 한국어 교육을 수행하여 왔기 때문에 한국어, 한국 문학, 한국어 교육에 최적화되어 있다. 김원보 국제교류본부장은 “제주대는 오랫동안 한국어 교육에 있어 해외 대학과의 중요한 교량적인 역할을 해왔고, 참여 학과인 국어국문학과와 국어교육과가 공동으로 한국어 협동과정(대학원)을 운영하고 있으며, 본 사업의 해외 사업 분야 확대에 있어 충분한 역량을 가지고 있다”고 피력하고 “우수한 한국어 강의를 해외 교류 대학에 제공해 해외 한국어 교육 활성화에 기여하겠다”고 강조했다."
488,‘2021 제주권역 대학창의발명대회’ 개최," 제주대학교 지식재산교육센터(센터장 김인중)는 제주대 사회맞춤형산학협력선도대학(LINC+)육성사업단(강철웅 단장)과 공동으로 ‘2021 제주권역 대학창의발명대회’를 개최한다고 27일 밝혔다. 대학창의발명대회는 창의적인 아이디어 구현을 통한 지식재산 창출 유도 및 지식재산 인재 조기 양성을 목표로 하고 있다. 이번 대회는 제주지역 소속의 대학 학부생 및 대학원생을 대상으로 하며, 신규 발명 또는 공개 후 6개월 미만, 출원 후 4년 이내 작품을 신청자격으로 하고 있다. 접수방법은 온라인 접수 페이지를 통해 신청서를 제출하면 된다. 접수기간은 11월 7일까지이며 서류 및 발표심사를 통해 수상자를 선정하게 된다. 시상식은 12월 1일 개최될 예정이다. 김인중 센터장은 “이번 대회를 통해 제주 소재 대학교의 학부생과 대학원생의 지식재산에 대한 인식을 향상시키고, 지식재산 인재의 조기 양성을 통해 제주 지역 산업을 선도하고, 취창업 역량을 갖춘 미래창의융합형 인재 배출의 효과를 기대한다며, 제주 지역 대학생 및 대학원생의 많은 참여를 당부한다”고 밝혔다. "
489,"대학일자리센터, 예체능계열 취업역량강화 특강","제주대학교 대학일자리센터(센터장 허대식)는 예체능계열 취업역량강화를 위해 제주대학교 재학생, 졸업생 및 제주도내 지역청년 대상으로 분야별 대면 특강과 1:1 온라인 컨설팅을 병행해 진행한다고 27일 밝혔다. 이번 프로그램은 예체능 계열 학생들을 대상으로 맞춤형 진로취업 지원 체계를 강화하기 위해 마련됐다. 프로그램은 △음악 취업의 이해 △미술분야 이기는 취업 비법 △스포츠 산업 직무탐색과 취업전략을 주제로 진행된다. 자세한 내용과 신청은 대학일자리센터 블로그(https://blog.naver.com/jnujob/222544823912)를 통해 확인할 수 있다."
490,"미래교육센터-제주학교컨설팅연구회, ‘미래교육 디자인’ 협약"," 제주대학교 사범대학 미래교육센터(센터장 김성백 학장)와 제주학교컨설팅연구회(공동회장 고경수 교장, 이인회 교수)는 지난 22일 사범대학에서 ‘제주 미래교육 디자인’을 위한 교육교류협약을 체결했다고 26일 밝혔다. 교육현장에서 학교와 교원들의 어려움을 덜어주기 위해 전문적 지원을 노력해온 제주학교컨설팅연구회와 현장밀착형 전인적 글로컬 예비교사를 양성하고 있는 사범대학의 미래교육연구센터는 업무협약을 통해 제주 미래교육의 큰 그림을 함께 그려 나가기로 의기투합했다. 이들 기관은 협약을 통해 △학술 교류를 위한 상호 협력 △학습공동체 구성 △공동 교원연수 추진 △미래교육센터에서의 실습 및 관련 시설 상호 활용 등에 대해 협력하기로 했다. 고경수 제주학교컨설팅연구회 회장(서귀포고등학교 교장)은 “사범대학이 미래교육의 담론을 형성하는데 있어서 구체적으로 학교현장을 기반으로 지원하고 예비교사를 양성할 필요가 있는데, 이번 협약을 통해 이를 실제적으로 구현해 나갈 수 있을 것이라는 기대가 크다”는 소감을 밝혔다. 한편, 미래교육센터는 설립 1년차를 맞아 오는 11월 12일에 ‘메타버스 기반의 교과수업 이해와 활용’의 특강을 준비하고 있으며, 이외에도 메타버스 관련 실습 등을 포함한 다양한 프로그램을 11-12월 중에 계획하고 있다."
491,‘개교 69주년 기념’ 제38회 정기연주회 개최," 제주대학교 예술디자인대학 음악학부(학부장 김효정교수)는 오는 29일 19시 30분 제주아트센터에서 제주대학교 개교 69주년 기념 ‘제38회 정기연주회’를 개최한다고 26일 밝혔다. 이번 연주회에는 제주대학교심포니오케스트라(JNU Symphony Orchestra)의 연주로 무소르그스키의 민둥산의 하룻밤 서곡과 전람회의 그림이 무대에 오르며, 음악학부에 재학 중인 양신국(테너), 김세영(클라리넷), 문수정(바이올린), 문혜린(피아노) 씨가 협연한다. 한편, 제주대학교심포니오케스트라(JNU Symphony Orchestra)는 1984년도 제1회 정기연주회를 시작으로 제주도 내 클래식 음악 문화를 선도하며, 도민들의 정서생활 함양과 제주 음악발전에 크게 기여하고 있다. 공연문의 064-754-2790.(공연 전석무료)"
492,"LINC+사업단, 산학협력EXPO서 캡스톤디자인 최우수상"," 제주대학교 LINC+사업단(단장 강철웅)은 지난 18일부터 24일까지 온라인 및 오프라인(수원컨벤션센터)으로 개최된 2021 산학협력엑스포에 참가했다. 교육부가 주최하고 한국연구재단이 주관하는 이번 행사에서 제주대 LINC+사업단은 캡스톤디자인 경진대회 최우수상을 비롯해 총 6개 부문에서 수상하고, 그 간의 산학협력 성과를 전시했다. 온라인 성과관에서 제주대 산학협력 성과를 종합해 전시하는 한편, 21일 진행된LINC+가족기업 홈쇼핑 프로그램에서 가족회사인 (주)제우스의 그래놀라 제품의 온라인 홈쇼핑 판매를 지원했다. 테마별로 꾸려진 오프라인 전시관에서는 제주대 LINC+사업단 가족회사인 ㈜공정씨컴퍼니(문제 해결관_농산물 부산물의 셀룰로오스를 원재료로 한 포장제 솔루션), 도담스튜디오(창업관_폐플라스틱 업사이클링 제품)제품을 전시 및 소개해 비대면으로 진행된 진로체험 프로그램 참가자들에 많은 관심을 받아 진로체험 우수참가상을 수상했다. 또한, 온라인 관람객들에게 가장 많은 호응을 받은 프로그램에 수여되는 좋아요상을 제주대를 비롯한 호남제주권 LINC+ 10개 대학이 공동으로 주최한‘SAH(4)차미래상상대회’가 수상했다. SAH(4)차 미래상상대회는 인문, 사회, 예술계열 학생들이 4차산업혁명의 미래를 제시하는 공모전이다."
493,"LINC+사업단, ‘청년취업 JOB-ARA FESTIVAL WEEK’ 운영"," 제주대학교는 제주지역 대학생 및 청년 구직자들의 취업 미스매칭 해소를 위해 오는 27일부터 29일까지 제주대에서‘2021 청년취업 JOB-ARA FESTIVAL WEEK’를 운영한다. ‘2021 청년취업 JOB-ARA FESTIVAL WEEK’는 제주대 LINC+사업단(단장 강철웅), 제주대 진로취업과·대학일자리센터, 제주대 학생상담센터, 제주산학융합원, 제주상공회의소·제주인적자원개발위원회, 한국중부발전(주) 제주발전본부가 공동으로 주관한다. 특히 이번 취업박람회는 하반기 채용 예정 기업의 채용설명회 및 채용상담, 표준현장실습학기제 선발을 위한 면접 및 상담 중심으로 단과대 및 학과별 ‘mini JOB-ARA’로 진행된다. 기업 채용설명회는 각 단과대 및 학과에서 직접 섭외해 각 기업(기관) 인사담당자의 하반기 채용설명과 함께 각 기업의 입사 선배와 함께하는 취업선배들의 취업성공 노하우 및 취업 성공 전략을 듣는 시간도 마련돼 있다. 또한 청년구직자들이 많이 궁금해 하는 취업지원프로그램에 관한 정보 제공을 위해 제주지역인적자원개발위원회, 제주고용플러스센터, 제주더큰내일센터와 취업 관련 노무상담을 위한 제주특별자치도 비정규직근로자지원센터의 상담 부스도 운영된다. 취업을 준비하는 자신에 대한 정확한 이해를 위해 MBTI, 취업타로 홀랜드 검사 등 취업을 위한 심리상담도 준비돼 있으며, 청년구직자들이 실전에 대비할 수 있도록 AI면접체험 등 취업준비에 도움이 될 수 있는 다양한 프로그램이 마련돼 있다. 이번 취업박람회의 가장 큰 특징은 로나 19 확산 방지를 위한 방역수칙을 준수하면서 제주대 아라캠퍼스 전체를 취업박람회장으로 꾸민 점이다. 코로나 19로 취업준비에 지친 청년구직자들에게 FESTIVAL처럼 행사가 진행되는 기간 동안 현장상담 참가자, 취업특강 참여자들에게 매일 미션을 제시해 이를 완수를 하는 참가자에게 상품을 제공하는 등 다양한 이벤트도 마련해 재미를 더할 예정이다. 한편 제주대 LINC+사업단은 오는 11월에는 내년 상반기 채용 시즌을 미리 준비하기 위한 ‘POST JOB-ARA 기업채용설명회’ 등을 운영할 계획이다. 특히 제주특별자치도와 함께 상반기에 ‘2021 온택트 청년드림취업박람회’에 이어 하반기에 ‘2021 온오프 도민행복일자리박람회’를 공동으로 주관해 연중 상시로 청년구직자에게 다양한 취업정보와 취업기회의 확대 등 지역청년취업 미스매칭 해소를 위해 다양한 노력을 기울이고 있다."
494,"제주2어린이급식관리센터, 학부모 참관 프로그램 운영"," 제주특별자치도 2 어린이급식관리지원센터(센터장 강인혜 제주대 식품영양학과 교수)는 지난 21일 고운맘어리이집에서 ‘부모 현장 참관 프로그램’을 실시했다.  이번 프로그램은 어린이집에 자녀를 보내고 있는 부모들을 대상으로 자녀가 먹는 급식 수준 확인, 아이의 식습관 관찰 기회 제공과 센터의 역할 및 필요성 홍보로 부모의 신뢰 형성을 위해 기획됐고 올해 3번째 행사다.  이번 행사는 △어린이급식관리지원센터 소개 △어린이 대상 영양교육 △급식소 위생 · 안전 · 영양관리 지도 (국염도 측정, 연령별 1인 1회 적정 배식량 제시 등) 등의 순서로 진행됐다.  프로그램에 참여한 학부모들은 “어린이급식관리지원센터에 대해 더 자세하게 알게됐다. 앞으로도 다양한 교육을 부탁드린다” 등의 평가를 했다.  제주특별자치도 2 어린이급식관리지원센터는 어린이집 163개소, 7723명의 어린이를 위해 위생 ？ 안전 및 영양관리에 대한 서비스를 제공하고 있다."
