대학교명,내용
한국외국어대학교,"우리 대학 정지영 학생(포르투갈어 12)이 2016년 2월 5일(금) '빅데이터 마케팅 분석보고서 경진대회'에서 최우수상을 수상했다.본 대회는 고용노동부와 한국산업인력공단이 주관하고 한국경제신문사가 운영하고 한국정보화진흥원과 다음소프트가 후원하고 있는 청년취업아카데미 '빅데이터 소셜마케팅 전문인력 양성과정' 프로그램 참여 대학생을 대상으로 한경 교육전문부서인 한경아카데미에서 열었다.수료식과 함께 진행된 대회에는 중앙대·숭실대·광운대·한림대·서경대 등의 학생들로 구성된 25개 팀(150명)이 참가해 열띤 경쟁을 펼쳤으며, 최우수상(한국경제신문사장상)은 '응답하라 DATA' 팀과 한국외국어대 정지영 씨로 구성된 '빅히어로' 팀이 수상했다. 수상팀에는 상장과 장학금을 수여했다.정지영 학생의 '빅히어로' 팀은 LG G4의 마케팅 방안에 대한 독창적인 발표를 선보여 수상의 영예를 안았다."
한국외국어대학교,"사범대학(학장 이길영 교수)이 2016년 2월 29일(월) 오전 9시, 우리대학 서울캠퍼스 대학원 105호에서 ""2016 사범대 신입생을 위한 스승과 함께 여는 대학 첫 아침 ""행사를 진행했다.사범대 사물놀이패의 축하 공연으로 막을 연 본 행사는 김인철 총장의 환영사, 학장 축사, 사범대 교수진과 신입생들 인사에 이어, 이인학 선생님(제3회 대한민국 스승상 대상)의 특강, 사범대 율동패 공연, 각 학과 교수님 개별 소개 등의 순서로 진행되었다.2005년부터 새학기를 맞이하여 매년 열려온 이번 행사는 사범대 스승과 학생들간의 친밀감과 소속감을 높이는 행사로 자리매김 하였다."
한국외국어대학교,"우리대학 캠퍼스의 안전을 지키기 위한 2016-1학기 <외대사랑순찰대> 발대식이 2016년 3월 3일(목) 오전 10시, 서울캠퍼스 미네르바 콤플렉스 국제회의실에서 열렸다.한국외대 서울캠퍼스 학생지원팀은 캠퍼스의 안전사고 예방과 건전한 면학분위기 조성을 위해 지난학기부터 <외대사랑순찰대>를 운영하였다. 총 24명으로 구성된 <외대사랑순찰대>는 재학생을 대상으로 지원을 받아 서류심사와 면접심사를 거쳐 선발됐으며, 3명이 1조로 총 8조로 이루어진다. 특히 이번 학기에는 8명의 여학생을 선발하였으며 각 조에 여학생을 1명씩 편성하여 활동할 계획이다. 순찰대원들은 하루 4시간씩 야간의 취약시간대를 중심으로 서울캠퍼스의 안전을 위해 활동하게 되며, 특별상황 발생시에는 심야에도 운영할 계획이다. 또한 동대문경찰서와 함께 캠퍼스 인근 대학촌의 안전 환경 구축을 위해 협력할 예정이다.이날 발대식에는 김유경 대외부총장을 비롯하여 김태성 학생·인재개발처장, 이승용 행정지원처장, 김진홍 동대문경찰서장, 박재동 동대문경찰서 생활안전과장 등이 참석하였다."
한국외국어대학교,"우리대학은 2016년 2월 26일(금) 오후 2시, 2016학년도 입학식을 서울캠퍼스 오바마홀, 애경홀 및 사이버관 대강당에서 개최하였다.김태성 서울캠퍼스 학생·인재개발처(대학창조일자리본부)장의 사회로 교무위원 및 내빈 소개에 이어 김인철 총장의 입학허가 선언, 신입생 선서, 학교배지 수여, 장학증서 수여, 총장 축사 등의 순서로 진행되었다.김인철 총장은 축사를 통해 ""여러분의 새출발을 축하한다""고 말하며 ""패기를 가지고 도전과 실천을 멈추지 말고, 부단한 노력을 통해 넓은 안목을 가진 사람으로 성장하기""를 당부하였다.이날 입학식은 행사장을 가득 메운 신입생과 학부모들에게 외대 가족으로서의 자부심과 소속감을 가질수 있는 뜻깊은 자리가 되었다."
한국외국어대학교,"우리대학 김인철 총장은 2016년 2월 29일(월) 16:00 성신여자대학교 수정캠퍼스 행정관에서 열린 청년일자리 창출을 위한 서울시-5개 대학교 간 서밋 회의 및 협약식에 참석하였다.박원순 서울시장, 송희영 건국대 총장, 구기헌 상명대 총장, 심화진 성신여대 총장, 황선혜 숙명여대 총장 등이 함께한 자리에서 서울시-대학창조일자리센터 사업 선정 서울지역 5개대학 간 MOU를 체결하였다.이어서 청년일자리 창출을 위한 시와 대학교의 협력사업, 학교별 역점 사업에 대한 서밋회의에서 김인철 총장은 ""일자리해커톤 등과 같이 우리 사회 구성원들의 의견을 수렴하는 행사를 매년 정례화하여 개최하고, 이러한 행사를 통해 발굴되고 제안된 아이디어들이 우리 사회의 새로운 일자리로 실현화 될 수 있도록 서울시와 대학의 협력과 지원을 제안한다""고 말했다.성신여대 시설 견학을 끝으로 이날 행사를 마무리하였다."
한국외국어대학교,"2016년 2월 27일(토) 우리대학 서울캠퍼스 대학본부 203호에서 2016학년도 제1학기 신임교원 임명장 수여식 및 오리엔테이션이 개최되었다.김인철 총장은 신규임용 교원 17명에게 임명장을 수여하며, 앞으로 글로벌 인재 양성을 위한 교육과 연구에 더욱더 매진해 주기를 당부하였다.이날 수여식에는 홍원표 서울캠퍼스 교무처장과 홍석우 글로벌캠퍼스 교무처장이 배석하였다.<서울캠퍼스> 왼쪽부터 홍원표(교무처장(서울)), 우병원(Language & Diplomacy학부), 고동우(경영학부), 송연석(통번역대학원 한영과), 김인철 총장, 문창학(일본언어문화학부), 이순희(경영학부), 손동현(경영학부), 홍종명(사범대학 한국어교육과), 홍석우(교무처장(글로벌)) <글로벌캠퍼스> 왼쪽부터 김민형(지식콘텐츠학부), 이정(Global Business & Technology학부), 박범희(통계학과), 은창선(화학과), 김보형(바이오메디컬공학부), 이지환(산업경영공학과), 홍석우(교무처장(글로벌)), 홍원표(교무처장(서울))"
한국외국어대학교,"‘HUFS 글로벌 봉사단’이 2016년 1월 26일부터 2월 3일까지 7박 9일간 라오스 비엔티안에서 봉사활동을 실시했다.라오스 비엔티안의 Vangxay초등학교로 파견된 15명의 봉사단원들은 현지 학생들을 대상으로 미술, 과학, 음악 등의 교육봉사활동을 진행하였다. 또한, 열악한 교육환경을 개선하기 위해 붕괴 위험이 있는 교실의 천장 및 바닥, 외벽 등을 보수하는 활동도 진행하였다.1월 28일에는 한국외대 관계자가 Vangxay초등학교를 방문하여 한국외대 글로벌 봉사단의 활동을 기념하기 위한 식수행사도 진행하였다.봉사단원들의 활동을 지켜본 현지 관계자는 “봉사단원들 덕분에 우리 아이들이 좋은 경험을 많이 할 수 있어 기쁘다. 내년에도 꼭 다시 오기를 바란다.”고 말했다.봉사활동에 참여한 한충헌(스페인어과 1학년) 단원은 “이번 봉사활동을 통해 값진 경험과 아름다운 추억을 얻을 수 있었다”며 활동소감을 남겼다.한국외국어대학교는 학생회 및 동아리 등에서 개별적으로 수행해오던 국내·외 자원봉사활동을 ‘한국외대 글로벌 정신’아래 재편성하여 자원봉사활동에서도 재학생들의 글로벌 역량을 극대화하기 위해 2011년부터 매년 글로벌 봉사단을 해외 각지에 파견해오고 있다."
한국외국어대학교,"2016년 2월 19일(금) '한국외대 2015학년도 전기 학위수여식'이 서울캠퍼스와 글로벌캠퍼스에서 오전과 오후로 나뉘어 진행되었다.서울캠퍼스 오바마홀과 글로벌캠퍼스 백년관 컨퍼런스홀에서 진행된 이번 학위 수여식에서 3,149명(학사 2,596명, 석사500명, 박사 53명)의 졸업생이 배출됐다.김인철 총장과 교무위원들은 양 캠퍼스에서 진행된 학위수여식에 참석하여, 사회에 첫발을 내딛는 졸업생들에게 축하와 격려의 인사를 하였다. 김인철 총장은 졸업식사를 통해 ""졸업생 여러분의 학위 취득과 사회진출을 진심으로 축하한다""며 ""앞으로 인생이나 학문의 길을 갈 때 어려운 시기가 오면 극복해 나가는 기회가 되시길 바란다""고 말했다.이날 졸업식장에는 가족, 친지, 선후배 등의 내빈이 참석하여 축하의 자리를 함께했다.<김인철 총장 졸업식사>존경하는 학부모님과 내외 귀빈 여러분, 권순한 총동문회장님, 그리고 각 대학원장님, 주임교수님, 지도교수님사랑하는 우리 학생들의 졸업과 새로운 시작을 축하하기 위해 함께 해주신 모든 분들께 깊이 감사드립니다.오늘 이 자리에서 석사, 박사학위를 받는 553명 졸업생 여러분의 학위 취득과 사회진출을 진심으로 축하해 마지 않습니다.특별히, 그동안 학생들의 성장을 위해 물심양면으로 지원을 아끼지 않으신 학부모님과 제자들을 위해 헌신적으로 지도해 주신 스승님들께도 각별한 감사의 말씀을 동시에 드립니다.자랑스런 졸업생 여러분,여러분은 정든 교정을 떠나 그동안 수련한 학문과 지식으로 자신의 큰 뜻을 펼칠 수 있는 새로운 출발선에 섰습니다.대학원 과정을 마치지만 진리의 길을 찾아 학문에 계속 정진하는 분들 또한 계십니다. 1954년 개교 이래 우리 한국외국어대학교가 배출한 여러분의 선배들은 각 분야에서 역동적으로 활약하며 대한민국의 근대화와 발전을 선도적으로 이끌었습니다. 특히 “대한민국 세계화의 역사는 곧 우리 한국외대의 역사”라고 자부해도 좋을 만큼 우리 한국외대인들은 5대양 6대주에서 열정적인 도전을 멈추지 않았습니다. 경제강국, 문화부국 코리아를 만드는 데 기여한 선배들의 전통을 이제는 여러분이 이어가야 합니다. 존경하는 학부모님과 내외 귀빈 여러분,오늘날 세계의 대학들은 연구역량을 강화하고 사회에서 인정받는 인재를 교육하는 대학이 되기 위해 무한 경쟁을 펼치고 있습니다. 우리 학교도 고유가치인 어문지역학에 더해 융복합학의 육성을 위한 계획을 착실히 실천하고 있습니다.이처럼 우리 학교는 연구교육 역량을 다변화하고 강화하여 세계 명문대학들과 어깨를 견줄 수 있는 요건을 갖추는 데 지속적인 노력을 기울일 것입니다.사랑하는 졸업생 여러분!새로운 도정을 시작하는 여러분에게 저는 우리 학교의 총장이자 여러분의 선배로서 몇 가지 당부를 드리고자 합니다.먼저 학자의 선배로서 한마디 드리고자 합니다.학문의 세계는 결코 수월하지 않다는 것입니다. 분명 고통스럽고 시련의 시간을 가져다 줍ㄴ지다.여러분들의 논점과 행태가 불합치할 때 고통이 따르고, 좋은 작품을 내기까지 수많은 땀방울과 더불어 고뇌의 시간이 필요한 것입니다.아마도 석박사 학위논문을 쓰는동안 매우 고통스럽고 내가 왜 이정도 밖에 안되나 내가 부족한 것 아닌가 이런 생각이 들 었을 것입니다.  이러한 태도는 학문하는 좋은 태도이며 저는 그런 자세로 학문의 세계에 임할 때 발전되고 큰 성취를 이룬다고 생각합니다.앞으로 여러분들께서 인생이나 학문의 길을 갈 때 어려운 시기가 오면 제가 오늘 드린 말을 되새겨 보면서 극복해 나가는 기회가 되시길 바랍니다.다음으로, 늘 스스로를 성찰하며 공부하여 무엇보다 참된 자아를 찾는 사람이 되십시오. 타인의 욕망과 자신의 이상을 구분하지 못하는 사람은 어렵게 목표를 이루어도 공허함을 느낍니다. 자신 내면의 목소리에 귀를 기우리고 참된 자아를 찾으면 더욱 힘차고 행복하게 살 수 있습니다. 끝으로, 약자를 포용하며 공정하고 정의로운 사회를 만드는 데 기여하며 봉사하는 사람이 되십시오. 오늘날 우리 사회가 안고 있는 문제들을 줄여나가기 위해서는 주변 사람들과 소통하려는 노력을 끊임없이 경주하며, 남의 입장에 서보는 역지사지의 자세가 절실합니다.“인간은 누구나 봉사를 통해 위대해질 수 있다”는 마틴 루터킹 목사의 말씀처럼 여러분이 힘써 가꾼 성공의 과실을 가족은 물론 이웃들과 나눌 때 여러분의 행복과 함께 비례하여 세계의 공익과 평화가 증진될 것입니다.이 자리에 함께 해주신 존경하는 학부모님 여러분,오늘 여러분의 자녀가 한국외대를 졸업하면서 자랑스러운 동문이 되었듯 이들을 키워내신 학부모님께서도 영예로운 한국외대 동문이 되셨습니다. 늘 그러셨듯이 앞으로도 한국외대에 많은 관심을 가지고 격려해 주시기를 부탁드립니다.사랑하는 졸업생 여러분,여러분이 이제 우리 한국외대를 떠나지만 여러분 곁에는 늘 모교 스승, 선배, 후배들이 함께 하고 있다는 것을 잊지 마십시오. 우리 학교와 교수들은 한국외대를 진흥시켜 여러분의 든든한 버팀목이 되기 위해 부단히 노력할 것입니다.다시 한 번 석사, 박사학위를 받는 졸업생 여러분들을 축하드리며, 여러분의 앞날에 무한한 발전과 행운이 함께 하기를 기원합니다. 더불어 이 자리에 함께 해주신 모든 내외귀빈께도 감사하며 한결같은 기쁨과 평안하심이 가득하길 기원합니다.감사합니다. 2016년 2월 19일한국외국어대학교 총 장  김인철"
한국외국어대학교,"우리대학은 2016년 2월 23일(화) 서울캠퍼스 역사관 203호에서 aT한국농수산식품유통공사와 “Good Job, Good people (좋은 일자리, 우수한 인재)”업무협약을 체결하였다. 금번 한국농수산식품유통공사와의 산학협약을 통해서 농식품분야 청년일자리 확대, 농식품 미래기획단(YAFF) 활동 홍보 및 지원, 대학에서의 현장실습(인턴십) 학점인정을 통한 국내·해외 현장실습(인턴십) 학생 참여 기회 제공 등으로 우수한 인재들이 농식품 산업에 활발하게 진출할 수 있도록 양 기관이 협력하는 내용을 담고 있다.이날 행사에는 김태성 학생·인재개발처장, 남원준 진로취업지원센터장, 김현숙 진로취업지원센터 팀장이 참석했으며, 한국농수산식품유통공사 측에서는 유충식 식품수출이사, 김정욱 식품산업처장, 조해영 유통교육원장이 참석했다."
한국외국어대학교,"우리대학 김인철 총장은 2016년 2월 11일(목) 미국 뉴욕 SUNY Oswego를 방문하여 한국외대와 SUNY Oswego간의 2+2 이중학위과정과, 기존보다 확장된 교환학생 파견과 관련하여 업무 협의를 진행하였다.11일 오전 SUNY 오스위고의 주요 보직교수와 학장들이 참석한 가운데, 2+2 이중학위과정에 대한 설명과 이후 진행 과정에 대해 자세히 논의하였다.이 자리에서 우리대학은 올 여름부터 사업처 주관으로 SUNY Oswego에서 진행될 Summer School에 관해 논의하고, 나아가 한국외대에서 진행하는 Summer School을 소개하고 SUNY Oswego 학생들의 참여를 요청하였다.양측은 기존 교환학생 교류를 확대함에 의견을 같이하였으며, SUNY Oswego에서도 조만간 교환학생들을 외대에 파견할 것을 약속하였다.오전 회의 후 총장실로 이동하여 외대와 SUNY Oswego간 교류협력 MOU와 2+2 이중학위과정 서명식을 진행하였고, SUNY Oswego 총장 주최 오찬이 열렸다.한국외대 참석자: 김인철 총장님, 김종석 사업처장, 오종진 교수 (SUNY Oswego Fulbright 방문교수)SUNY 오스위고 참석자: Deborah Stanley 총장Joshua McKeown, (국제교류처장) Director of Office of International Education & ProgramsLizette Alvarado, (국제교류팀장) Associate Director for Education AbroadDan Griffin, (입학처장) Director of AdmissionGabriella Lozanova, (국제학생팀장) Assistant Director of ISSSJulie P. Merchant, (미디어커뮤니케이션 & 예술대 학장) Dean of Communication, Media & ArtPamela Michel, (사범대 학장) Dean of School of EducationRameen Mohammadi, (부-Provost/대리) Associate ProvostJill Pippin, (평생교육원장) Dean of Extended LearningRichard Skolnik, (경영대학장) Dean of School of BusinessAdrienne McCormik, (인문대학장), Dean of Collage of Liberal Arts and Science"
한국외국어대학교,"우리 대학 경영대학원에서 주관하는 글로벌 최고 경영자 과정인 'LA Global CEO 과정' 원우회 간담회가 지난 2016년 2월 15일(월) Los Angeles소재의 Garden Suite Hotel에서 열렸다.이날 간담회에서 김인철 총장은 “미래 인재양성을 위한 외대의 역할”이라는 주제로 강연을 하며 LA Global CEO과정 원우들을 격려하였다. 한편 LA GLOBAL CEO과정 10기 원생들은 모교 스마트 도서관 건립기금으로 10만불을 약정하였다.김인철 총장은 행사에 앞서 한국외국어대학교 남가주 동문회 오찬(Oxford Place Hotel), Los Angeles 한인상공회의소 회장단 면담, LA G-CEO총원우회 간담회 등의 동문들과의 간담회를 가졌다.간담회에는 채명수 경영대학원장, 최승현 지도교수 비롯하여 LA G-CEO 총원우회 회장단, 원우 및 로렌스 한 LA 상공회의소 회장, 이 은 이사장 및 임원진들 참석하여 자리를 빛내주었다.한편, 2월 26일(금) LA GLOBAL CEO과정 10기 수료식이 Garden Suite Hotel에서 진행될 예정이다."
한국외국어대학교,"우리대학은 고교생들을 대상으로 우리 대학 글로벌캠퍼스에 개설된 다양한 학과에 대한 정보 및 체험 기회를 제공하고 대입 전형과 학과전공에 대한 올바른 이해를 돕기 위해, 2016년 1월 29일(금)에 고교생 300여명을 초청하여 ‘진로탐색 테마캠프’를 개최하였다.특히 이번 ‘진로탐색 테마캠프’는 HUFS 매니아 양성을 목적으로 캠프 참가 학생들과 지속적인 교류를 할 예정이다.글로벌캠퍼스 백년관에서 진행된 이번 캠프에는 글로벌캠퍼스에 개설된 20여개 학과의 교수들과 재학생들이 참여해 학과의 프로그램 및 전망에 대한 소개, 체험활동, 멘토링 특강 등의 프로그램을 통해 학생 개인별로 효과적인 진로탐색을 지원하였다.특히 현재 해당 학과에 재학 중인 대학생들이 직접 전공소개와 멘토로 참여해 고교생들에게 멘토링을 하며 재학생 강의와 학과 소개도 열렸다.유기환 한국외대 입학처장은 “이번 진로탐색 테마캠프를 통해 학생들은 전공에 대한 이해의 폭을 넓히고 학교는 잠재력 있는 학생을 선발하기 위한 기반이 되었으면 한다”고 말했다."
한국외국어대학교,"김인철 총장은 2016년 2월 3일(수), 충북 괴산의 육군학생군사학교를 방문하여 2015학년도 동계 학생군사훈련중인 우리 대학 학군단 후보생들을 격려하였다.또한 이승도 육군학생군사학교장(육군 소장)을 비롯한 학군단장 등 주요 군 관계자들을 만나 폭넓은 의견 교환 및 업무 협조 방안을 논의하는 시간을 가졌다.이날 격려 방문에는 김인철 총장을 비롯해 이보화 부총장, 신정아 학생인재개발처장, 옥진호 학생지원팀장 등이 함께 했다."
한국외국어대학교,"우리대학 정보지원처 정보통신팀에서 주관한 제1회 한국외대 앱 아이디어 공모전 본선이 2016년 1월 15일(금) 서울캠퍼스 미네르바 콤플렉스 국제회의실에서 열렸다.정보통신팀에서는 2015년 8월 말에 우리대학 공식 모바일 앱인 Hufs+를 오픈하여 다양한 형태의 서비스를 제공하고 있다.앞으로 학교 생활에 도움이 되는 새로운 앱 콘텐츠를 통해 많은 구성원들이 이 앱을 사용할 수 있도록, 구성원들이 적극적으로 참여할 수 있는 앱 아이디어 공모전을 개최하게 되었다.최종찬 서울캠퍼스 부총장이 참석한 가운데 진행된 공모전 본선에서는 2015년 11월 17일부터 12월 31일까지 지원한 총 140여개의 팀 중 다섯 팀이 선발되었으며, 훕스 리모콘을 주제로 발표한 서울캠퍼스 융복합 소프트웨어 팀의 서승범(영어교육 11), 박서윤(경영학전공 14) 학생이 대상을 수상하였다."
한국외국어대학교,"우리대학은 2016년 1월 30일(토) 13시부터 서울캠퍼스 Minerva Complex 오바마홀에서 고교생 대상 '2016 한국외대 진로탐색'을 성황리에 개최하였다.입학처 입학사정관실 주관으로 열린 이번 전공탐색은 1부와 2부로 나뉘어 1부에서는 한국외대 소개, 대입전형 안내 및 학생부종합전형 대비 전략,  2부에서는 서울캠퍼스 단과대학의 31개 전공에 대한 안내가 이어졌으며, 진학 후 공부하게 되는 교육과정에 대한 설명, 질의 응답 순으로 진행되었다.김인철 총장은 축사에서 이날 모인 2,500여명의 학생들에게 전공 선택의 중요성을 강조했다.이번 강좌에는 전국에서 모인 고교생 및 학부모로부터 진로선택의 좋은 계기, 학과에 대한 궁금증 해소 등 긍정적인 반응이 연출되었다.한국외대는 글로벌 인재 양성의 요람으로서 지속적으로 고교생과 학부모를 위한 다양한 프로그램을 운영할 계획이다."
한국외국어대학교,"외대직원장학금(이하 씨앗장학금)의 첫 전달식이 2016년 1월 12일(화) 오전 12시, 서울캠퍼스 역사관 2층 접견실에서 열렸다.2013년 뜻있는 몇몇 직원들이 시작한 씨앗장학금은 이제 90여명이 후원하는 장학기금으로 성장하였고, 그동안 모인 기금을 바탕으로 4명의 장학생(서울캠퍼스 2명, 글로벌캠퍼스 2명)을 선발함으로써 첫 발걸음을 내디뎠다.이번 행사를 통해 4명의 학생에게 각각 200만원의 장학금을 전달하게 된 씨앗장학금은 등록금 지원이라는 장학금 본연의 취지를 살리되, 학업성적은 물론 봉사활동과 다양한 교․내외 단체 활동 참여도를 반영하여 장학생을 선발하였다.씨앗장학금은 이러한 선발 과정 속에서 학생들이 대학 내에서 취업과 학점에만 몰두하는 것이 아니라 본인의 꿈에 매진할 수 있는 기회를 제공하고자 하였다.씨앗장학금 참여 직원들은 앞으로 더 많은 외대 학생들과 더 다양한 외대 학생들에게 장학금을 지급하기 위해 노력하겠다고 밝히고, 외대 직원들의 격려와 응원을 부탁하였다.씨앗장학금은 이번학기에 이어 2016학년도 1학기에도 4명의 학생을 선발하여 지급될 예정으로, 모집 안내는 학교 홈페이지 장학공지 게시판 등을 통하여 5월 초에 공지될 예정이다.[2015-2학기 씨앗장학금 장학생 명단-이름순]김용래(환경학과), 김지원(중국어통번역학과), 박혜진(LT학부), 이재현(아랍어과)※ 외대직원장학금(씨앗) 연락처 : hufs_seed@hufs.ac.kr"
한국외국어대학교,"우리 대학 허훈영(경제학 11), 유성민 학생(영어통번역학 10)이 한국소비자원에서 주최한 롯데렌터카 브랜드 빅리그 결선 배틀에서 우승하였다.롯데렌터카 브랜드와 '고객중심'이라는 키워드를 가지고 프레젠테이션을 진행한 두 학생에 대한 시상식은 2016년 2월 18일(목) 진행될 예정이다.또한 두 학생이 한 팀을 이루어 출전한 2015 잡코리아 12회 글로벌 프런티어에서 최종 합격하여 지원금을 받고 유럽 탐방 기회를 얻었다.해외 탐방 국가를 선정하여 국내에서 도입 또는 배울 점을 시사하는 이번 공모전에서, 우리대학 학생들은 독일에서 창안한 실습기업을 통한 국내 취업난 해결방안을 모색하였다."
한국외국어대학교,"2016년 1월 26일(화) 오전 10시, 우리대학 서울캠퍼스 대학본부 이덕선 회의실에서 경영대학 및 경영대학원 스마트도서관 건립기금 약정식이 개최되었다.윤경욱 발전협력팀장의 사회로 진행된 이날 약정식에서 김인철 총장은 스마트도서관 건립기금 약정에 대한 감사의 뜻을 밝혔으며 거액을 쾌척해주신 만큼 스마트도서관을 잘 짓겠다고 다짐하고, 아울러 학교도 경영대학의 국제 인증 등 지원을 아끼지 않을 것을 약속하였다.이에 경영대학 및 경영대학원을 대표하여 채명수 경영대학장 및 경영대학원장은 늦었지만 스마트도서관을 위해 도움이 될 수 있어서 기쁘다고 말하고, 지금까지 학교의 지원에 감사의 뜻을 표하였다.약정식에 이어 총 약정금액인 10억원 중 1억 5천만원에 대한 기탁식도 약소하게 진행되었다.이날 행사에는 채명수 경영대학장 및 경영대학원장, 김중화 경영대학원 부원장, 김솔 경영대학 부학장을 비롯하여, 김인철 총장, 김유경 대외부총장, 홍원표 서울캠퍼스 교무처장, 이유나 홍보실장, 견진만 외대학보주간이 참석하였다."
한국외국어대학교,"2016년 1월 21일 (목) 오후 서울캠퍼스 사이버관 516호에서 ""박용호 청년위원장과 함께하는 청년 간담회”가 열렸다.이번 행사는 박 위원장과 우리대학 김인철 총장, 김시홍 학생·인재개발처장의 면담에서 자유 진행 형식의 청년 간담회로 이어졌다.한국외대 취업준비생 10여명이 참석한 가운데 진행된 이 날 행사에서는 스팩 전면 폐지 도입 건의, 생활 유지와 취업준비를 병행하기 어려운 환경, 외대 진로취업지원센터의 취업준비 지원사항, 채용트렌드 변화에 따른 현장의 체감도 등에 대한 학생들의 발표가 이루어졌다.박 위원장은 돈을 보고 직업으로 일하며 월급을 받는 사람이 아닌, 돈을 넘어서서 소명으로 일하며 선물을 받는 사람으로 살아가기를 당부했다."
한국외국어대학교,우리대학과 코리아타임스(사장 이창섭)는 1월 19일(화) 오전에 코리아타임스 본사 회의실에서 업무협약을 체결했다.업무협약은 양 기관의 영어컨텐츠 관련 협력 및 전국 에세이 컨테스트를 공동으로 실시한다는 내용을 담고 있다. 코리아타임스는 한국외대 재학생들의 향후 진로를 위해 단기 인턴십 및 언론사 견학 프로그램에도 협력하기로 했다.이날 행사에서 김인철 총장은 글로벌에 가장 앞장 서 있는 양 기관이 영어교육에 관한 업무협약을 통해 글로벌 인재양성에 기여할 수 있기를 기대한다고 말했다.또한 이창섭 사장은 영자신문을 통한 영어교육의 중요성을 강조하고 양 기관이 협력하여 대학생의 영어능력을 더욱 향상시킬수 있기를 기대한다고 밝혔다.
한국외국어대학교,"우리대학 2015학년도 동계 HUFS글로벌봉사단 발대식이 2016년 1월 15일(금), 서울캠퍼스 대학본부 211호에서 김시홍 학생인재개발처장, 박창호 학생지원팀장, 허동원 아시아교류협회 사무총장 및 봉사단원 15명이 참석한 가운데 개최되었다.이날 발대식에서 김시홍 처장은 봉사단원들을 격려하고 한국외대의 긍지를 가지고 뜻 깊은 봉사에 임해줄 것을 당부하였으며, 건강하고 안전한 봉사활동이 될 수 있도록 격려하였다.이번 HUFS 글로벌봉사단은 1월 26일(화)에 라오스로 출국하여 교육봉사활동, 교육환경개선활동, 문화교류활동 등 다양한 봉사활동을 수행하고 2월 3일(수)에 귀국할 예정이다."
한국외국어대학교,"우리 대학은 지난 1월 18일 오전, 서울캠퍼스(이문동)에서 최영태 나드리(NADRI) 회장에게 명예 경영학박사 학위를 수여했다.강효석 대학원장은 추천사에서 “도전의식과 탁월한 기업가 정신을 통해 우리의 고유 가치와 정신을 세계에 알리기 위해 힘쓰고 계신 회장님의 경영철학이 외대 구성원들에게 큰 귀감이 되었으며, 앞으로도 국가와 민족 발전에 크게 이바지할 것으로 판단하여 명예박사 학위를 수여한다”고 밝혔다.최 회장은 1956년 고성군에서 태어나 1977년 통영수산고등전문학교(경상대 해양과학대학 전신)를 졸업한 후, 젊은 나이부터 적극적인 도전 정신으로 미국과 베트남 등지에 진출하여 주얼리 분야의 최고 기업을 이루었다.또한, 최 회장은 2014년부터 한국 에스페란토 홍보대사로 위촉되어 우리 고유의 가치와 정신을 세계에 알리기 위한 노력을 다하고 있다."
한국외국어대학교,"2015년도 고용노동부 대학창조일자리센터사업 선정 및서울지역 거점 “대학창조일자리본부” 개소“연간 5억원, 총 27억 5천만원 사업비 지원” 대학창조일자리센터는 고용노동부가 미래창조과학부의 창조경제혁신센터와 연계하여 청년층의 종합적인 취・창업지원서비스를 제공, 청년고용과 지역경제 활성화를 꾀하기 위해 추진하는 사업으로, 2015년도에 전국에서 총 22개의 대학이 선정되었으며, 우리대학은 서울지역 거점대학으로서의 역할을 수행하게 된다.2015년 10월부터 2021년 2월까지 5년 5개월에 걸쳐 총 27억원의 사업비를 고용노동부50%, 지자체(서울시) 25%, 대학 25%이 공동출자하여 운영하며, 우리대학은 본 사업을 통해 진로지도, 취・창업 지원 등 다양한 취업지원서비스를 아래와 같이 제공하게 된다 센터장소 :  (서울) 한국외국어대학교 사이버관 1층 105호          (글로벌) 한국외국어대학교 백년관 2층 201호참가대상 : 한국외국어대학교 재학생(졸업생) 및 지역 대학(특성화고) 학생센터사업- 한국외국어대학교 학생은 물론 지역 대학(특성화고) 학생 대상 원스톱 진로/취업/창업 지원서비스- 청년고용정책 홍보 및 참가를 통한 일자리 창출- 서울창조경제혁신센터 등과 연계한 창업지원 등주요프로그램구분프로그램진로지도진로교과목HUFS Proseminar특강(서울)/외대비전교육프로그램(글로벌)진로취업상담진로취업 이동상담온・오프라인 인적성검사HUFS CAP(집단직업지도)고시반 지원취업지원프로그램취업교과목기업 인성・직무적성검사자기소개서 작성 프로그램실전모의면접 프로그램취업특강취업캠프직무교육 프로그램취업스터디 지원원스톱취업지원프로그램미취업졸업생재교육프로그램동문멘토링프로그램해외취업역량강화프로그램공모전 지원(성공취업수기, 선배를 Job아라 등)창업지원프로그램창업정규강좌 운영창업특강(캠프)창업경진대회창업동아리 육성인턴십지원프로그램국내인턴십(현장실습) 지원해외인턴십(현장실습) 지원 – KOTRA 등취업정보제공기업체 채용 추천기업리쿠르팅(채용상담・설명회)취업박람회온라인취업컨텐츠 제공채용・공모전 등 취업정보제공취업관련 도서대출서울청년고용거버넌스 협업프로그램청년내일찾기패키지청년취업아카데미강소기업탐방청년인턴제타대학(특성화고) 학생지원프로그램타대학 학생 진로 및 취업/창업상담특성화고 재학생 진로지도프로그램  문의 - e-mail : job@hufs.ac.kr(서울), jobajob@hufs.ac.kr(글로벌) - homepage : http://job.hufs.ac.kr"
