,제목,내용
818,"충남대, ‘2020년 직업계고 전문교과 부전공 자격 연수’ 개최","전문교과 교원 역량 강화 및 다양성 확보  교육연수원(원장 박수연)과 직업계고 전문교과 부전공 자격연수센터(센터장 이병욱)이 전문교과 교원역량 강화 및 다양성 확보를 위해 '2020년 직업계고 전문교과 교원 부전공 자격 연수'를 개최한다.충남대 교육연수원과 직업계고 전문교과 부전공 자격연수센터는 1월 4일부터 8월 25일까지 현직 교사를 대상으로 '직업계고 전문교과 교원 부전공 자격 연수'를 온라인으로 실시한다.교육부와 경상북도교육청의 의뢰로 실시된 이번 연수는 고교학점제 도입에 따른 전문교과 교원의 다양성 확보를 위해 현직 교사 94명(기계 부전공: 14명, 조리 부전공: 58명, 관광 부전공: 22명)이 참여한다.연수생들은 8개월간 교과교육학영역 8학점과 교과내용학영역 30학점 등 교원의 교과 지도 역량 강화를 위한 총 570시간의 연수 프로그램을 수료하고, 해당 분야의 부전공 교원 자격을 취득하게 된다.이번 연수 과정을 통해 양성된 교원들은 학생들의 다양한 과목 선택권 보장 및 4차 산업혁명을 대비한 융합 교육과정 실현까지 폭넓게 활용될 것으로 기대된다.한편, 교육부는 전문교과 부전공 자격 연수를 통해 고교학점제의 조기 정착을 유도하고, 교원의 전문성 신장과 역량 제고를 위해 노력할 계획이라 밝혔다.이번 ‘부전공 자격 연수’는 충남대와 우송대가 협력 체계를 구축해 공동으로 개발·운영하는 프로그램이다."
819,"충남대, '2020 대한민국 인재상' 2명 배출","무역학과 강경준, 응용생물학과 김재동 학생 수상 경상대학(학장 김형준) 무역학과 강경준, 농업생명과학대학(학장 최종명) 응용생물학과 김재동 학생이 '2020 대한민국 인재상'을 수상했다.교육부와 한국과학창의재단이 12월 30일, ‘2020 대한민국 인재상’ 시상식을 온라인(유튜브)으로 개최한 가운데 우리학교 강경준, 김재동 학생이 대학/일반 부문에 선정됐다.무역학과 강경준 학생은 미래 대한민국 식량자원 비전을 위해 스마트 농업과 농업 관련 무역 활동에 집중하고 있으며, FTA 활용방안 대회에서 창업 기획을 통해 산업통상자원부 장관상을 수상하고, 충남대 사회공헌센터의 탄자니아 교육봉사에 참가하는 등 미래 가치 창출의 가능성을 높게 평가받았다.응용생물학과 김재동 학생은 나방 연구에 대한 남다른 열정을 바탕으로 신종 나방 발굴을 통해 ESCI 등 5편의 국제학술지 논문을 출판하고, 농업 해충의 객관적 분류 프로토콜 제시해 환경부 장관상을 수상했으며, 지역 아동센터에서 과학 재능 기부 활동을 하는 등 생물 연구 성과와 사회적 역할 수행을 인정받았다. 한편, ‘대한민국 인재상’은 우리나라를 이끌어갈 우수한 청년 인재(만15세~29세)들을 발굴해 시상하고 미래 국가의 주축으로 성장할 수 있도록 지원하기 위해 2008년부터 시작된 인재양성 프로그램이다.올해 대한민국 인재상은 고등학생, 대학생 및 일반인 100명이 최종 선정됐으며, 충남대는 대학/일반 부문에서 KAIST, 고려대, 경상대, 서울대, 중앙대와 나란히 수상자 2명을 배출하며 TOP6를 형성했다."
820,"의과대학 호흡기내과 김주옥 교수, 발전기금 기부","학술상 상금 전액 1,000만원, 호흡기내과에 기부 의과대학(학장 설지영) 호흡기내과 김주옥(의학 76학번) 교수가 학술상 상금 전액을 발전기금으로 기부했다.의과대학 호흡기내과 김주옥 교수는 12월 31일(목) 오후 2시, 이진숙 총장을 방문해 호흡기내과 발전기금 1,000만 원을 전달했다.김주옥 교수는 최근 ‘제42회 유한 결핵 및 호흡기 학술상’을 수상했다. 1979년 유한양행과 대한결핵 및 호흡기학회가 제정한 '유한 결핵 및 호흡기 학술상'은 매년 이 분야의 의학 발전에 공적이 두드러진 의학자에게 수여하는 시상제도로, 국내 호흡기 분야 최고 권위의 학술상이다.김주옥 교수는 “유한 결핵 및 호흡기학술상을 수상하면서 제자와 후배를 위해 상금 전액을 발전기금을 기부하게 됐다”며 “많지 않은 금액이지만 호흡기내과의 발전과 나아가 모교의 발전에 조금이나마 도움이 됐으면 좋겠다. 더불어 정년이 얼마 남지 않았지만 의학 발전을 위해 열심히 노력하겠다”고 말했다."
821,"충남대, 2021학년도 정시모집 1,409명 선발","1월 7일~11일, 원서접수첨단분야 4개 학과 신설, 136명 모집  충남대학교(총장 이진숙)는 2021학년도 정시모집에서 총 1,409명(수시 미충원 현황에 따라 달라질 수 있음)을 모집한다. 정시모집 원서접수는 2021년 1월 7일~11일 진행된다. 가군 750명[일반전형 703명, 지역인재(의예과) 26명, 국가안보융합전형 21명], 나군 659명[일반전형 652명, 지역인재(간호학과) 7명]을 모집하며, 다군에서는 모집하지 않는다. 일반전형과 지역인재전형은 대학수학능력시험 100%로 선발한다. 예체능계열 학과와 사범대학은 실기·면접고사를 포함한 단계별 전형을 실시하므로, 실기·면접고사 일정을 확인해야 한다. 수능 반영방법은 전년도와 동일하지만, 지원 시 참고할 사항은 다음과 같다. 먼저 충남대는 국어·수학·탐구과목은 표준점수를 반영하고, 영어와 한국사는 등급별로 감점을 적용하고 있다. 상대적으로 인문계열 학과는 국어의 반영비율이 높고 자연계열 학과는 수학의 반영 비율이 높은 편이다. 단, 예체능계열 학과 중 음악·미술·무용계는 수학 영역을 반영하지 않는다. 영어는 1등급의 경우 감점이 없고 2등급부터 최소 2점~최대 26점까지 감점을 적용하며, 계열별로 감산점이 다르므로 확인해야 한다. 한국사는 최대 2점까지 감점하고 영어에 비해 감점 폭이 작은 편이다. 또, 올해 코로나19의 확산으로 인해 최초 기본계획에서 전형방법이 일부 변경됐다. 국가안보융합학부 국토안보학전공은 매년 체력검정을 실시해왔으나 2021학년도에는 체력검정을 미시행하고 전원 만점을 부여한다. 해양안보학전공은 수능최저등급을 기준을 ‘국어·수학·영어·탐구(2과목 평균) 중 3개 영역 합 9등급 이내’에서 ‘국어·수학·영어·탐구(1과목) 중 3개 영역 합 9등급 이내’로 완화했다. 디자인창의학과는 일괄합산에서 단계별 전형으로 변경해, 1단계에서 수능으로 3배수를 선발한 뒤 2단계에서 실기 60%가 반영된다. 충남대는 2021학년도부터 첨단분야 4개 학과가 신설돼 이번 정시모집에서 첫 신입생을 선발한다. 4차 산업혁명 시대를 선도할 인재 육성을 목적으로 공과대학과 생명시스템과학대학에 각각 신설됐다. 가군에서 총 136명을 모집할 예정이며, 신설된 학과는 스마트시티건축공학과(40명), 자율운항시스템공학과(30명), 인공지능학과(40명), 생명정보융합학과(26명)이다. 충남대는 또, 2021학년도 신입생들을 위해 최고 2억원 상당의 장학금을 지급하는 ‘CNU Honor Scholarship’과 어학 프로그램 및 해외 우수대학 파견 등록금 등을 지원하는 ‘CNU GHS’ 장학제도를 신설했다. 충남대 수능 환산점수 확인은 입학본부 홈페이지(http://ipsi.cnu.ac.kr) 정시모집의 ‘성적산출’ 페이지에서 점수 입력 후 산출 가능하며, 이 점수를 정시모집 ‘전형자료’ 페이지에 있는 과년도 전형결과 자료들과 비교할 수 있다. 교육과정, 인재상과 같은 학과 정보는 각 학과 홈페이지나 학과소개서에서 확인할 수 있다. 2021학년도 정시 모집기간은 2021년 1월 7일(목)~1월 11일(월)이며, 대학입학전형과 관련한 자세한 사항은 충남대 입학정보 홈페이지(http://ipsi.cnu.ac.kr) 또는 전화(대표번호 1644-8433, 내선번호 1번)를 통해 안내를 받을 수 있다. "
822,"충남대, 2021학년도 신입생 대상 장학금 신설","CNU Honor Scholarship, CNU GHS 등 신설“우수 인재들이 공부와 연구에만 전념할 수 있도록”  충남대학교(총장 이진숙)가 2021학년도 우수한 신입생을 유치하기 위해 장학제도를 신설해 주목받고 있다.충남대는 2021학년도 신입생을 대상으로 최고 2억원 상당의 장학금을 지급하는 ‘CNU Honor Scholarship’과 어학 프로그램 및 해외 우수대학 파견 등록금 등을 지원하는 ‘CNU GHS’ 장학제도를 신설했다. ‘CNU Honor Scholarship’ 장학제도는 학사부터 박사까지 등록금 및 학업장려금, 학생생활관비, 해외 유학 장려금까지 1인당 2억원 상당의 장학금을 지원하는 파격적인 장학혜택이다. 2021학년도 신입생이 대상이며 수능성적 전 영억(국어, 영어, 수학, 탐구) 1등급인 최상위권 ‘슈퍼 엘리트’ 학생(특정학과 편중 방지 및 다양한 학문분야 지원을 위해 의예, 수의예, 약학 제외)이 수혜 대상이다. 충남대는 또, 국제적 감각과 역량을 갖춘 우수한 글로벌 인재 양성을 위해 ‘CNU GHS-Global Honors Student’(수능 평균 2등급 이상, 의예, 수의예 제외) 장학제도를 신설했다. 이 장학금 역시 2021학년도 학부 신입생이 대상이며, 1~2학년 특별 어학 강좌 지원, 3학년 해외 우수대학 파견(800만원 상당 해외 대학 등록금), 4학년 TOEIC 및 GRE 과정 등을 지원해 우수한 학생들이 글로벌 인재로 성장할 수 있도록 지원한다. 이와 함께 충남대는 입학성적이 우수한 학생들에게 지급하는 ‘글로벌 엘리트 A, B, C 장학금과 중복 수혜가 가능한 학기당 500만원의 학업 장려금을 지원하는 ‘백마드림Ⅰ’ 및 학기당 200~300만원을 지원하는 ‘백마드림 Ⅱ’ 장학금을 마련하여 지급해 오고 있다. 또, 대전.세종.충남.충북 소재 고등학교 졸업자(성적 우수자)에게 4개 학기 동안 등록금 전액을 지원하는 ‘대전.충청 장학금’을 운영하며 지역의 우수한 인재 유치를 위해 노력하고 있다. 충남대 이진숙 총장은 “충남대는 2021학년도 신입생을 위해 학부부터 박사는 물론 해외 유학까지 지원하는 ‘CNU Honor Scholarship’ 장학금과 글로벌 인재 양성을 위한 ‘CNU GHS’을 새롭게 마련했다”며 “충남대는 다양한 장학제도를 통해 우수한 인재들이 국가 거점국립대학교에서 공부와 연구에만 전념할 수 있도록 전폭적으로 지원하겠다”고 말했다. "
823,"지역선도대학육성사업단-한국서부발전(주), 오픈캠퍼스 과정 운영","재학생 20명 참여, 비대면 전문가 교육 및 현장견학 진행  대학가가 동기 계절학기 시즌을 맞은 가운데 충남대학교와 한국서부발전이 지역의 특성을 반영한 직무 및 현장견학 중심의 교육과정인 ‘오픈캠퍼스’를 운영한다.충남대 지역선도대학육성사업단(단장 이영석)은 12월 28일(월)부터 내년 1월 6일까지 한국서부발전(주)과 공동으로 ‘2020년도 동기 계절학기 오픈캠퍼스’를 운영한다. 이번 오픈캠퍼스는 지역인재 채용 의무화 및 혁신도시 선정 등에 선제적으로 대응하고, 맞춤형 전문 인력을 양성하기 위해 진행되며, 충남대 재학생 20명과 한국서부발전(주) 소속 강사 및 사업단 담당자가 참여한다. 이번에 처음 운영되는 오픈캠퍼스 과정은 대면 수업과 현장 실무교육을 병행할 예정이었으나, 코로나19 상황을 고려해 비대면 방식(ZOOM)의 수업과 현장 견학 중심으로 진행된다. 특히, 한국서부발전(주) 연계 과정은 한국서부발전연구소 전문 연구원이 직접 강사로 참여해 신입사원 교육과 동일한 수준의 교육내용을 참여학생들에게 제공한다. 또, 한국서부발전(주) 본사, 태안 및 서인천발전본부, 판교 디지털기술공유센터 등을 견학을 통해 학생들이 발전공기업 현장을 직접 체험할 수 있도록 할 예정이다. ‘지역선도대학 육성사업’의 일환으로 추진되고 있는 ‘오픈캠퍼스’는 공공기관과 지역대학이 지역 특성을 반영해 직무 및 현장견학 중심 교육과정을 운영하는 프로그램이다. 지역선도대학육성사업단은 지역인재 채용에 상대적으로 적극적인 한국서부발전과의 오픈캠퍼스 시범 운영에 이어, 2021학년도 1학기 오픈캠퍼스 과정을 확대할 예정이다. 지역선도대학육성사업단 이영석 단장은 “한국서부발전(주)과 연계한 오픈캠퍼스 과정이 앞으로 충남대를 대표하는 지역인재 공동교육 모델로 발전할 수 있도록 노력하겠다”며 “앞으로 대전․세종․충남 권역 공공기관과의 오픈캠퍼스 추진 및 지역인재 공동양성 프로그램 운영을 확대하겠다”고 밝혔다. "
824,"응용화학공학과 이영우 교수, 과학기술정보통신부 장관상 수상","실전문제연구단장 수행, 이공계 교육혁신 기여 공로 공과대학(학장 최훈) 응용화학공학과 이영우 교수가 이공계 교육혁신에 기여한 공로를 인정받아 과학기술정보통신부 장관상을 수상했다. 이영우 교수는 2017년 6월 1일부터 현재까지 실전문제연구단 단장으로 미래 선도 산학협력 교육모델 운영 및 정착에 기여해 왔다. 또,  2019년에는 X-Corps 협의회장을 역임하며 협의회 주관으로 ‘2019 X-Corps 페스티벌’을 개최, 이공계 대학(원)생 중심 다학제적 연구팀의 연구과제 지원을 통해 기업의 문제 해결 역량을 가진 이공계 인재양성에 기여한 공로를 인정 받았다. "
825,"충남대, 2020년 교육분야 양성평등 유공 기관 표창","양성평등 조직문화 구축 및 확산에 기여  충남대학교(총장 이진숙)가 교육부로부터 ‘2020년 고등교육분야 양성평등 업무 유공 표창’을 받았다. 올해 유공자 표창 행사는 코로나19로 인해 개최되지 않았다.이번 교육부 양성평등 유공 표창은 2020년 한 해 동안 교육분야의 양성평등 업무에 기여한 기관 및 개인에 대한 표창이며, 충남대는 ‘2020년 양성평등 조치 우수대학’ 중 대표로 유공 표창을 받았다. 이에 앞서 충남대는 지난 12월 3일, 교육부로부터 ‘2020년 양성평등 조치 우수대학’에 선정됐다. 충남대(일반대학Ⅰ)는 2020년 양성평등 조치에서 여성 신임교원 임용, 학내 각종 위원회 여성교원 참여율 등 양성평등 조직 문화의 확산에서 우수한 실적을 달성했다. 특히, 여성 신임교원 임용비율의 경우 작년 대비 14.4% 상승한 35.5%(31명 中 11명)를 달성해 양성평등 조치 우수대학에 선정됐다. "
826,"신희권 교수, 제8대 교수회장 당선","2021년 3월부터 2년간 임기 수행  사회과학대학 행정학부 신희권 교수가 제8대 교수회장에 선출됐다.충남대 교수회는 지난 12월 23일(수) ‘제8대 교수회장’ 선거를 실시한 결과 단독 출마한 신희권 교수를 신임 회장으로 선출했다. 신희권 신임 교수회장의 임기는 2021년 3월 1일부터 2년이다. 온라인 투표와 현장 투표로 진행된 이번 선거에서 총 926명의 선거인 가운데 605명이 투표에 참여해 65.33%의 투표율을 기록한 가운데, 572명(94.55%) 찬성 득표를 얻어 당선됐다. 신희권 신임교수회장은 “충남대가 입지적 여건을 잘 활용하여 국내 톱 클래스 대학이자 세계적 경쟁력을 갖춘 대학으로 발전하는데, 교수회장으로서 기여할 부분이 있다면 최선의 노력을 다 하겠다”며 “급변하는 상황변화에 맞춰 충남대 교수님들의 생활 불편과 미래 불안을 줄이기 위해 학내 구성원들의 지혜를 모으는 한편, 교수님들의 의견을 잘 수렴해 합리적 비판자이자 조력자 역할을 하겠다”고 말했다. "
827,"수학교육과 부덕훈 교수, 발전기금 기부","내년 2월 정년퇴임 앞두고 1,000만원 기부  사범대학 수학교육과 부덕훈 교수가 내년 2월 정년퇴임을 앞두고 발전기금을 기부했다.수학교육과 부덕훈 교수는 12월 28일(월) 오후 2시, 이진숙 총장을 방문해 발전기금 1,000만 원을 전달했다. 부덕훈 교수는 지난 1983년 수학과 교수로 임용돼 약 38년 동안 충남대에 재직해 왔으며 오는 2월 정년 퇴임을 앞두고 있다. 부덕훈 교수는 “1983년 수학과에서 교편을 잡았고 이후 2009년 창립된 수학교육과에 몸 담아온 40년 가까운 세월 동안 충남대와 함께해 왔다”며 “영예로운 정년 퇴임을 앞두고 발전기금을 기부하게 되었다. 비록 퇴임으로 몸은 떨어져 있겠지만 마음속으로 학과와 대학 발전을 위해 열심히 응원하겠다”고 말했다. "
828,"선박해양공학과 민좌근, 이은주, '산학프로젝트 챌린지' 산업통상자원부장관상 수상","대학원 선박해양공학과 민좌근(석사2), 이은주(석사2)(지도교수 : 유원선 교수) 학생이 산업통상자원부가 주최한 ‘제1회 2020 산학프로젝트 챌린지’에서 장관상을 수상했다.  ‘산학프로젝트 챌린지‘는 산업부의 ’산업혁신인재성장지원사업‘을 통해 지원하는 산학프로젝트의 다양한 연구성과를 발표하고 우수 결과물에 포상하는 행사로, 이번 행사에는 190여개 기업과 54개 대학의 석박사생들이 참여해 총 215개의 산학프로젝트 성과물이 출품됐다.  100개 팀이 본선에 올라 시제품 제작과 애로기술 해결, 특허 출원 여부 등을 심사해 최종 20개 팀을 선발한 가운데 CNU-OnFire팀은 스마트선박 기업 '수퍼센추리'사와 AI를 기반으로 화재가 발생한 위치를 자동으로 계산해 소화수를 분사하는 기술인 ‘자율형 초동진압용 소화 체계’를 개발, 특허를 출원해 입상했다."
829,"컴퓨터공학과, 사물인식+드론 경진대회 입상","임베디드시스템연구실 금상, 은상 수상  공과대학(학장 최훈) 컴퓨터공학과 학생들이 인텔 코리아(Intel Korea)와 함께하는 사물인식+드론 경진대회에서 금상과 은상을 수상했다.인텔 코리아와 한국정보과학회가 지난 12월 21일~23일, ‘인공지능 딥러닝을 이용한 사물인식+드론 경진대회’를 주최한 가운데, 컴퓨터공학과 임베디드시스템연구실(지도교수 김형신)의 배지훈, 유주원 학생팀이 금상을, 강재민, 김수진, 서다은 학생팀이 은상을 수상했다. 이번 대회는 인텔 코리아가 제공하는 미니 PC와 드론을 제어해 딥러닝을 이용한 물체인식 미션을 수행하는 대회로 정해진 위치에서 드론을 출발시켜 제한 시간 내에 많은 물체를 인식하는 방식으로 진행됐다. 특히, 총 15개 팀이 출전한 가운데 충남대는 유일하게 2개팀이 금상(2등상)과 은상(3등상)으로 입상해 실력을 입증했다."
830,충남대 등 9개 거점국립대 온라인 입시 박람회 개최,"9개 거점국립대 연합, ‘2021학년도 정시 온라인 대학입시박람회’ 개최  코로나19로 인해 각종 대면 서비스가 제한되고 있는 가운데 충남대학교 등 9개 국가 거점국립대학교가 수험생 및 학부모를 위해 온라인 대학입시 박람회를 개최한다.충남대학교(총장 이진숙) 입학본부(본부장 손은령)는 수험생과 학부모에게 최신 대입 정보를 제공하고, 우수인재를 유치하기 위해 12월 28일(월)~1월 6일(수), ‘2021학년도 정시모집 온라인 대학입시박람회’를 진행한다. 이번 온라인 박람회는 강원대, 경북대, 경상대, 부산대, 전남대, 전북대, 제주대, 충남대, 충북대 등 국가 거점대학교 9개 대학이 연합해 동시적으로 진행된다. 충남대는 올해 거점국립대학교 입학본부장협의 회장교를 맡고 있다. 이번 입시박람회는 유니온페어(https://unionfair.co.kr/) 홈페이지에 회원 가입 후, 관심 대학 사이트에 접속해 사전 예약을 한 뒤 예약시간에 맞춰 1:1 화상 상담에 참여하면 된다. 박람회 홈페이지에서는 대학별 전형결과나 관련 자료를 다운받을 수도 있으며, 대학별 상담 기간은 대학별(일정표 참조)로 차이가 있으니 유의해야 한다.이와 관련해 국가 거점국립대는 지난 2017년부터 공동 입학설명회 및 입시 박람회를 개최해 왔으며, 올해의 경우 코로나19 상황을 고려해 온라인 입시 박람회를 진행하게 됐다.국가 거점국립대는 긴밀한 네트워크를 기반으로 한 다양한 협력 사업을 통해 고등교육의 기회를 보장하고 지역사회 발전에 기여하는 한편, 기초학문 보호 및 육성이라는 목표를 수행하기 위해 공동 노력하고 있다.한편, 충남대 2021학년도 정시모집은 2021년 1월 7일(목)~1월 11일(월), 진행될 예정이다. 온라인 박람회 신청 또는 대학입학전형과 관련 사항은 충남대학교 입학정보 홈페이지(http://ipsi.cnu.ac.kr) 또는 전화(대표번호 1644-8433, 내선번호 1번)를 통해 안내를 받을 수 있다."
831,"스포츠융복합창업육성사업단, ‘스포츠융복합산업 세미나’ 개최","스포츠융복합 (예비)창업자의 전문역량 강화 스포츠융복합창업육성사업단(단장 진윤수, 이하 ‘사업단’)이 스포츠융복합 (예비)창업자를 위한 ‘제2회 스포츠융복합산업 세미나’를 개최했다.스포츠융복합창업육성사업단은 지난 12월 23일(수) 오후 3시, 스포츠융복합산업 분야의 관심이 있는 (예비)창업가 50여명이 온라인(ZOOM)으로 참석한 가운데 ‘제2회 스포츠융복합산업 세미나’를 개최했다.이번 세미나는 스포츠융복합산업분야 기초지식 및 역량을 증진하고 IT 스포츠산업이 융복합된 새로운 사업모델 개발 및 창업 관련 스타트업 육성을 위해 지역 융복합스포츠산업 거점 육성 사업의 하나로 진행됐으며, 티엘인더스트리 김창식 대표의 ‘스포츠융복합창업 처음부터 끝까지’ 발표를 비롯해 에이디엠아이 김문식 대표의 ‘융복합 스포츠콘텐츠 시장 진출기’에 대한 발표가 진행됐다.진윤수 단장은 “이번 세미나 개최를 통해 스포츠융복합 창업에 대한 이해를 돕고, 미래 첨단 스포츠 IT융합기술을 접하는 유익한 자리가 되기를 기대한다”고 말했다.한편, 스포츠융복합창업육성사업단은 2017년을 시작으로 대전지역 스포츠계열 대학(원)생 및 스포츠에 관심 있는 (예비)창업가 등 일반인을 대상으로 창업가로서의 전문역량 강화를 위한 교육과 멘토링, 실제 창업의 발판을 마련해 주고, 스포츠융복합 창업아이디어 구체화 지원사업, 새로운 아이디어 발굴을 위한 국내 스포츠 박람회 참관, 활동과 성과를 공유·확산하는 프로그램을 진행하고 있다. "
832,신약전문대학원-파로스아이바이오와 업무협약 체결,"키나아제 저해제 발굴을 위한 신약 플랫폼 기술 공동연구·개발   신약전문대학원(원장 김연수)과 파로스아이바이오(대표 윤정혁)가 신약 플랫폼 기술 공동연구·개발을 위한 업무협약을 체결했다.신약전문대학원과 파로스아이바이오은 지난 12월 21일(월) 14시, 양기관 관계자들이 온라인(ZOOM)으로 참석한 가운데 키나아제 저해제 발굴을 위한 신약 플랫폼 기술 공동연구 개발 업무협약을 체결했다. 이번 협약에 따라 신약전문대학원과 파로스아이바이오는 자체 구축한 빅데이터 및 AI 기반의 신약개발 플랫폼 ‘케미버스(Chemiverse)’의 키나아제 저해제 발굴을 위한 신약 플랫폼 고도화 개발에 한층 더 박차를 가한다.이후 신약전문대학원 강남숙 교수(4단계 BK21 사업 연구단장)와의 공동연구를 통해 AI기반 신약플랫폼 고도화와 키나아제 저해제 개발연구를 본격적으로 진행하게 된다.강남숙 교수는 “키나아제 저해제 유효물질 도출을 위한 AI 신약개발 플랫폼 고도화 목표하고 있다”며, “AI 신약개발 플랫폼 ‘케미버스’의 고도화를 통해 신약 후보물질 선별 비용 및 개발기간의 획기적 절감 기대하고 있다”고 밝혔다.한편, 파로스아이보이오는 신약개발 전문 기업으로서 빅데이터 및 AI 플랫폼을 통해 희귀난치성 질환 신약 개발에 앞장서고 있다. "
833,"화학공학교육과 이광복 교수, 한국청정기술학회 학술상 수상","청정기술 분야 학술발전 기여 공로 사범대학(학장 최광만) 화학공학교육과 이광복 교수가 청정기술분야 학술발전에 기여한 공로를 인정받아 (사)한국청정기술학회 학술상을 수상했다.(사)한국청정기술학회는 지난 11월 25~27일, 온라인과 오프라인으로 동시에 추계학술대회를 개최하고 시상식 간 이광복 교수에게 상장과 상금을 시상했다. 이광복 교수는 지난 10여 년간 헌신적인 노력과 우수한 학술적 업적을 통해 (사)한국청정기술학회의 위상을 높이고 한국청정기술학회 학술지 ‘Clean Technology’가 한국연구재단 등재지로 선정되는데 기여한 공로를 인정받았다."
834,2021년 신규 검사 5명 합격,"충남대학교 법학전문대학원(로스쿨)이 올해 검사 5명의 합격자를 배출했다. 최근 법무부가 발표한 ‘2021년도 신규 검사 선발전형’에 충남대 로스쿨은 총 5명의 합격자를 배출했다. 충남대는 지난해 검사 4명을 배출한데 이어 올해 5명을 배출하였다. 또, 올해 신임 법관 4명, 재판연구원 합격자도 2명 배출하는 등 우수한 법조인력 교육기관으로서의 명성을 이어가고 있다. 충남대 로스쿨 박세화 원장은 “검사, 재판연구원 지원팀을 구성하고 교수 및 직원이 합심해 필기시험 준비를 위한 밀착지도와 면접을 대비한 모의면접을 적극지원함으로써 좋은 성과를 낸 것 같다”며 “현재의 성과에 만족하지 않고 전체적인 학습지원 시스템을 보완.개선해 법조인 배출은 물론 전체 변호사시험 합격률도 전국 상위권으로 높이겠다”고 말했다. 한편, 올해 검사 및 재판연구원 임용시험 합격자들은 내년 1월 치러지는 제10회 변호사시험에 최종 합격하게 되면 5월경 정식 임명장을 받게 된다. "
835,"김현석 교수 연구팀, ‘NPG Asia Materials’ 논문 게재","Hetero-junction 구조 유도를 통한 초고이동도 박막 트랜지스터 구현  공과대학 신소재공학과 김현석 교수팀이 알루미늄 금속 층의 도입으로 반도체 층 내의 전도성층을 형성함으로써 초고이동도 (~150 cm2/Vs) 박막 트랜지스터 구현에 성공했다.이번 연구 결과는 박지민 박사 연구생이 제1저자로 참여했으며, 저명한 국제 학술지인 Nature 계열의 ‘NPG Asia materials’(Impact factor (IF):8.1)에 논문이 게재됐다.(논문 제목 : Metal-induced n+/n homojunction for ultrahigh electron mobility transistors)  또, 해당 논문의 Top-Page Graphic이 저널 홈페이지에 등재되는 동시에 ‘Feature Article’로도 선정됐다. 연구팀은 8K AM-OLED와 같은 차세대 디스플레이에 적용하기 위하여 필수적인 고성능 트랜지스터를 성공적으로 구현했으며, Al 금속의 도입을 해여 다른 성능의 저하 없이 기존 20 cm2/Vs 수준에서 150 cm2/Vs 이상으로의 현저한 트랜지스터 전계 효과 이동도 향상을 보고했다. 이번 연구는 실험적인 결과뿐만 아니라 DFT calculation 및 다양한 분석을 통해 이동도 향상의 메커니즘을 확실하게 입증했으며 우수한 전기적 특성과 더불어 전기적 신뢰성을 확보해 현재 고비용의 Low-Temperature Poly-Si (LTPS) 트랜지스터를 값 싸게 대체할 수 있는 효율적인 방법을 제시했다. 김현석 교수는 “이번 연구는 현재 고이동도 (>50cm2/Vs) 를 요구하는 디스플레이 구동 소자로 사용되고 있는 LTPS 트랜지스터를 비용 효율적으로 대체할 수 있는 새로운 방법을 제시하는데 있어 의미있는 연구”라고 말했다.이와 관련해 연구팀은 실제 응용 가능성을 높이기 위해 top-gate structure에서 금속 층을 도입 함으로써 안정적으로 고이동도를 달성하기 위한 연구를 진행하고 있다. "
836,‘2020년 직업계고 AI기반 교수.학습 핵심 교원 연수’ 개최,"충남교육청 의뢰, 비대면 온라인 교육 진행  충남대학교 교육연수원과 직업진로교육정책연구실(기계·재료공학교육과 이병욱 교수)은 12월 21일~24일, 충남교육청의 의뢰로 ‘2020년 직업계고 AI 기반 교수·학습 핵심 교원 연수’를 실시간 비대면 화상 연수로 개최한다.이번 교원 연수는 AI 기반 신산업 분야에 대한 인력 및 교육 수요가 증가됨에 따라 관련 직업교육체제를 구축하고 AI 기반 신산업 분야 인력 양성 시스템을 구현하기 위한 연수 프로그램으로 운영된다. 충남교육청에는 공업계, 상업계, 가사계, 해양계, 문화예술계의 34개 특성화고등학교와 전기·전자, 자동차 부품, 철강, 식품 분야의 4개 마이스터고등학교가 있으며, 이들 학교의 핵심 전공 분야와 AI를 연계할 수 있는 역량을 배양하는데 중점을 두고 연수가 진행된다. 특히, 이번 연수는 코로나19로 인해 비대면 온라인으로 진행되며, AI 기반의 실험·실습 장비 활용 능력을 배양하기 위한 프로그램도 온라인으로 구현해 운영된다. 연수에 참여한 교사들은 인공지능의 이해, 인공지능의 원리와 활용 개요(인식), 인공지능의 원리와 활용 개요(탐색과 추론), 인공지능의 사회적 영향, 인공지능의 원리와 활용 개요(데이터), 인공지능의 원리와 활용 개요(NLP), 인공지능의 원리와 활용 개요(CV), 직업계고 AI 기반 교수·학습 개발·운영 프로젝트 등을 학습하여, AI 기반 신산업 분야 직무 중심의 역량 기반 교육과정 개발과 운영 역량도 함양할 계획이다. 한편, 직업진로교육정책연구실은 2014년부터 전국 특성화고·마이스터고 교사를 대상으로 교원 연수를 운영하고 있으며, 직업계고 AI 기반 교수·학습 방법의 확산과 정착을 선도하고 있다. "
