,국가,대학교명,번역,분류,번역_전처리,5분류,요약
18,한국,Ajou,"아주대학교 기계공학과 이정호 교수 연구팀이 산업통상자원부의 ‘2021년도 제1차 에너지기술개발사업’에 주관연구기관으로 선정됐다. 산업통상자원부는 에너지 환경 변화에 대응하여 탄소중립 시대 실현과 그린뉴딜 사업을 위한 기술개발을 촉진하기 위해 ▲신재생 ▲에너지신산업 ▲청정화력/원자력/스마트그리드 ▲공공R&D 분야에서 80개의 세부사업을 진행하고 있다. 이정호 교수(사진 왼쪽)는 세부사업 부문 중 의 ‘비등을 이용한 히트파이프 열교환기 성능 향상 핵심 기술 및 모듈 개발’에 지원해 최종 선정되었다. 사업 기간은 2021년 5월부터 2025년 12월까지 5년이며, 총 사업비는 135억원이다. 이정호 교수 연구팀(사진 오른쪽)은 이번 사업을 통해 비등파이프 열교환기를 개발할 계획이다. 비등파 이프는 액체가 끓어오르는 ‘비등’ 열전달 기술을 적용하여 증발에만 의존하는 기존 히트파이프의 열교환 성능 한계를 극복할 수 있다. 비등을 이용한 열전달 기술은 전력반도체, 전기자동차 및 에너지저장장치 (ESS), 그리고 레이저 유도무기의 냉각장치와 같은 첨단 고발열 열관리를 위한 핵심 기술로 주목받고 있다. 연구팀은 이번 연구를 통해 발전플랜트, 보일러, 소각로 등 각종 산업 현장에서의 에너지 비용 절감 및 온실가스 감축에 기여할 뿐만 아니라 대부분 버려지고 있는 중소 규모의 폐열회수에 따른 사회 간접적 에너지 비용을 감소시킬 수 있을 것으로 기대한다. 한편 아주대학교가 주관연구기관을 맡은 이번 사업에는 한국기계연구원, 중앙대학교 산학협력단, 울산과학 기술원, 한국과학기술원, (주)유니웰이 참여연구기관으로 참여한다",7,"아주대학교 기계공학과 이정호 교수 연구팀이 산업통상자원부의 2021년도 제1차 에너지기술 개발사업에 주관 연구기관으로 선정됐다.산업통상자원부는 에너지환경 변화에 대응하여 탄소중립 시대 실현과 그린뉴딜사업을 위한 기술개발을 촉진하기 위해 신재생에너지 신산업청정화력원자력 스마트그리드 공공RD분야에서 80개의 세부사업을 진행하고 있다.이정호 교수 사진 왼쪽는 세부사업부문 중의비 등을 이용한 히트파이프 열교환기 성능 향상 핵심기술 및 모듈 개발에 지원해 최종 선정되었다. 사업기간은 2021년 5월부터 2025년 12월까지 5년이며, 총사업비는 135억원이다. 이정호 교수 연구팀 사진 오른쪽은 이번 사업을 통해 비등파이프 열교환기를 개발할 계획이다.비 등 파이프는 액체가 끓어오르는 비등 열 전달 기술을 적용하여 증발에만 의존하는 기존 히트파이프의 열교환 성능 한계를 극복할 수 있다. 비등을 이용한 열전달 기술은 전력반도체, 전기자동차 및 에너지 저장장치 ESS, 그리고 레이저 유도무기의 냉각장치와 같은 첨단 고발 열열관리를 위한 핵심기술로 주목받고 있다.연구팀은 이번 연구를 통해 발전플랜트, 보일러, 소각로 등 각종 산업현장에서의 에너지 비용 절감 및 온실가스 감축에 기여할 뿐만 아니라 대부분 버려지고 있는 중소 규모의 폐열회수에 따른 사회간접적에너지 비용을 감소시킬 수 있을 것으로 기대한다. 한편 아주대학교가 주관 연구기관을 맡은 이번 사업에는 한국기계연구원, 중앙대학교 산학협력단, 울산과학기술원, 한국과학기술원, 주유니웰이 참 여 연구기관으로 참여한다",3," 등 파이프는 액체가 끓어오르는 비등 열 전달 기술을 적용하여 증발에만 의존하는 기존 히트파이프의 열교환 성능 한계를 극복할 수 있다. 비등을 이용한 열전달 기술은 전력반도체, 전기자동차 및 에너지 저장장치 ESS, 그리고 레이저 유도무기의 냉각장치와 같은 첨단 고발 열열관리를 위한 핵심기술로 주목받고 있다"
42,한국,Kangwon,"전기차（실험폐기물 수거차량, 캠퍼스폴리스 차량）운영을 통한 환경 보호 실천",7,"전기차 실험 폐기물 수거 차량, 캠퍼스 폴리스 차량 운영을 통한 환경보호 실천",3,"전기차 실험 폐기물 수거 차량, 캠퍼스 폴리스 차량 운영을 통한 환경보호 실천"
73,한국,Kangwon,"청년 구직자 대상 인공지능 기술, 프로젝트 사례 및 실습, 멘토링 지원",9,"청년 구직자 대상인 공지능 기술, 프로젝트 사례 및 실습, 멘토링 지원",3,"청년 구직자 대상인 공지능 기술, 프로젝트 사례 및 실습, 멘토링 지원"
98,한국,Kangwon,보행자 안전을 위한 자전거보관소 주변 정돈 및 유동인구 많은 공간에 볼라드 설치,11,보행자 안전을 위한 자전거 보관 소 주변 정돈 및 유동인구 많은 공간에볼라드 설치,3,보행자 안전을 위한 자전거 보관 소 주변 정돈 및 유동인구 많은 공간에볼라드 설치
83,한국,Kangwon,장애학생을 위한 기자재 및 기기를 대여하여 대학생활 편의 증진,10,장애학생을 위한 기자재 및 기기를 대여하여 대학생활 편의 증진,3,장애학생을 위한 기자재 및 기기를 대여하여 대학생활 편의 증진
49,한국,Kangwon,인권상담실과 성평등상담실을 두어 구성원의 인권 보호 제도 마련,8,인권상담실과 성평등상담실을 두어 구성원의 인권보호제도 마련,3,인권상담실과 성평등상담실을 두어 구성원의 인권보호제도 마련
55,한국,Kangwon,교수회를 운영하여 중요 사안에 대한 의결권 보장,8,교수회를 운영하여 중요 사안에 대한 의결권 보장,3,교수회를 운영하여 중요 사안에 대한 의결권 보장
44,한국,Kangwon,태양광 설비를 통해 에너지 효율성 제고 및 공공요금 절감,7,태양광 설비를 통해 에너지 효율성 제고 및 공공요금 절감,3,태양광 설비를 통해 에너지 효율성 제고 및 공공요금 절감
117,한국,Kyungpook,"문화체육관광부와 고려대학교 박물관협회가 주관하는 '2019 대학박물관 진흥 지원사업'의 일환으로 경북대학교 자연사박물관과 칠곡숲채원이 '매사냥' 교육 프로그램을 운영했다. 한국 전통 문화의 중요한 부분입니다. 전통적인 매 사냥의 생태 친화적 인 포획, 훈련 및 방사선 시스템을 탐색하는 것이 용이했습니다. 이 프로그램은 문화적 향유와 인식을 제고하기 위한 수단으로 조직되었으며 지금까지 7번 진행되었습니다. 경북대학교 박물관은 2020 대학박물관 진흥지원사업의 박물관 보존 및 보호 프로그램의 일환으로 문화재 전문가 6인의 특강을 개최한다. 다양한 분야의 전문가들이 우리 문화재의 보존과 보호에 대해 강의합니다.",11,"문화체육관광부와 고려대학교 박물관협회가 주관하는 2019대학박물관 진흥지원사업의 일환으로 경북대학교 자연사박물관과 칠곡숲 채원이 매사냥 교육 프로그램을 운영했다. 한국 전통문화의 중요한 부분입니다.전통적인 매사냥의 생태친화적인 포획, 훈련 및 방사선 시스템을 탐색하는 것이 용이했습니다.이 프로그램은 문화적 향유와 인식을 제고하기 위한 수단으로 조직되었으며 지금까지 7번 진행되었습니다. 경북대학교 박물관은 2020대학 박물관 진흥지 원사업의 박물관보존 및 보호 프로그램의 일환으로 문화재 전문가 6인의 특강을 개최한다. 다양한 분야의 전문가들이 우리 문화재의 보존과 보호에 대해 강의합니다.",3, 프로그램은 문화적 향유와 인식을 제고하기 위한 수단으로 조직되었으며 지금까지 7번 진행되었습니다. 경북대학교 박물관은 2020대학 박물관 진흥지 원사업의 박물관보존 및 보호 프로그램의 일환으로 문화재 전문가 6인의 특강을 개최한다. 다양한 분야의 전문가들이 우리 문화재의 보존과 보호에 대해 강의합니다.
135,한국,Kyungpook,"문화체육관광부와 고려대학교 박물관협회가 주관하는 '2019 대학박물관 진흥 지원사업'의 일환으로 경북대학교 자연사박물관과 칠곡숲채원이 '매사냥' 교육 프로그램을 운영했다. 한국 전통 문화의 중요한 부분입니다. 전통적인 매 사냥의 생태 친화적 인 포획, 훈련 및 방사선 시스템을 탐색하는 것이 용이했습니다. 이 프로그램은 문화적 향유와 인식을 제고하기 위한 수단으로 조직되었으며 지금까지 7번 진행되었습니다. 경북대학교 박물관은 2020 대학박물관 진흥지원사업의 박물관 보존 및 보호 프로그램의 일환으로 문화재 전문가 6인의 특강을 개최한다. 다양한 분야의 전문가들이 우리 문화재의 보존과 보호에 대해 강의합니다.",11,"문화체육관광부와 고려대학교 박물관협회가 주관하는 2019대학박물관 진흥지원사업의 일환으로 경북대학교 자연사박물관과 칠곡숲 채원이 매사냥 교육 프로그램을 운영했다. 한국 전통문화의 중요한 부분입니다.전통적인 매사냥의 생태친화적인 포획, 훈련 및 방사선 시스템을 탐색하는 것이 용이했습니다.이 프로그램은 문화적 향유와 인식을 제고하기 위한 수단으로 조직되었으며 지금까지 7번 진행되었습니다. 경북대학교 박물관은 2020대학 박물관 진흥지 원사업의 박물관보존 및 보호 프로그램의 일환으로 문화재 전문가 6인의 특강을 개최한다. 다양한 분야의 전문가들이 우리 문화재의 보존과 보호에 대해 강의합니다.",3, 프로그램은 문화적 향유와 인식을 제고하기 위한 수단으로 조직되었으며 지금까지 7번 진행되었습니다. 경북대학교 박물관은 2020대학 박물관 진흥지 원사업의 박물관보존 및 보호 프로그램의 일환으로 문화재 전문가 6인의 특강을 개최한다. 다양한 분야의 전문가들이 우리 문화재의 보존과 보호에 대해 강의합니다.
102,한국,Kangwon,자전거 및 전기자동차로 통근하는 구성원들의 편의 증진,11,자전거 및 전기자동차로 통근하는 구성원들의 편의 증진,3,자전거 및 전기자동차로 통근하는 구성원들의 편의 증진
125,한국,Kyungpook,"에너지 공학의
경북대학교는
분야 대표 연구원
사용하는 대체 에너지의
태양광 발전. 박 교수
디자인 작업을 하고 있습니다
사용하는 광촉매
대안을 개발하다
와 같은 에너지원
태양 에너지, 탄소
이산화물, 수소.",7,"에너지공학의 경북대학교는 분야 대표연구원 사용하는 대체에너지의 태양광 발전.박 교수 디자인 작업을 하고 있습니다 사용하는 광촉매 대안을 개발하다와 같은 에너지원 태양에너지, 탄소 이산화물, 수소.",3," 교수 디자인 작업을 하고 있습니다 사용하는 광촉매 대안을 개발하다와 같은 에너지원 태양에너지, 탄소 이산화물, 수소."
107,한국,Kyungpook,"에너지 공학의
경북대학교는
분야 대표 연구원
사용하는 대체 에너지의
태양광 발전. 박 교수
디자인 작업을 하고 있습니다
사용하는 광촉매
대안을 개발하다
와 같은 에너지원
태양 에너지, 탄소
이산화물, 수소.",7,"에너지공학의 경북대학교는 분야 대표연구원 사용하는 대체에너지의 태양광 발전.박 교수 디자인 작업을 하고 있습니다 사용하는 광촉매 대안을 개발하다와 같은 에너지원 태양에너지, 탄소 이산화물, 수소.",3," 교수 디자인 작업을 하고 있습니다 사용하는 광촉매 대안을 개발하다와 같은 에너지원 태양에너지, 탄소 이산화물, 수소."
22,한국,Ajou,"아주대학교 탄소-제로 신재생에너지시스템사업단이 ‘수원시 에너지 센터’를 개소했다. 이번 수원시 에너지센터 운영은 아주대학교 탄소 중립활성화 지역에너지센터가 담당한다. 수원시는 산업통상자원부가 주관한 ‘지자체 지역에너지계획 및 센터 시범사업’ 공모에 선정돼 수원시 에너지센터를 설립했다. 수원시 에너지 센터는 ▲2050 탄소중립 및 에너지전환을 위한 포럼 개최 ▲수원시 지역에너지 특성화·탄소중립 실천 방안 용역 ▲에너지시장 거버넌스형 민간투자 활성화 ▲태양광 솔라맵 구축사업 ▲에너지전환 실천 교육 및 홍보 사업 등을 담당한다. 한편, 우리 학교는 2021년 3월 수원시와 ‘신재생에너지 육성을 위한 업무 협약’을 체결하고 신재생에너지 산업 육성·에너지전환 문화 조성을 위해 협력하고 있다",7,"아주대학교 탄소제로 신재생에너지 시스템 사업단이 수원시 에너지센터를 개소했다. 이번 수원시 에너지센터 운영은 아주대학교 탄소중립 활성화 지역 에너지센터가 담당한다.수원시는 산업통상자원부가 주관한 지자체 지역 에너지계획 및 센터 시범사업 공모에 선정돼 수원시 에너지센터를 설립했다.수원시 에너지센터는 2050 탄소중립 및 에너지 전환을 위한 포럼 개최 수원시 지역 에너지 특성화탄소중립 실천방안 용역에너지 시장 거버넌스형 민간투자 활성화 태양광솔 라맵 구축사업에너지 전환 실천교육 및 홍보사업 등을 담당한다. 한편, 우리학교는 2021년 3월 수원시와 신재생에너지 육성을 위한 업무협약을 체결하고 신재생에너지산업 육성에너지 전환문화 조성을 위해 협력하고 있다",3,아주대학교 탄소제로 신재생에너지 시스템 사업단이 수원시 에너지센터를 개소했다. 이번 수원시 에너지센터 운영은 아주대학교 탄소중립 활성화 지역 에너지센터가 담당한다
78,한국,Kangwon,장애학생 대상 장학금 지급으로 경제적 어려움 해소,10,장애학생 대상 장학금 지급으로 경제적 어려움 해소,3,장애학생 대상 장학금 지급으로 경제적 어려움 해소
133,한국,Kyungpook,"경북대학교가 2020년 기획재정부로부터 대구지방경제교육원으로 지정되었습니다. 지역 초·중·고교생의 역량 강화는 물론, 장애 및 노인, 아동 센터, 감옥, 보육원에 서비스를 확장합니다. “정부초청 외국인장학금 제도”는 장학금 수여를 통해 전 세계의 우수한 인재를 모집 및 선발하고, 국제 네트워크를 구축하고, 글로벌 인재를 육성하기 위한 정부의 대표적인 국제 장학 프로그램입니다. 정부에서 초청한 대학원 장학생은 재학 중 월 생활비 전액, 등록금, 학기 연구비, 의료보험료 등 정부로부터 장학금을 받게 된다.",10,"경북대학교가 2020년 기획재정부로부터 대구지방경제교육원으로 지정되었습니다.지역 초중고교생의 역량 강화는 물론, 장애 및 노인, 아동센터, 감옥, 보육원에서비스를 확장합니다.정부 초청 외국인 장학금 제도는 장학금 수여를 통해 전 세계의 우수한 인재를 모집 및 선발하고, 국제 네트워크를 구축하고, 글로벌 인재를 육성하기 위한 정부의 대표적인 국제장학 프로그램입니다.정부에서 초청한 대학원 장학생은 재학 중 월 생활비 전액, 등록금, 학기연구비,  의료보험료 등 정부로부터 장학금을 받게 된다.",3," 초중고교생의 역량 강화는 물론, 장애 및 노인, 아동센터, 감옥, 보육원에서비스를 확장합니다"
115,한국,Kyungpook,"경북대학교가 2020년 기획재정부로부터 대구지방경제교육원으로 지정되었습니다. 지역 초·중·고교생의 역량 강화는 물론, 장애 및 노인, 아동 센터, 감옥, 보육원에 서비스를 확장합니다. “정부초청 외국인장학금 제도”는 장학금 수여를 통해 전 세계의 우수한 인재를 모집 및 선발하고, 국제 네트워크를 구축하고, 글로벌 인재를 육성하기 위한 정부의 대표적인 국제 장학 프로그램입니다. 정부에서 초청한 대학원 장학생은 재학 중 월 생활비 전액, 등록금, 학기 연구비, 의료보험료 등 정부로부터 장학금을 받게 된다.",10,"경북대학교가 2020년 기획재정부로부터 대구지방경제교육원으로 지정되었습니다.지역 초중고교생의 역량 강화는 물론, 장애 및 노인, 아동센터, 감옥, 보육원에서비스를 확장합니다.정부 초청 외국인 장학금 제도는 장학금 수여를 통해 전 세계의 우수한 인재를 모집 및 선발하고, 국제 네트워크를 구축하고, 글로벌 인재를 육성하기 위한 정부의 대표적인 국제장학 프로그램입니다.정부에서 초청한 대학원 장학생은 재학 중 월 생활비 전액, 등록금, 학기연구비,  의료보험료 등 정부로부터 장학금을 받게 된다.",3," 초중고교생의 역량 강화는 물론, 장애 및 노인, 아동센터, 감옥, 보육원에서비스를 확장합니다"
8,한국,Seoul,"대학에서 발명된 지적재산권 관련 회사 수
∙2017년 이전에 설립되어 2019년 말 운영 기준, 서울대학교가 주식을 일부 혹은 전체 보유하고 있는 회사 수는 22개입니다. 그리고 대학 내에서 발명된 지적재산권을 바탕으로 설립되었으나, 대학이 소유권을 보유하고 있지 않은 회사 수는 8개입니다. 서울대학교가 소유한 회사 중 브랜드 로고가 있는 주요 회사들을 소개하면 아래와 같습니다.",9,"대학에서 발명된 지적재산권 관련 회사 수 2017년 이전에 설립되어 2019년 말 운영 기준, 서울대학교가 주식을 일부 혹은 전체 보유하고 있는 회사 수는 22개입니다. 그리고 대학 내에서 발명된 지적재산권을 바탕으로 설립되었으나, 대학이 소유권을 보유하고 있지 않은 회사 수는 8개입니다. 서울대학교가 소유한 회사 중 브랜드 로고가 있는 주요 회사들을 소개하면 아래와 같습니다.",3,"대학에서 발명된 지적재산권 관련 회사 수 2017년 이전에 설립되어 2019년 말 운영 기준, 서울대학교가 주식을 일부 혹은 전체 보유하고 있는 회사 수는 22개입니다. 그리고 대학 내에서 발명된 지적재산권을 바탕으로 설립되었으나, 대학이 소유권을 보유하고 있지 않은 회사 수는 8개입니다. 서울대학교가 소유한 회사 중 브랜드 로고가 있는 주요 회사들을 소개하면 아래와 같습니다."
67,한국,Kangwon,혁신신약 후보 항체 개발 및 사업화 추진,9,혁신 신약 후보 항체 개발 및 사업화 추진,3,혁신 신약 후보 항체 개발 및 사업화 추진
31,한국,Kangwon,"수소 에너지 주력 산업 연계, 수소 중심 도시 모델 구축",7,"수소에너지 주력산업 연계, 수소 중심도시 모델 구축",3,"수소에너지 주력산업 연계, 수소 중심도시 모델 구축"
11,한국,Seoul,"다양성위원회와 소수자 선발
∙입학생 모집에 있어 저소득가구 학생 및 농어촌 학생, 장애인 및 북한 이탈주민 등 소수자 선발 프로그램을 운영합니다. 행정직원 채용 시 양성평등채용 목표제를 시행하고 있습니다. 
∙국내대학 최초로 다양성 위원회를 설립하여 매년 다양성 보고서 발간, 다양성 인턴십, 워크숍과 간담회 등의 활동을 하고 있습니다. 
∙다양성 위원회 규정은 다양한 소수집단에 대한 교육, 임용, 승진, 복지 등에서 공정한 기회균등의 원칙이 준수되도록 보장하고 있습니다.",10,"다양성위원회와 소수자 선발 입학생 모집에 있어 저소득 가구 학생 및 농어촌학생, 장애인 및 북한이탈주민 등 소수자 선발 프로그램을 운영합니다. 행정 직원 채용시 양성평등 채용목표제를 시행하고 있습니다. 국내 대학 최초로 다양성위원회를 설립하여 매년 다양성 보고서 발간, 다양성 인턴십, 워크숍과 간담회 등의 활동을 하고 있습니다. 다양성위원회 규정은 다양한 소수 집단에 대한 교육, 임용, 승진, 복지 등에서 공정한 기회균등의 원칙이 준수되도록 보장하고 있습니 다.",3,"다양성위원회와 소수자 선발 입학생 모집에 있어 저소득 가구 학생 및 농어촌학생, 장애인 및 북한이탈주민 등 소수자 선발 프로그램을 운영합니다. 행정 직원 채용시 양성평등 채용목표제를 시행하고 있습니다. 국내 대학 최초로 다양성위원회를 설립하여 매년 다양성 보고서 발간, 다양성 인턴십, 워크숍과 간담회 등의 활동을 하고 있습니다. 다양성위원회 규정은 다양한 소수 집단에 대한 교육, 임용, 승진, 복지 등에서 공정한 기회균등의 원칙이 준수되도록 보장하고 있습니 다."
96,한국,Kangwon,보행자 안전을 위한 안전펜스 설치,11,보행자 안전을 위한 안전펜스 설치,3,보행자 안전을 위한 안전펜스 설치
79,한국,Kangwon,"장애학생과 도우미를 대상으로 찾아가는 맞춤 상담을 진행하여 성격, 대인관계 고민 해소",10,"장애학생과도우미를 대상으로 찾아가는 맞춤 상담을 진행하여 성격, 대인관계 고민해소",3,"장애학생과도우미를 대상으로 찾아가는 맞춤 상담을 진행하여 성격, 대인관계 고민해소"
26,한국,Ajou,"아주대학교병원은 2021년 6월 서울 코엑스에서 열린 ‘바이오코리아 2021’에 참가해 아주대학교병원의 사업화 유망기술과 교원 창업 현황을 소개했다. 바이오코리아는 국제적 정보교류와 기술거래의 장으로 자리매김한 대표적인 국내 바이오헬스 산업 컨벤션으로, 올해는 이라는 주제로 전시, 컨퍼런스, 포럼 등 다양한 프로 그램을 선보였다. 아주대학교병원은 암질환, 뇌질환, 간질환, 소화기 질환, 심혈관질환, 피부질환, 항염증 치료제, 바이오소재 등 다양한 분야를 아우르는 사업화 유망기술과 나인비(대표이사 의학유전학과 정선용 교수/갱년기 여성비만 개선 건강기능식품 및 신약 개발), 플라 리트(대표이사 이비인후과학교실 김철호 교수/바이오플라즈마 기반 치료용 의료기기 개발) 등 총 15개에 달하는 아주대학교병원 교원 창업기업의 주요 사업내용을 소개하고 시제품을 전시했다. 아주대학교병원은 ‘의료현장 기반의 혁신적 임상 중개연구에 기반하여 임상 역량 강화 및 자립형 모델을 통한 미래가치 창출을 선도하는 연구 중심병원’이라는 전략 아래, △타겟 물질 프로파일 기반 임상 중개연구 플랫폼 △바이오마커 기반 유효성 평가 플랫폼 △3D 면역칩 기반 비임상 개발 서비스 플랫폼 △실시간 임상 근거 제공 네트워크 플랫폼 4개 세부과제의 연구와 사업화를 활발히 진행하고 있다.",9,"아주대학교병원은 2021년 6월 서울 코엑스에서 열린 바이오코리아 2021에 참가해 아주대학교병원 의 사업화 유망기술과 교원창업 현황을 소개했다. 바이오코리아는 국제적 정보교류와 기술거래의 장으로 자리매김한 대표적인 국내 바이오헬스산업 컨벤션으로, 올해는 이라는 주제로 전시, 컨퍼런스, 포럼 등 다양한 프로그램을 선보였다.아주대학교병원은 암질환, 뇌질환, 간질환, 소화기 질환, 심혈관질환, 피부질환, 항염증 치료제, 바이오소재 등 다양 한 분야를 아우르는 사업화 유망기술과 나인 비 대표이사의 학유전학과 정선용 교수 갱년기 여성비만 개선 건강기능식품 및 신약개발, 플라리트 대표이사 이비인후과학교실 김철호 교수 바이오플라즈마 기반 치료용 의료기기 개발 등 총 15개에 달하는 아주대학교 병원 교원창업기업의 주요 사업 내용을 소개하고 시제품을 전시했다.아주대학교병원은 의료현장 기반의 혁신적 임상중개연구에 기반하여 임상역량 강화 및 자립형 모델을 통한 미래가치 창출을 선도하는 연구중심병원 이라는 전략 아래, 타겟물질 프로파일 기반 임상중개연구 플랫폼 바이오마커 기반 유효성 평가 플랫폼 3D 면역칩 기반 비임상개발 서비스 플랫폼 실시간 임상근거 제공 네트워크 플랫폼 4개 세부과제의 연구와 사업화를 활발히 진행하고 있다.",3," 암질환, 뇌질환, 간질환, 소화기 질환, 심혈관질환, 피부질환, 항염증 치료제, 바이오소재 등 다양 한 분야를 아우르는 사업화 유망기술과 나인 비 대표이사의 학유전학과 정선용 교수 갱년기 여성비만 개선 건강기능식품 및 신약개발, 플라리트 대표이사 이비인후과학교실 김철호 교수 바이오플라즈마 기반 치료용 의료기기 개발 등 총 15개에 달하는 아주대학교 병원 교원창업기업의 주요 사업 내용을 소개하고 시제품을 전시했다"
2,한국,Seoul,"단위면적당 온실가스 배출량 변화(관악 + 연건)
∙온실가스 배출량과 에너지 소비량이 총량 기준으로는 지속적으로 증가하였지만 건물의 단위면적(m2)당 배출량은 2015년부터 안정세를 보이고 있습니다. 특히 2019년에 온실가스 배출총량이 전년대비 감소하면서 단위면적당 배출량도 90 Kg-co2/m2 수준으로 감소하였습니다.",7,단위 면적당 온실가스 배출량 변화 관악 연건 온실가스 배출량과 에너지 소비량이 총량기준으로는 지속적으로 증가하였지만 건물의 단위면적m2 당 배출량은 2015년부터 안정세를 보이고 있습니다. 특히 2019년에 온실가스 배출 총량이 전년 대비 감소하면서 단위 면적당 배출량도 90Kgco2m2 수준으로 감소하였습니다.,3,단위 면적당 온실가스 배출량 변화 관악 연건 온실가스 배출량과 에너지 소비량이 총량기준으로는 지속적으로 증가하였지만 건물의 단위면적m2 당 배출량은 2015년부터 안정세를 보이고 있습니다. 특히 2019년에 온실가스 배출 총량이 전년 대비 감소하면서 단위 면적당 배출량도 90Kgco2m2 수준으로 감소하였습니다.
