,국가,대학교명,번역,분류,번역_전처리,5분류,요약
35,한국,Kyungpook,"경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64%가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다. 예를 들어 효석장학재단은 경북대학교 의과대학 전신인 대구 의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64%가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다. 예를 들어 효석장학재단은 경북대학교 의과대학 전신인 대구 의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다
배움에 대한 갈증을 보이는 학생
에도 불구하고 교육을 계속
그들의 어려운 가정환경,
그들의 교육을 계속하고 완료하십시오. 서태원 경제학과 졸업
경북대학교 기증
장학금 1억원
경북대학교 미래학생들
대학교. 서태원도 배달
개발기금 5000만원
2009년 포스텍과 포항에
2014년 서울시장회는 각각
지역사회를 발전시키고 육성하기 위해
재능있는 사람들",1,"경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다. 예를 들어 효석장학재단은 경북대학교 의과대학 전신인 대구의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다 경북대학교에는 100개 이상의 장학금이 있으며 전체 학생의 약 64가 장학금을 받고 있으며, 그 금액은 연간 약 750억원입니다.예를 들어 효석 장학재단은 경북대학교 의과대학 전신인 대구의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다 배움에 대한 갈증을 보이는 학생에도 불구하고 교육을 계속 그들의 어려운 가정환경, 그들의 교육을 계속하고 완료하십시오.서태원 경제학과 졸업 경북대학교 기증장학금 1억원 경북대학교 미래학생들대학교.서 태원도 배달 개발기금 5000만원 2009년 포스텍과 포항에 2014년 서울시 장회는 각각 지역사회를 발전시키고 육성하기 위해 재능 있는 사람들",1," 들어 효석 장학재단은 경북대학교 의과대학 전신인 대구의과대학을 졸업한 조운해 전 회장이 1995년 모교 육성을 위해 13억원을 기부해 설립한 재단이다. 장학금은 도움이 될 것입니다 배움에 대한 갈증을 보이는 학생에도 불구하고 교육을 계속 그들의 어려운 가정환경, 그들의 교육을 계속하고 완료하십시오"
23,한국,Ajou,"아주대학교병원이 최근 ‘코로나19 대응 유공자 도지사 포상’ 에서 감염병관리 의료기관 유공 경기도지사 표창을 수상했다. 이번 표창은 경기도에서 감염병 관리에 대한 국민의 관심을 도모하기 위한 목적으로 코로나19 관련 △감시, 예방, 진단, 역학조사 및 환자관리 △연구·조사, 신기술 제안·개발 △확산방지 및 퇴치 △교육, 홍보, 캠페인 등 각 분야에 이바지한 개인, 기관·단체, 시·군 유공자를 선정하여 포상했다. 아주대학교병원은 코로나19 예방 및 확산방지에 이바지한 공로를 인정받아 이번에 수상하게 됐다. 코로나19 상황이 계속되고 있는 가운데, 아주대학교병원은 2020년 2월 ‘국민안심병원’으로, 3월 ‘중증 응급진료센터’로 지정되어 일반환자와 호흡기환자를 분리해 안전한 진료뿐 아니라 중증응급환자의 진료에 만전을 기하고 있다.",3,"아주대학교병원이 최근 코로나 19대 응유공자도지사 포상에서 감염병 관리 의료기관 유공경기도지사 표창을 수상했다. 이번 표창은 경기도에서 감염병 관리에 대한 국민의 관심을 도모하기 위한 목적으로 코로나 19 관련 감시, 예방, 진단, 역학조사 및 환자 관리연구조사, 신기술 제안개발 확산 방지 및 퇴치 교육, 홍보, 캠페인 등 각 분야에 이바지한 개인, 기관단체, 시군 유공자를 선정하여 포상했다.아주대학교병원은 코로나 19예방 및 확산 방지에 이바지한 공로를  인정받아 이번에 수상하게 됐다. 코로나 19상황이 계속되고 있는 가운데, 아주대학교병원은 2020년 2월 국민안심병원으로, 3월 중 증응급진료센터로 지정되어 일반 환자와 호흡기 환자를 분리해 안전한 진료뿐 아니라 중증 응급환자의 진료에 만전을 기하고 있다.",1," 코로나 19예방 및 확산 방지에 이바지한 공로를  인정받아 이번에 수상하게 됐다. 코로나 19상황이 계속되고 있는 가운데, 아주대학교병원은 2020년 2월 국민안심병원으로, 3월 중 증응급진료센터로 지정되어 일반 환자와 호흡기 환자를 분리해 안전한 진료뿐 아니라 중증 응급환자의 진료에 만전을 기하고 있다."
10,한국,Seoul,"여성의 비율
∙ 서울대 구성원에서 여성이 차지하는 비율은 학부생 중
36.3%, 대학원생 중 45.2%, 전임교원 중 17.0%, 비전
임교원 중 47.0%, 정규직 직원 중 52.0%, 비정규직 직
원 중에서는 58.6%를 차지합니다.",5,"여성의 비율 서울 대 구성원에서 여성이 차지하는 비율은 학부생 중 36.3, 대학원생 중 45.2, 전임교원 중 17.0, 비전임교원 중 47.0, 정규직 직원 중 52.0, 비정규직 직원 중에서는 58.6를 차지합니다.",1, 정규직 직원 중 52
15,한국,Ajou,"코로나19 확산에 따라 학부모 또는 본인이 비자발적 실직, 폐(휴)업 등을 겪음으로써 가계가 곤란해지는 상황이 발생하고 있다. 아주대학교는 코로나19로 인한 생활비 부담이 심하여 학업이 어려운 학생, 아르 바이트 등 과외활동 및 개인적인 사정상 정상적인 학업이 어려운 학생에게 생활비를 지원하는 ‘코로나 극복 장학(바르게 장학)’ 사업을 진행하고 있다. 매 학기 다른 장학금 수혜가 없거나 수혜금액이 적고 경제적 환경이 더 어려운 학생을 우선하여 선발한다. 2021학년도 총 646명의 학생에게 약 3억 원의 장학금을 수여하였다.",1,"코로나 19 확산에 따라 학부모 또는 본인이 비자발적 실직, 폐휴업 등을 겪음으로써 가계가 곤란해지는 상황이 발생하고 있다.아주대학교는 코로나 19로 인한 생활비 부담이 심하여 학업이 어려운 학생, 아르바이트 등 과외활동 및 개인적인 사정상 정상적인 학업이 어려운 학생에게 생활비를 지원하는 코로나 극복 장학 바르게 장학사업을 진행하고 있다.매학기 다른 장학금 수혜가 없거나 수혜금액이 적고 경제적 환경이 더 어려운 학생을 우선하여 선발한다.2021학년도총 646명의 학생에게 약 3억원의 장학금을 수여하였다.",1," 코로나 19로 인한 생활비 부담이 심하여 학업이 어려운 학생, 아르바이트 등 과외활동 및 개인적인 사정상 정상적인 학업이 어려운 학생에게 생활비를 지원하는 코로나 극복 장학 바르게 장학사업을 진행하고 있다"
31,한국,Kyungpook,경북대학교 국제개발연구원이 한국국제협력단(KOICA)에서 추진하는 석사학위 연수사업 2건에 선정됐다.,1,경북대학교 국제개발연구원이 한국국제협력단 KOICA에서 추진하는 석사학위 연수사업 2건에 선정됐다.,1,경북대학교 국제개발연구원이 한국국제협력단 KOICA에서 추진하는 석사학위 연수사업 2건에 선정됐다.
45,한국,Kyungpook,경북대학교 국제개발연구원이 한국국제협력단(KOICA)에서 추진하는 석사학위 연수사업 2건에 선정됐다.,1,경북대학교 국제개발연구원이 한국국제협력단 KOICA에서 추진하는 석사학위 연수사업 2건에 선정됐다.,1,경북대학교 국제개발연구원이 한국국제협력단 KOICA에서 추진하는 석사학위 연수사업 2건에 선정됐다.
12,한국,Seoul,"학생과 교직원을 위한 보육시설
∙ 서울대학교 부속 어린이보육지원센터는 1998년 서울
대학교 생활과학대학 부속시설로 개원하여 2012년 본
부 직속 시설로 이전되었습니다. 
∙ 백학 어린이집, 느티나무 어린이집, 행정실로 구성되어
60여 명의 교직원이 만 1세부터 만 5세까지 404명의
영유아를 돌보고 있습니다.
서울대학교는 대학원생과 교직원들의 자녀 보육을 지원하기 위하여 어린이보육지원센터를 운영하고 있습니다. 센터는 60명의 교직원이 만1세부터 만5세까지 404명의 영유아를 돌보고 있습니다. 보육료는 무상이며 교원, 직원, 연구원, 학생들의 자녀가 입소하여 생활하고 있습니다.",5,"학생과 교직원을 위한 보육시설 서울대학교 부속어린이 보육지원센터는 1998년 서울대학교 생활과학대학 부속시설로 개원하여 2012년 본부 직속 시설로 이전 되었습니다.백학 어린이집, 느티나무 어린이집, 행정실로 구성되어 60여명의 교직원이 만 1세부터 만 5세까지 404명의 영유아를 돌보고 있습니다. 서울대학교는 대학원생과 교직원들의 자녀 보육을 지원하기 위하여 어린이 보육지원센터를 운영하고 있습니다. 센터는 60명의 교직원이 만 1세부터 만 5세까지 404명의 영유아를 돌보고 있습니다. 보육료는 무상이며 교원, 직원, 연구원, 학생들의 자녀가 입소하여 생활하고 있습니다.",1," 어린이집, 느티나무 어린이집, 행정실로 구성되어 60여명의 교직원이 만 1세부터 만 5세까지 404명의 영유아를 돌보고 있습니다. 서울대학교는 대학원생과 교직원들의 자녀 보육을 지원하기 위하여 어린이 보육지원센터를 운영하고 있습니다. 센터는 60명의 교직원이 만 1세부터 만 5세까지 404명의 영유아를 돌보고 있습니다. 보육료는 무상이며 교원, 직원, 연구원, 학생들의 자녀가 입소하여 생활하고 있습니다."
18,한국,Ajou,"십시일밥은 아주대학교 동아리 ‘늘사랑’이 참여하는 비영리 단체의 활동으로 학생들이 공강시간에 교내 식당에서 봉사활동을 하고 교내 취약계층 학생들에게 식권을 나누어 주는 사업이다. 학생들은 일주일에 1시간씩 본교 기숙사 내 식당에서 봉사활동을 수행하고, 봉사시간을 시급으로 계산하여 그 금액만큼 취약계층 학생들에게 식권이 기부된다. 십시일밥은 2014년 1월 대학생이 주축이 되어 출범시킨 비영리 단체로 현재까지 14개 대학 참여 하에 누적 봉사자 6,234명, 봉사시간 61,866시간, 식권 수혜자 3,807명, 끼니 수 101,442끼를 기록 하며 취약계층 학생들에게 따뜻한 위로와 든든함을 제공하기 위해 노력하고 있다",2,"십시일밥은 아주대학교 동아리 늘 사랑이 참여하는 비영리단체의 활동으로 학생들이 공강시간에 교내 식당에서 봉사활동을 하고 교내 취약계층 학생들에게 식권을 나누어 주는 사업이다. 학생들은 일주일에 1시간씩 본교기숙사 내 식당에서 봉사활동을 수행하고, 봉사시간을 시급으로 계산하여 그 금액만큼 취약계층 학생들에게 식권이 기부된다.십시일밥은 2014년 1월 대학생이 주축이 되어 출범시킨 비영리단체로 현재까지 14개 대학 참여 하에 누적 봉사자 6, 234 명, 봉사시간 61,866시간, 식권 수혜자 3,807명, 끼니 수 101, 442끼를 기록하며 취약계층 학생들에게 따뜻한 위로와 든든함을 제공하기 위해 노력하고 있다",1," 2014년 1월 대학생이 주축이 되어 출범시킨 비영리단체로 현재까지 14개 대학 참여 하에 누적 봉사자 6, 234 명, 봉사시간 61,866시간, 식권 수혜자 3,807명, 끼니 수 101, 442끼를 기록하며 취약계층 학생들에게 따뜻한 위로와 든든함을 제공하기 위해 노력하고 있다"
25,한국,Ajou,"아주대학교 과학영재교육원이 코로나19 상황의 지속으로 다채로운 교육 프로그램에의 참가가 어려워진 지역 사회 어린이들을 위해 ‘모바일 게임 제작’ 프로그램을 운영했다. 2020년 8월부터 12월까지 안양시 만안청소년수련관 방과후 아카데미와의 협력으로 진행된 이 프로그램은 안양천 생태계를 모티브로 직접 게임을 제작해보는 내용을 담고 있다. 아주대 과학영재교육원(원장 최수영 수학과 교수)의 주도로 진행된 ‘FUNFUN한 안양천川’ 모바일 게임 제작 활동은 지역 랜드마크인 안양천을 소재로 학생들이 흥미를 갖고 있는 ‘게임’과 ‘안양천’을 결합해, 공학적 접근이 가능하도록 설계되었다. 이번 프로그램은 한국과학창의재단에서 지원하는 ‘창의디자인캠프사업’의 일환으로 마련되었다. 우리 학교 과학영재교육원은 경기도 내 과학영재들을 발굴 및 육성하기 위해 1998년 국내 최초로 설립된 과학 영재교육 기관으로 초등부와 중등부에서 수학, 정보과학, 과학, 물리학, 화학, 생물학 강의를 운영하고 있다. 지역 사회 기여를 위한 활동도 이어가고 있다. 과학영재교육원은 지난 2016년부터 만안청소년 수련관과 협력, 매년 지역 사회 청소년을 위해 ▲코딩 블록을 활용한 언플러그드 코딩 ▲3D프린터를 이용한 MAKER 코딩 활동 등의 창의융합활동을 운영하고 있다",4,"아주대학교 과학영재교육원이 코로나 19상황의 지속으로 다채로운 교육 프로그램에의 참가가 어려워진 지역사회 어린이들을 위해 모바일게임 제작 프로그램을 운영했다.2020년 8월부터 12월까지 안양시만안 청소년수련관방과후아카데미와의 협력으로 진행된 이 프로그램은 안양천 생태계를 모티브로 직접 게임을 제작해보는 내용을 담고 있다.아주대 과학영재교육원 원장 최수영 수학과 교수의 주도로 진행된 FUNFUN 한 안양천 모바일게임 제작 활동은 지역 랜 드마크인 안양천을 소재로 학생들이 흥미를 갖고 있는 게임과 안양천을 결합해, 공학적 접근이 가능하도록 설계되었다. 이번 프로그램은 한국과학창의재단에서 지원하는 창의디자인 캠프 사업의 일환으로 마련되었다. 우리 학교 과학영재교육원은 경기도내 과학영재들을 발굴 및 육성하기 위해 1998년 국내 최초로 설립된 과학영재교육기관으로 초등부와 중등부에서 수학, 정보과학, 과학, 물리학, 화학, 생물학 강의를 운영하고 있다. 지역사회 기여를 위한 활동도이 어가고 있다.과학 영재교육원은 지난 2016년부터 만안 청소년수련관과 협력, 매년 지역사회 청소년을 위해 코딩블록을 활용한 언플러그드코딩 3D 프린터를 이용한 MAKER코딩 활동 등의 창의융합활동을 운영하고 있다",1," 과학영재교육원 원장 최수영 수학과 교수의 주도로 진행된 FUNFUN 한 안양천 모바일게임 제작 활동은 지역 랜 드마크인 안양천을 소재로 학생들이 흥미를 갖고 있는 게임과 안양천을 결합해, 공학적 접근이 가능하도록 설계되었다. 이번 프로그램은 한국과학창의재단에서 지원하는 창의디자인 캠프 사업의 일환으로 마련되었다. 우리 학교 과학영재교육원은 경기도내 과학영재들을 발굴 및 육성하기 위해 1998년 국내 최초로 설립된 과학영재교육기관으로 초등부와 중등부에서 수학, 정보과학, 과학, 물리학, 화학, 생물학 강의를 운영하고 있다. 지역사회 기여를 위한 활동도이 어가고 있다"
29,한국,Ajou,"아주대학교 성평등상담소는 교내에서 발생하는 성폭력, 성희롱에 대한 즉각적인 대응과 지원, 상담을 통해 성폭력으로 인한 피해를 최소화하도록 지원하기 위해 설립되었다. 성평등상담소는 성 평등 관련 다양한 문화행사와 성교육, 성폭력 예방교육을 통해 교내 올바른 성문화를 정착시키고, 본교 구성원들의 올바른 성 가치관 형성 및 확산에 이바지하고자 한다. 성평등상담소는 지난 3년간 약 1,000건 이상의 상담을 진행하였고, 코로나19로 인한 비대면 수업 상황 에도 불구하고 비대면 상담을 대면 상담과 함께 실시하고 있다. 또한, 상담소는 매년 본교 전 구성원(학생, 교직원)을 대상으로 성 평등 문화를 확산하기 위해 성희롱·성 폭력·성매매·가정폭력 예방교육을 실시한다. 교육은 법정 의무교육으로 오프라인 교육뿐만 아니라 코로나19로 인한 비대면 상황에 대응하여 Zoom 실시간 교육 등 온라인 교육을 적극적으로 추진하고 있다.",5,"아주대학교 성평등상담소는 교내에서 발생하는 성폭력, 성희롱에 대한 즉각적인 대응과 지원, 상담을 통해 성폭력으로 인한 피해를 최소화하도록 지원하기 위해 설립되었다. 성평등상담소는 성평등 관련 다양한 문화행사와 성교육, 성폭력 예방교육을 통해 교내 올바른 성문화를 정착시키고, 본교 구성원들의 올바른 성가치관 형성 및 확산에 이바지하고자 한다. 성평등상담소는 지난 3년간 약 1,000건 이상의 상담을 진행하였고, 코로나 19로 인한 비대면 수업 상황에 도 불구하고 비대면 상담을 대면 상담과 함께 실시하고 있다. 또한, 상담소는 매년 본교전 구성원 학생, 교직원을 대상으로 성평등 문화를 확산하기 위해 성희롱 성폭력 성매매가 정폭력 예방교육을 실시한다.교육은 법정의무교육으로 오프라인 교육뿐만 아니라 코로나 19로 인한 비대면 상황에 대응하여 Zoom 실시간 교육 등 온라인 교육을 적극적으로 추진하고 있다.",1, 법정의무교육으로 오프라인 교육뿐만 아니라 코로나 19로 인한 비대면 상황에 대응하여 Zoom 실시간 교육 등 온라인 교육을 적극적으로 추진하고 있다.
17,한국,Ajou,"아주대학교 LINC+사업단은 창업유형을 구분하고 창업역량에 맞춰 단계별로 지원하는 고유의 창업지원 일원화 체계 「Startup AJOU 3by3」를 통해 우수 초기창업팀 발굴 및 지원한다. Teach(창업교육) - Touch(창업지원) - Training(실전창업 및 보육연계) 등의 단계별 맞춤형 지원을 제공하며, 감염병 위험에도 불구하고 초연결 네트워크 시대의 청년창업가 육성을 위해 단계별 비대면 창업교육 및 지원 프로그램 개발하였다. 한편, 사업단은 2021학년도 창업장학금(인센티브) 제도를 개편하여 2018년 2명에 불과했던 장학금 수혜자를 2021년 1학기에만 35명으로 확대 제공하여 폭넓은 창업 관련 활동 관심을 제고하기도 하였다. 또한, 전국 규모의 ‘대학연합창업캠프’ 기획 및 운영하여, 올해 5개 대학연합 75명의 수료자를 배출하였고, 글로벌 취·창업 프로그램 ‘랜선으로 만나는 릴레이 글로벌 취·창업 톡톡톡’을 기획하여 전국 협력대학 간 공유사업으로 총 19개 대학 재학생 749명이 참가 및 성료하는 성과를 이루었다.",1,"아주대학교 LINC 사업단은 창업 유형을 구분하고 창업역량에 맞춰 단계별로 지원하는 고유의 창업지원 일원화 체계 StartupAJOU 3by 3를 통해 우수 초기 창업팀 발굴 및 지원한다. Teach 창업교육 Touch 창업지원 Training 실전 창업 및 보육연계 등의 단계별 맞춤형 지원을 제공하며, 감염병 위험에도 불구하고 초연결 네트워크 시대의 청년창업가 육성을 위해 단계별 비대면 창업교육 및 지원 프로그램 개발하였다. 한편, 사업단은 2021 학년도 창업장학금 인센티브 제도를 개편하여 2018년 2명에 불과했던 장학금 수혜자를 2021년 1학기에만 35명으로 확대 제공 하여 폭넓은 창업 관련 활동 관심을 제고하기도 하였다. 또한, 전국 규모의 대학연합 창업캠프 기획 및 운영하여, 올해 5개 대학연합 75명의 수료자를 배출하였고, 글로벌 취창업 프로그램 랜선으로 만나는 릴레이 글로벌 취창업 톡톡톡을 기획하여 전국협력대학 간 공유사업으로 총 19개 대학 재학생 749명이 참가 및 성료하는 성과를 이 루었다.",1,"아주대학교 LINC 사업단은 창업 유형을 구분하고 창업역량에 맞춰 단계별로 지원하는 고유의 창업지원 일원화 체계 StartupAJOU 3by 3를 통해 우수 초기 창업팀 발굴 및 지원한다. Teach 창업교육 Touch 창업지원 Training 실전 창업 및 보육연계 등의 단계별 맞춤형 지원을 제공하며, 감염병 위험에도 불구하고 초연결 네트워크 시대의 청년창업가 육성을 위해 단계별 비대면 창업교육 및 지원 프로그램 개발하였다. 한편, 사업단은 2021 학년도 창업장학금 인센티브 제도를 개편하여 2018년 2명에 불과했던 장학금 수혜자를 2021년 1학기에만 35명으로 확대 제공 하여 폭넓은 창업 관련 활동 관심을 제고하기도 하였다. 또한, 전국 규모의 대학연합 창업캠프 기획 및 운영하여, 올해 5개 대학연합 75명의 수료자를 배출하였고, 글로벌 취창업 프로그램 랜선으로 만나는 릴레이 글로벌 취창업 톡톡톡을 기획하여 전국협력대학 간 공유사업으로 총 19개 대학 재학생 749명이 참가 및 성료하는 성과를 이 루었다."
